Time,Ligand,Kurtosis,Mean,Date,Cell,Dose,Skew,Variance,alphStatCov,Bivalent
2.0,IL2,8.745996523250321,21.013757606785475,3/15/2019,NK,0.000474,1.9037258158563324,1254746.2890688784,0,0
1.0,IL2,2.1658457051072286,6093.969121548749,3/15/2019,NK,84.0,0.6661815583259433,13514820.490568385,0,0
1.0,IL2,4.026379720500923,6165.130132920831,3/15/2019,NK,28.0,0.613809852478829,13388322.104858605,0,0
1.0,IL2,1.7646620382551328,6215.162595594353,3/15/2019,NK,9.333333,0.5152592030918753,13417366.415731331,0,0
1.0,IL2,1.6371173502506986,5251.424922288852,3/15/2019,NK,3.111,0.7059995702718243,11038875.626215229,0,0
1.0,IL2,21.528076234688356,1930.1594657287442,3/15/2019,NK,1.037037,3.1974393482001227,5909727.655428661,0,0
1.0,IL2,9.186353902423138,1026.5552719842121,3/15/2019,NK,0.345679,2.366204849516374,4632026.798476621,0,0
1.0,IL2,10.958426842927366,418.4956904687524,3/15/2019,NK,0.115226,2.4117434137002967,2885532.4277170673,0,0
1.0,IL2,5.758460370237637,318.77862634883104,3/15/2019,NK,0.038409,1.7314825777050646,1841903.5322749147,0,0
1.0,IL2,8.685155114325749,0.0,3/15/2019,NK,0.012803,1.963779293557908,1372547.0289922804,0,0
1.0,IL2,14.583452519092031,0.0,3/15/2019,NK,0.004268,2.4705737245841335,1489866.0175107082,0,0
1.0,IL2,6.370317804042902,103.10955523190705,3/15/2019,NK,0.001423,1.6582540558838386,1405873.6526701713,0,0
1.0,IL2,7.265272780523684,0.0,3/15/2019,NK,0.000474,1.627759152646739,1339929.8038841793,0,0
0.5,IL2,1.3919959911054924,6121.19586339224,3/15/2019,NK,84.0,0.3895388245168264,13461320.472701712,0,0
0.5,IL2,1.0230229375338986,5935.493419352586,3/15/2019,NK,28.0,0.3661550238819309,11402038.849702591,0,0
0.5,IL2,1.1502472097392262,5725.190026128039,3/15/2019,NK,9.333333,0.4646998030900551,12895565.153902268,0,0
0.5,IL2,1.5063272610642153,4966.133353913699,3/15/2019,NK,3.111,0.5896437963078031,10151157.961191045,0,0
0.5,IL2,6.603307566033898,1495.3034426187992,3/15/2019,NK,1.037037,2.0175139393340684,5674306.003643392,0,0
0.5,IL2,15.765252396406183,518.4448494641847,3/15/2019,NK,0.345679,2.81415013521599,3645035.5749911214,0,0
0.5,IL2,16.19020027939991,118.39482922148045,3/15/2019,NK,0.115226,2.896236990831233,2440538.238625299,0,0
0.5,IL2,9.380700257887915,37.886558281336875,3/15/2019,NK,0.038409,2.1984351360765992,1675937.6584679952,0,0
0.5,IL2,7.347611810536405,0.0,3/15/2019,NK,0.012803,1.8328766082474177,1304632.9873593743,0,0
0.5,IL2,12.770380540610976,0.0,3/15/2019,NK,0.004268,2.7574185899679113,1782090.727314905,0,0
0.5,IL2,12.641313533065443,0.0,3/15/2019,NK,0.001423,2.3957092546357215,1311586.9191273327,0,0
0.5,IL2,13.222097560032417,0.0,3/15/2019,NK,0.000474,2.633306409636891,1661688.880134149,0,0
4.0,IL15,3.6708306586911927,1204.9242075699285,3/15/2019,NK,84.0,1.2865025591041617,2136328.4642948336,0,0
4.0,IL15,2.8354001291351842,1234.6147163315463,3/15/2019,NK,28.0,1.1842675137842824,2554590.7054312313,0,0
4.0,IL15,2.284779893700432,1161.2778322617223,3/15/2019,NK,9.333333,1.003903352494169,2152393.2945196,0,0
4.0,IL15,3.159024692336015,1150.4422859069914,3/15/2019,NK,3.111,1.1084042684355808,1954515.5029621876,0,0
4.0,IL15,2.2575007985279543,1289.2029909130692,3/15/2019,NK,1.037037,0.9613686288427222,1907594.7841515373,0,0
4.0,IL15,4.547237268392225,988.7132508044301,3/15/2019,NK,0.345679,1.3232978444115595,1815096.5974115361,0,0
4.0,IL15,5.043861456094579,650.556070656532,3/15/2019,NK,0.115226,1.4451649461805918,1836376.585110321,0,0
4.0,IL15,10.302940126463248,0.0,3/15/2019,NK,0.038409,2.2752258467369493,1595733.7658414233,0,0
4.0,IL15,8.13293331241131,0.0,3/15/2019,NK,0.012803,2.0841653302777727,1390586.4395247258,0,0
4.0,IL15,10.872836889245475,0.0,3/15/2019,NK,0.004268,2.193500783675948,1370303.1146733507,0,0
4.0,IL15,11.4943200832103,0.0,3/15/2019,NK,0.001423,2.533463422891242,1552284.540902746,0,0
4.0,IL15,9.124712438140207,0.0,3/15/2019,NK,0.000474,2.0980052370479636,1611570.7330106315,0,0
2.0,IL15,1.5915527849298616,5796.7503991268395,3/15/2019,NK,84.0,0.5135277046084481,10848631.725540493,0,0
2.0,IL15,-1.4249615524276233,1557.3383037263302,3/15/2019,NK,28.0,-0.09157747983511774,2415167.6981158657,0,0
2.0,IL15,0.09629804853732615,5409.8791628034,3/15/2019,NK,9.333333,0.30174978629681454,10294052.963981751,0,0
2.0,IL15,0.7768758729500482,5336.66011170738,3/15/2019,NK,3.111,0.4961909289335725,11246873.154382402,0,0
2.0,IL15,0.8016808313589205,4806.701515120227,3/15/2019,NK,1.037037,0.342112933330378,7753320.79321123,0,0
2.0,IL15,16.48401015354353,2604.0904761613992,3/15/2019,NK,0.345679,1.9664982222218548,4266280.814658051,0,0
2.0,IL15,9.59789416650487,560.1583977708801,3/15/2019,NK,0.115226,1.9604924369481431,1581576.8367869623,0,0
2.0,IL15,8.393951850035927,302.7294551068735,3/15/2019,NK,0.038409,2.188255872289911,1702114.019632191,0,0
2.0,IL15,6.948220122128026,93.47756371958758,3/15/2019,NK,0.012803,1.8390612901830745,1404417.361714726,0,0
2.0,IL15,423.8943679243114,231.74810113372132,3/15/2019,NK,0.004268,16.082505526737386,3033480.3548291577,0,0
2.0,IL15,13.794889833745284,0.0,3/15/2019,NK,0.001423,2.3042811782334955,1309149.3100014313,0,0
2.0,IL15,3.6600720084384335,230.15349262753261,3/15/2019,NK,0.000474,1.1223361967954304,1411510.8452718575,0,0
1.0,IL15,0.6885474578652651,5723.993055709311,3/15/2019,NK,84.0,0.3286112106163572,11738680.545739908,0,0
1.0,IL15,6.426456105230894,5938.134160448672,3/15/2019,NK,28.0,0.9924527797140795,13425620.260110024,0,0
1.0,IL15,0.11635669269168902,5880.57817905617,3/15/2019,NK,9.333333,0.21492715842798416,12936977.821720446,0,0
1.0,IL15,1.929398885362314,5849.024615033183,3/15/2019,NK,3.111,0.6210387511141251,12066293.664810129,0,0
1.0,IL15,2.587127238666689,4433.106461637912,3/15/2019,NK,1.037037,0.8519240223115782,7125354.30573737,0,0
1.0,IL15,5.274014323704067,809.7627712780732,3/15/2019,NK,0.345679,1.3960732204089998,1798454.7448224446,0,0
1.0,IL15,16.565211280476944,285.2397172110036,3/15/2019,NK,0.115226,2.8185964914401778,1759766.478887105,0,0
1.0,IL15,8.760061360247288,46.343057699627025,3/15/2019,NK,0.038409,1.893935904003174,1268705.6412250574,0,0
1.0,IL15,11.082625917465394,0.0,3/15/2019,NK,0.012803,2.5064993189415663,1620736.83132658,0,0
1.0,IL15,10.039873202176762,0.0,3/15/2019,NK,0.004268,2.14810013901695,1247378.8358369377,0,0
1.0,IL15,43.908566325030414,0.0,3/15/2019,NK,0.001423,4.484885998935081,2011411.1273154942,0,0
1.0,IL15,10.91520288867286,0.0,3/15/2019,NK,0.000474,2.628182902218802,1730477.3687951365,0,0
0.5,IL15,1.064382496279749,5960.436162551073,3/15/2019,NK,84.0,0.5311625654256175,15216922.185701374,0,0
0.5,IL15,0.12770071345292822,5750.212960685515,3/15/2019,NK,28.0,0.3826576465984484,15289790.079485122,0,0
0.5,IL15,1.599386992144428,6114.249432510327,3/15/2019,NK,9.333333,0.6158303872892575,15529181.715991255,0,0
0.5,IL15,0.4291359861113824,6201.281179215464,3/15/2019,NK,3.111,0.43472646786968544,16896790.654853012,0,0
0.5,IL15,2.60663869073516,4767.641889897004,3/15/2019,NK,1.037037,0.774595908515146,9095043.55609419,0,0
0.5,IL15,5.057747605050549,678.5985971621922,3/15/2019,NK,0.345679,1.431096228581119,1687336.0556949861,0,0
0.5,IL15,5.0483960789471425,462.49044988274863,3/15/2019,NK,0.115226,1.418409989642286,1308187.8773952897,0,0
0.5,IL15,2.6454521916509126,386.47851163735186,3/15/2019,NK,0.038409,1.1023095051490284,1165107.5610820414,0,0
0.5,IL15,5.300612472127542,419.9086066674208,3/15/2019,NK,0.012803,1.3989107175246676,1292831.044793237,0,0
0.5,IL15,9.348191232559602,414.9914214247483,3/15/2019,NK,0.004268,1.9630539785295895,1429161.7665085017,0,0
0.5,IL15,4.852206534628296,371.367084418378,3/15/2019,NK,0.001423,1.3163485389847487,1201201.5881847125,0,0
0.5,IL15,12.34268884930558,267.23472993787027,3/15/2019,NK,0.000474,2.376620391857888,1681719.6309830933,0,0
4.0,IL2,56.51154896646304,0.0,3/15/2019,CD8,84.0,5.608031454634971,2336052.732936437,0,0
4.0,IL2,29.875947802402457,172.17236389766572,3/15/2019,CD8,28.0,4.1931205268187846,3991989.1504179984,0,0
4.0,IL2,4.198271408124753,3543.7266861108174,3/15/2019,CD8,9.333333,1.753294099877775,26276351.77471721,0,0
4.0,IL2,4.657310106145349,5591.700695541436,3/15/2019,CD8,3.111,1.5565324080801832,23225365.08342259,0,0
4.0,IL2,6.257359393157106,5291.588676158733,3/15/2019,CD8,1.037037,1.8482659473803338,21729496.362857543,0,0
4.0,IL2,17.499592680420218,3501.088854620435,3/15/2019,CD8,0.345679,3.165534629822583,17746988.69303993,0,0
4.0,IL2,29.892000665425066,1414.7222981905245,3/15/2019,CD8,0.115226,4.773446504256177,10920823.7611006,0,0
4.0,IL2,45.520783504330254,759.9316400647901,3/15/2019,CD8,0.038409,5.6727930184972895,5301006.428936905,0,0
4.0,IL2,48.65773541047559,418.32498938037793,3/15/2019,CD8,0.012803,5.404875997016486,2690000.8343635458,0,0
4.0,IL2,124.42293659551936,277.1400803656445,3/15/2019,CD8,0.004268,6.7973151960035505,1351484.6721800312,0,0
4.0,IL2,146.6507232158114,289.6253441133665,3/15/2019,CD8,0.001423,7.810622932142055,1428622.4128778372,0,0
4.0,IL2,54.65758165529295,302.76264639880105,3/15/2019,CD8,0.000474,3.9094711572974385,1052807.308395367,0,0
2.0,IL2,6.7416634610197,3437.3875858469664,3/15/2019,CD8,84.0,2.0632406868548556,31481761.50237668,0,0
2.0,IL2,5.8231001230088815,7303.859489746912,3/15/2019,CD8,28.0,1.2748357854278076,34724522.02290961,0,0
2.0,IL2,2.5354135514972587,8347.354873421053,3/15/2019,CD8,9.333333,0.949367073314808,36621705.17802524,0,0
2.0,IL2,5.810795387816336,6088.5930378108305,3/15/2019,CD8,3.111,1.6014592581482319,25105038.582096335,0,0
2.0,IL2,16.422982211821182,2050.8388930480296,3/15/2019,CD8,1.037037,3.2466269397512195,9841920.15366274,0,0
2.0,IL2,25.94669495383756,986.9791498399452,3/15/2019,CD8,0.345679,4.370008874213096,8007582.610197649,0,0
2.0,IL2,33.51807432775563,516.9066572042427,3/15/2019,CD8,0.115226,5.021844801678856,5316766.859432609,0,0
2.0,IL2,76.34403350878405,258.6608138320046,3/15/2019,CD8,0.038409,6.613183601718251,2494583.9298164453,0,0
2.0,IL2,243.1153548545221,164.5855172306899,3/15/2019,CD8,0.012803,9.871339235424893,1375653.6610239216,0,0
2.0,IL2,144.70036575102847,56.374255215534276,3/15/2019,CD8,0.004268,6.877630087141463,994353.7584100091,0,0
2.0,IL2,6.317218612658433,0.0,3/15/2019,CD8,0.001423,1.1475440472224439,596453.659383876,0,0
2.0,IL2,63.30255470299356,43.66274901777706,3/15/2019,CD8,0.000474,3.753493133925228,835601.3604239326,0,0
1.0,IL2,1.9103235820573081,9582.586900623397,3/15/2019,CD8,84.0,0.7839562608913341,37604727.85308174,0,0
1.0,IL2,0.6371200260709124,9473.277079085716,3/15/2019,CD8,28.0,0.5500747517078657,36697988.46346666,0,0
1.0,IL2,1.477715152094639,9892.2695573894,3/15/2019,CD8,9.333333,0.6484356886644164,37208892.666317366,0,0
1.0,IL2,1.7073209509776053,7331.3428246535,3/15/2019,CD8,3.111,0.9777798862902161,28103479.54866787,0,0
1.0,IL2,19.658132706258147,1659.7372293742485,3/15/2019,CD8,1.037037,3.8469832474379095,15188422.360549917,0,0
1.0,IL2,20.697694306854103,748.6878222902585,3/15/2019,CD8,0.345679,4.137736133387749,8453364.683708735,0,0
1.0,IL2,52.73565081175398,311.3744575755202,3/15/2019,CD8,0.115226,5.890519493094158,4435100.06840109,0,0
1.0,IL2,45.67964537962503,194.2555466524634,3/15/2019,CD8,0.038409,4.5483453379022825,1516441.6564869273,0,0
1.0,IL2,21.113653844699947,0.0,3/15/2019,CD8,0.012803,2.412174110433001,755263.3231035286,0,0
1.0,IL2,5.546939767429185,0.0,3/15/2019,CD8,0.004268,0.9805369556337359,684462.9817160987,0,0
1.0,IL2,12.735079202963146,21.741155845798176,3/15/2019,CD8,0.001423,1.6465720424869243,769061.5738473089,0,0
1.0,IL2,12.492387824515655,0.0,3/15/2019,CD8,0.000474,1.4665366940035907,699833.0150001537,0,0
0.5,IL2,1.2206087362211058,11346.631373080798,3/15/2019,CD8,84.0,0.5879630233148824,36809351.28343288,0,0
0.5,IL2,1.0325020536040235,11274.006346998336,3/15/2019,CD8,28.0,0.5199708786015007,34182356.07923744,0,0
0.5,IL2,1.9475744536248811,10736.614334138665,3/15/2019,CD8,9.333333,0.692256096351326,34984379.97417072,0,0
0.5,IL2,2.1522630834501095,6980.392887565084,3/15/2019,CD8,3.111,1.0800696717500247,26785861.99379895,0,0
0.5,IL2,18.242249475209018,967.878660267578,3/15/2019,CD8,1.037037,3.9228271870551845,10722076.80024558,0,0
0.5,IL2,399.3008719031642,252.91566388416845,3/15/2019,CD8,0.345679,12.70678244139858,5583536.558458737,0,0
0.5,IL2,62.326022434583464,0.0,3/15/2019,CD8,0.115226,6.2847076324581,2005576.3099538877,0,0
0.5,IL2,80.53576116432836,0.0,3/15/2019,CD8,0.038409,5.164850341841206,951001.4311053494,0,0
0.5,IL2,30.64368052186432,0.0,3/15/2019,CD8,0.012803,2.1035857623496694,536622.6015896843,0,0
0.5,IL2,65.19957660665355,0.0,3/15/2019,CD8,0.004268,3.5480856018533573,603881.1766039038,0,0
0.5,IL2,5.033181735939218,0.0,3/15/2019,CD8,0.001423,0.9892942145771625,526167.0797365853,0,0
0.5,IL2,23.754656209755012,0.0,3/15/2019,CD8,0.000474,2.3862455074040185,699305.3232420267,0,0
4.0,IL15,1.255201312514874,2421.3792157741323,3/15/2019,CD8,84.0,0.8187277127438829,4514807.847221385,0,0
4.0,IL15,1.0562809705017475,2472.6891521316034,3/15/2019,CD8,28.0,0.8103756462766213,4757159.822905063,0,0
4.0,IL15,1.977673738644918,2436.604126917579,3/15/2019,CD8,9.333333,0.9140542804134414,4628654.642782799,0,0
4.0,IL15,1.424651861919723,2584.2257965888725,3/15/2019,CD8,3.111,0.8254452485111375,4813152.269462814,0,0
4.0,IL15,0.9867863228745533,2242.2928673063784,3/15/2019,CD8,1.037037,0.7997615220062305,4075486.959762926,0,0
4.0,IL15,1.6121941796817572,1204.3239061911281,3/15/2019,CD8,0.345679,1.0234074918699807,2327824.3439801363,0,0
4.0,IL15,5.053173120451634,386.8775267372648,3/15/2019,CD8,0.115226,1.430379231446579,1278803.9630406825,0,0
4.0,IL15,2.3117289918768265,0.0,3/15/2019,CD8,0.038409,0.8407495440037043,610437.6937367897,0,0
4.0,IL15,0.5522014569250171,0.0,3/15/2019,CD8,0.012803,0.5026843002653995,499459.3203720257,0,0
4.0,IL15,3.3955453043466877,0.0,3/15/2019,CD8,0.004268,0.8682549179830705,616032.5996897426,0,0
4.0,IL15,0.44619913412512036,0.0,3/15/2019,CD8,0.001423,0.4658819858615966,527674.6046384948,0,0
4.0,IL15,0.17722228061473544,0.0,3/15/2019,CD8,0.000474,0.32761485234906745,592922.2067221816,0,0
2.0,IL15,0.9780835251781248,8633.90098283443,3/15/2019,CD8,84.0,0.6902688085191075,37093287.96252303,0,0
2.0,IL15,8.287032190948041,8845.270893267498,3/15/2019,CD8,28.0,3.1094480135791094,249770121.41281968,0,0
2.0,IL15,1.4104075937330158,8894.575365332828,3/15/2019,CD8,9.333333,0.6782117234654086,37312767.46007784,0,0
2.0,IL15,1.4946979737852635,8241.600622203143,3/15/2019,CD8,3.111,0.7160887988376856,32219077.588671595,0,0
2.0,IL15,2.264502572591181,5352.108934901504,3/15/2019,CD8,1.037037,1.0957704963172787,17665563.014811143,0,0
2.0,IL15,11.705573822429026,1187.8834945537592,3/15/2019,CD8,0.345679,2.313755818125295,2881639.5770104337,0,0
2.0,IL15,14.021630600850951,373.4049771056052,3/15/2019,CD8,0.115226,1.8091356583071045,913442.3960082538,0,0
2.0,IL15,7.038283370112852,250.627072893971,3/15/2019,CD8,0.038409,1.1943276108197134,753727.2699721623,0,0
2.0,IL15,51.620965761235546,45.88012069528145,3/15/2019,CD8,0.012803,3.6511075987042236,801007.626926312,0,0
2.0,IL15,11.646855828050622,123.08018870664614,3/15/2019,CD8,0.004268,1.3124503216458023,703286.9570736698,0,0
2.0,IL15,14.212234938846834,33.030462559761645,3/15/2019,CD8,0.001423,1.4198368051456904,670402.8212617546,0,0
2.0,IL15,8.233472445386557,260.3782443188986,3/15/2019,CD8,0.000474,1.0913782205193885,817339.5867663916,0,0
1.0,IL15,1.8931399570704466,9781.678555886323,3/15/2019,CD8,84.0,0.6791659587240587,34663483.534671575,0,0
1.0,IL15,0.8678026510177967,9905.642739303139,3/15/2019,CD8,28.0,0.5502745772160748,34765993.41540761,0,0
1.0,IL15,1.9723400129287842,10048.7904219532,3/15/2019,CD8,9.333333,0.6133118308132995,35235558.853238866,0,0
1.0,IL15,1.0913222943242955,9487.546834584111,3/15/2019,CD8,3.111,0.6288562820866294,31175805.67127818,0,0
1.0,IL15,2.2264805956786367,4533.875310688574,3/15/2019,CD8,1.037037,1.1079900693766054,11710193.177002063,0,0
1.0,IL15,5.8127164827408215,1032.430962527163,3/15/2019,CD8,0.345679,1.7998909141161055,2411404.3015705766,0,0
1.0,IL15,2.111801850459523,154.49429416963198,3/15/2019,CD8,0.115226,0.8069851931716094,636186.450385189,0,0
1.0,IL15,2.5746158737481544,64.52622408321804,3/15/2019,CD8,0.038409,0.838503601422479,589826.9312646323,0,0
1.0,IL15,0.47011299167911647,0.0,3/15/2019,CD8,0.012803,0.4682840268253388,487205.6727923152,0,0
1.0,IL15,5.584018248015106,0.0,3/15/2019,CD8,0.004268,0.9184292641792161,489247.28722538747,0,0
1.0,IL15,282.00292873785247,0.0,3/15/2019,CD8,0.001423,8.322287983550655,569487.3988903993,0,0
1.0,IL15,5.965733397942694,0.0,3/15/2019,CD8,0.000474,0.9245079988352224,481199.377477919,0,0
0.5,IL15,3.4922595315005074,12900.670762873226,3/15/2019,CD8,84.0,0.8133055886251277,43305496.208214425,0,0
0.5,IL15,0.8707676366246844,12994.443465297758,3/15/2019,CD8,28.0,0.5036058066595913,41383226.20229437,0,0
0.5,IL15,2.0616708256061775,12737.237403857389,3/15/2019,CD8,9.333333,0.711301453897308,39972534.922808886,0,0
0.5,IL15,0.5880308503171672,12903.615055017743,3/15/2019,CD8,3.111,0.365232992519597,38407876.93126672,0,0
0.5,IL15,1.5227148842006324,7625.376475958954,3/15/2019,CD8,1.037037,0.9220944884521074,22716594.240201004,0,0
0.5,IL15,10.087507401363203,798.4136089711105,3/15/2019,CD8,0.345679,2.0643528955623913,1910863.4644807316,0,0
0.5,IL15,1.085925424709326,398.3252351171318,3/15/2019,CD8,0.115226,0.6582963532965428,753900.3163796588,0,0
0.5,IL15,17.927785465828737,305.56229403474913,3/15/2019,CD8,0.038409,1.855926819232418,779671.2181828588,0,0
0.5,IL15,1.195200603912637,295.31518195631224,3/15/2019,CD8,0.012803,0.605259980500378,676707.5174340748,0,0
0.5,IL15,2.518765482981462,310.35399079491845,3/15/2019,CD8,0.004268,0.7153987634622769,652519.2879320381,0,0
0.5,IL15,1.2208552985380985,261.07297956194316,3/15/2019,CD8,0.001423,0.5743584472384129,657781.3578763228,0,0
0.5,IL15,2.491057546722822,177.5448394846419,3/15/2019,CD8,0.000474,0.843307608000474,654979.9308566852,0,0
4.0,IL2,12.074906306300612,22.31865620823646,3/15/2019,NKBright,84.0,2.2613329098782726,2222391.6546225892,0,0
4.0,IL2,9.195281623313516,118.2150475355379,3/15/2019,NKBright,28.0,2.303790617621453,3239372.816068854,0,0
4.0,IL2,5.115311520449595,1900.7146512875856,3/15/2019,NKBright,9.333333,1.79354287775094,10516889.772777252,0,0
4.0,IL2,3.5332578295940245,3966.286817157052,3/15/2019,NKBright,3.111,1.2282251269885014,7959995.427988561,0,0
4.0,IL2,2.491475530464789,5359.750017300123,3/15/2019,NKBright,1.037037,1.2395669894271368,10743551.960324889,0,0
4.0,IL2,1.0354612951811593,5488.682851095768,3/15/2019,NKBright,0.345679,1.0930100308361894,13140010.285248373,0,0
4.0,IL2,1.356664564590952,3193.772968974778,3/15/2019,NKBright,0.115226,1.0989179931848396,9237386.583590165,0,0
4.0,IL2,1.9859915212402788,2397.162092499458,3/15/2019,NKBright,0.038409,1.3470501230735035,7321003.399839903,0,0
4.0,IL2,3.785827732966597,1699.569958050531,3/15/2019,NKBright,0.012803,1.7753318978884571,8442195.375600087,0,0
4.0,IL2,5.557103622011784,887.4211191646896,3/15/2019,NKBright,0.004268,1.6801022628938431,3635970.9605670357,0,0
4.0,IL2,48.10291938215676,597.0074525018226,3/15/2019,NKBright,0.001423,5.672121759824713,5023267.561259433,0,0
4.0,IL2,-0.5190849072992179,350.83714121871844,3/15/2019,NKBright,0.000474,0.10127748102665934,1253898.7543312884,0,0
2.0,IL2,3.6034855062824196,2247.9783662812147,3/15/2019,NKBright,84.0,1.6007703512264495,12821812.996491896,0,0
2.0,IL2,1.4159256554111925,5718.334773898361,3/15/2019,NKBright,28.0,0.9650570232240971,12236796.439835748,0,0
2.0,IL2,2.310804218863993,8415.313608031429,3/15/2019,NKBright,9.333333,1.1017239046858895,20995886.18445493,0,0
2.0,IL2,0.8534022115321838,7261.72463853201,3/15/2019,NKBright,3.111,0.8919649341034496,19754664.234524958,0,0
2.0,IL2,0.8357132020955023,4665.728764146963,3/15/2019,NKBright,1.037037,1.0313801641356157,11719320.824697012,0,0
2.0,IL2,1.2082249235394125,3749.683555137242,3/15/2019,NKBright,0.345679,1.0641434677057522,12568777.909940695,0,0
2.0,IL2,2.2133254023494064,2536.346078224012,3/15/2019,NKBright,0.115226,1.551356240436252,12923116.934382757,0,0
2.0,IL2,0.5156012456365904,2000.5038761989913,3/15/2019,NKBright,0.038409,1.054760825793215,7573356.845117186,0,0
2.0,IL2,13.921517523560766,618.118094863054,3/15/2019,NKBright,0.012803,2.754630333522785,3362609.0632053246,0,0
2.0,IL2,2.3401146211922406,61.435384677652564,3/15/2019,NKBright,0.004268,0.9381674332434246,1409732.4800361467,0,0
2.0,IL2,1.178789609285018,0.0,3/15/2019,NKBright,0.001423,0.7050393030721027,1519574.3638472129,0,0
2.0,IL2,1.9277717265466254,0.0,3/15/2019,NKBright,0.000474,0.8012670753303165,1630809.365601762,0,0
1.0,IL2,3.7175127981470464,9233.301429317717,3/15/2019,NKBright,84.0,0.9958335734063599,22981640.65260728,0,0
1.0,IL2,0.22360529133544116,9927.492334612749,3/15/2019,NKBright,28.0,0.3502956293491264,19620031.601122603,0,0
1.0,IL2,10.20835986436165,10067.595457905296,3/15/2019,NKBright,9.333333,2.132038336824765,38704247.92550166,0,0
1.0,IL2,-0.28297714882365677,8603.622850348524,3/15/2019,NKBright,3.111,0.5252601805312129,19671554.529376738,0,0
1.0,IL2,4.220376167717536,5959.7774794815705,3/15/2019,NKBright,1.037037,1.6814907392526752,33179965.990851115,0,0
1.0,IL2,-0.05307207282222537,4768.130875353752,3/15/2019,NKBright,0.345679,0.920562671276286,22125869.90339171,0,0
1.0,IL2,2.5505904399492723,2633.208133435264,3/15/2019,NKBright,0.115226,1.4475952237149619,10972893.232216872,0,0
1.0,IL2,7.116897216886004,1487.9571036227903,3/15/2019,NKBright,0.038409,2.083078957145665,6023153.4325310225,0,0
1.0,IL2,4.544357388589701,360.0087843046972,3/15/2019,NKBright,0.012803,1.5742774539609103,2492102.2783449963,0,0
1.0,IL2,0.8278536996872452,0.0,3/15/2019,NKBright,0.004268,0.5642670214815589,1401574.2455369877,0,0
1.0,IL2,5.812031873385786,183.11861221666913,3/15/2019,NKBright,0.001423,1.181990151052875,2024965.1633667408,0,0
1.0,IL2,-0.2794901722011329,0.0,3/15/2019,NKBright,0.000474,0.3013703128348587,1361972.4223205931,0,0
0.5,IL2,1.1089780905920144,8517.628080730467,3/15/2019,NKBright,84.0,1.1077666396032213,18460226.66112299,0,0
0.5,IL2,0.10397264701216491,8955.828122814468,3/15/2019,NKBright,28.0,0.5280704040586769,16195361.840059059,0,0
0.5,IL2,0.95653532856281,8907.31947228303,3/15/2019,NKBright,9.333333,0.7210573019442427,16474143.615305342,0,0
0.5,IL2,3.4011233907224456,7314.743466383834,3/15/2019,NKBright,3.111,1.2288889948725574,19267615.865865894,0,0
0.5,IL2,1.5623872524771043,3901.67790616558,3/15/2019,NKBright,1.037037,1.3963994246819529,22194983.211496014,0,0
0.5,IL2,0.879062198964558,2543.835674009251,3/15/2019,NKBright,0.345679,1.264121684091444,13217574.849757202,0,0
0.5,IL2,5.7434783208895155,1531.6406566939222,3/15/2019,NKBright,0.115226,2.2053943011964265,10477915.455358118,0,0
0.5,IL2,4.072432498541589,831.329039709316,3/15/2019,NKBright,0.038409,1.7021186060932092,4019457.1164335357,0,0
0.5,IL2,-0.11863423114089233,0.0,3/15/2019,NKBright,0.012803,0.37421758134333216,1075426.5393688746,0,0
0.5,IL2,0.7447110992615191,0.0,3/15/2019,NKBright,0.004268,0.6674818388497757,1208916.5158837154,0,0
0.5,IL2,-0.7487942667631109,0.0,3/15/2019,NKBright,0.001423,0.3096773702668356,1202389.677828419,0,0
0.5,IL2,10.260492951100343,0.0,3/15/2019,NKBright,0.000474,1.9422597263603674,1485714.102189173,0,0
4.0,IL15,-0.4008232762265602,2337.077842634116,3/15/2019,NKBright,84.0,0.33317354848649094,3889033.4162701988,0,0
4.0,IL15,-0.5252879958459151,2517.017709376492,3/15/2019,NKBright,28.0,0.2114906968906005,3268236.8420067467,0,0
4.0,IL15,0.04888796329676515,2415.2055141416945,3/15/2019,NKBright,9.333333,0.3767222689058467,3446461.46438086,0,0
4.0,IL15,0.4033838979073594,2571.007200544183,3/15/2019,NKBright,3.111,0.5882817762527595,3344023.54081501,0,0
4.0,IL15,-0.3449980023164758,2174.912156865897,3/15/2019,NKBright,1.037037,0.21389231490947824,3069522.201525257,0,0
4.0,IL15,-0.5929966829311684,2017.7994307413655,3/15/2019,NKBright,0.345679,0.30313585974776225,2556229.976540022,0,0
4.0,IL15,-0.1287955970542316,810.8847752501151,3/15/2019,NKBright,0.115226,0.5193971509678402,2152824.1706622294,0,0
4.0,IL15,-0.5734450018064039,90.04688668814151,3/15/2019,NKBright,0.038409,0.33706413413062997,1297032.2292494804,0,0
4.0,IL15,-0.48784541541644444,0.0,3/15/2019,NKBright,0.012803,0.17539847843052656,950713.7832649502,0,0
4.0,IL15,-0.531965683846849,0.0,3/15/2019,NKBright,0.004268,0.13180978493978876,1033861.9379434068,0,0
4.0,IL15,-0.07271081078261998,0.0,3/15/2019,NKBright,0.001423,0.42366553424636694,1135502.4094647325,0,0
4.0,IL15,0.41343827805094335,0.0,3/15/2019,NKBright,0.000474,0.6112289222699943,1186227.0449020294,0,0
2.0,IL15,-0.21161306591132867,9324.145785446111,3/15/2019,NKBright,84.0,0.2145475899849058,19303232.861589767,0,0
