Dose,Bin,Time,Mean,Date,NumCells,Cell,Ligand,Bivalent
28.0,2,1.0,6757.673,11/8/2019,2282,Thelper,WT N-term,0
28.0,3,1.0,11591.096,11/8/2019,3758,Thelper,WT N-term,0
9.333333,1,1.0,1224.688,11/8/2019,1829,Thelper,WT N-term,0
9.333333,2,1.0,2167.3535,11/8/2019,2757,Thelper,WT N-term,0
9.333333,3,1.0,9204.591,11/8/2019,4757,Thelper,WT N-term,0
3.111,1,1.0,1176.8657,11/8/2019,1802,Thelper,WT N-term,0
3.111,2,1.0,2286.4497,11/8/2019,2445,Thelper,WT N-term,0
3.111,3,1.0,9023.18,11/8/2019,3837,Thelper,WT N-term,0
1.037037,1,1.0,353.5254,11/8/2019,1721,Thelper,WT N-term,0
1.037037,2,1.0,576.33325,11/8/2019,2760,Thelper,WT N-term,0
1.037037,3,1.0,3108.2349,11/8/2019,5013,Thelper,WT N-term,0
0.345679,1,1.0,363.6194,11/8/2019,2189,Thelper,WT N-term,0
0.345679,2,1.0,439.67236,11/8/2019,3089,Thelper,WT N-term,0
0.345679,3,1.0,1045.7441,11/8/2019,5647,Thelper,WT N-term,0
0.115226,1,1.0,107.346436,11/8/2019,2246,Thelper,WT N-term,0
0.115226,2,1.0,132.24658,11/8/2019,3513,Thelper,WT N-term,0
0.115226,3,1.0,0.0,11/8/2019,6419,Thelper,WT N-term,0
0.038409,1,1.0,181.56909,11/8/2019,2221,Thelper,WT N-term,0
0.038409,2,1.0,197.5354,11/8/2019,3317,Thelper,WT N-term,0
0.038409,3,1.0,0.0,11/8/2019,5442,Thelper,WT N-term,0
0.012803,1,1.0,194.44922,11/8/2019,2283,Thelper,WT N-term,0
0.012803,2,1.0,153.2727,11/8/2019,3277,Thelper,WT N-term,0
0.012803,3,1.0,0.0,11/8/2019,6032,Thelper,WT N-term,0
0.004268,1,1.0,36.1333,11/8/2019,1950,Thelper,WT N-term,0
0.004268,2,1.0,111.86548,11/8/2019,3485,Thelper,WT N-term,0
0.004268,3,1.0,0.0,11/8/2019,6498,Thelper,WT N-term,0
0.001423,1,1.0,173.42334,11/8/2019,2370,Thelper,WT N-term,0
0.001423,2,1.0,232.09131,11/8/2019,3922,Thelper,WT N-term,0
0.001423,3,1.0,0.0,11/8/2019,7244,Thelper,WT N-term,0
0.000474,1,1.0,136.05103,11/8/2019,2226,Thelper,WT N-term,0
0.000474,2,1.0,183.86255,11/8/2019,3509,Thelper,WT N-term,0
0.000474,3,1.0,0.0,11/8/2019,6993,Thelper,WT N-term,0
84.0,1,0.5,10473.15,11/8/2019,2012,Thelper,WT N-term,0
84.0,2,0.5,9943.36,11/8/2019,3219,Thelper,WT N-term,0
84.0,3,0.5,15596.729,11/8/2019,4869,Thelper,WT N-term,0
28.0,1,0.5,7689.3926,11/8/2019,1797,Thelper,WT N-term,0
28.0,2,0.5,7500.873,11/8/2019,2570,Thelper,WT N-term,0
28.0,3,0.5,15534.549,11/8/2019,4664,Thelper,WT N-term,0
9.333333,1,0.5,1266.2178,11/8/2019,1733,Thelper,WT N-term,0
9.333333,2,0.5,2187.3408,11/8/2019,2689,Thelper,WT N-term,0
9.333333,3,0.5,10145.862,11/8/2019,4570,Thelper,WT N-term,0
3.111,1,0.5,1072.1187,11/8/2019,1832,Thelper,WT N-term,0
3.111,2,0.5,1555.7085,11/8/2019,2934,Thelper,WT N-term,0
3.111,3,0.5,7722.0527,11/8/2019,4858,Thelper,WT N-term,0
1.037037,1,0.5,299.14648,11/8/2019,1975,Thelper,WT N-term,0
1.037037,2,0.5,322.4231,11/8/2019,3057,Thelper,WT N-term,0
1.037037,3,0.5,1256.8755,11/8/2019,5373,Thelper,WT N-term,0
0.345679,1,0.5,511.96216,11/8/2019,2152,Thelper,WT N-term,0
0.345679,2,0.5,633.0288,11/8/2019,3276,Thelper,WT N-term,0
0.345679,3,0.5,1935.3052,11/8/2019,5688,Thelper,WT N-term,0
0.115226,1,0.5,29.703613,11/8/2019,2102,Thelper,WT N-term,0
0.115226,2,0.5,50.916992,11/8/2019,3737,Thelper,WT N-term,0
0.115226,3,0.5,0.0,11/8/2019,6089,Thelper,WT N-term,0
0.038409,1,0.5,226.48975,11/8/2019,2096,Thelper,WT N-term,0
0.038409,2,0.5,158.3479,11/8/2019,3640,Thelper,WT N-term,0
0.038409,3,0.5,0.0,11/8/2019,5445,Thelper,WT N-term,0
0.012803,1,0.5,342.59448,11/8/2019,2017,Thelper,WT N-term,0
0.012803,2,0.5,255.20825,11/8/2019,3080,Thelper,WT N-term,0
0.012803,3,0.5,0.0,11/8/2019,4832,Thelper,WT N-term,0
0.004268,1,0.5,334.27466,11/8/2019,2082,Thelper,WT N-term,0
0.004268,2,0.5,260.11084,11/8/2019,3594,Thelper,WT N-term,0
0.004268,3,0.5,0.0,11/8/2019,5330,Thelper,WT N-term,0
0.001423,1,0.5,233.56738,11/8/2019,1968,Thelper,WT N-term,0
0.001423,2,0.5,234.39648,11/8/2019,3362,Thelper,WT N-term,0
0.001423,3,0.5,0.0,11/8/2019,5054,Thelper,WT N-term,0
0.000474,1,0.5,135.09082,11/8/2019,1738,Thelper,WT N-term,0
0.000474,2,0.5,118.01123,11/8/2019,3381,Thelper,WT N-term,0
0.000474,3,0.5,0.0,11/8/2019,5319,Thelper,WT N-term,0
84.0,1,4.0,8927.366,11/8/2019,1709,Thelper,WT N-term,1
84.0,2,4.0,7823.67,11/8/2019,2569,Thelper,WT N-term,1
84.0,3,4.0,12883.173,11/8/2019,4045,Thelper,WT N-term,1
28.0,1,4.0,7383.1953,11/8/2019,1982,Thelper,WT N-term,1
28.0,2,4.0,6297.6797,11/8/2019,2928,Thelper,WT N-term,1
28.0,3,4.0,10468.073,11/8/2019,5014,Thelper,WT N-term,1
9.333333,1,4.0,6085.1855,11/8/2019,1739,Thelper,WT N-term,1
9.333333,2,4.0,5354.333,11/8/2019,2700,Thelper,WT N-term,1
9.333333,3,4.0,9037.323,11/8/2019,4627,Thelper,WT N-term,1
3.111,1,4.0,3737.9587,11/8/2019,1843,Thelper,WT N-term,1
3.111,2,4.0,3797.697,11/8/2019,2791,Thelper,WT N-term,1
3.111,3,4.0,7741.0146,11/8/2019,4804,Thelper,WT N-term,1
1.037037,1,4.0,1239.6443,11/8/2019,1847,Thelper,WT N-term,1
1.037037,2,4.0,1515.115,11/8/2019,3374,Thelper,WT N-term,1
1.037037,3,4.0,5090.164,11/8/2019,5658,Thelper,WT N-term,1
0.345679,1,4.0,1123.6702,11/8/2019,2117,Thelper,WT N-term,1
0.345679,2,4.0,1574.3118,11/8/2019,3130,Thelper,WT N-term,1
0.345679,3,4.0,6627.1953,11/8/2019,5431,Thelper,WT N-term,1
0.115226,1,4.0,191.75977,11/8/2019,2182,Thelper,WT N-term,1
0.115226,2,4.0,728.8508,11/8/2019,3715,Thelper,WT N-term,1
0.115226,3,4.0,5131.295,11/8/2019,6200,Thelper,WT N-term,1
0.038409,1,4.0,428.99268,11/8/2019,1675,Thelper,WT N-term,1
0.038409,2,4.0,1101.6072,11/8/2019,2546,Thelper,WT N-term,1
0.038409,3,4.0,5855.036,11/8/2019,4274,Thelper,WT N-term,1
0.012803,1,4.0,390.0044,11/8/2019,1960,Thelper,WT N-term,1
0.012803,2,4.0,503.5183,11/8/2019,3325,Thelper,WT N-term,1
0.012803,3,4.0,3019.4387,11/8/2019,5450,Thelper,WT N-term,1
0.004268,1,4.0,237.48364,11/8/2019,2069,Thelper,WT N-term,1
0.004268,2,4.0,230.09326,11/8/2019,3203,Thelper,WT N-term,1
0.004268,3,4.0,737.2849,11/8/2019,4900,Thelper,WT N-term,1
0.001423,1,4.0,222.97119,11/8/2019,1699,Thelper,WT N-term,1
0.001423,2,4.0,173.19312,11/8/2019,2759,Thelper,WT N-term,1
0.001423,3,4.0,0.0,11/8/2019,4547,Thelper,WT N-term,1
0.000474,1,4.0,0.0,11/8/2019,1876,Thelper,WT N-term,1
0.000474,2,4.0,0.0,11/8/2019,3151,Thelper,WT N-term,1
0.000474,3,4.0,0.0,11/8/2019,5424,Thelper,WT N-term,1
84.0,1,2.0,8180.8984,11/8/2019,1763,Thelper,WT N-term,1
84.0,2,2.0,6688.8223,11/8/2019,2678,Thelper,WT N-term,1
84.0,3,2.0,10323.435,11/8/2019,3910,Thelper,WT N-term,1
28.0,1,2.0,7565.1924,11/8/2019,2038,Thelper,WT N-term,1
28.0,2,2.0,6063.2695,11/8/2019,3057,Thelper,WT N-term,1
28.0,3,2.0,9237.643,11/8/2019,4254,Thelper,WT N-term,1
9.333333,1,2.0,3607.214,11/8/2019,1832,Thelper,WT N-term,1
9.333333,2,2.0,3273.2742,11/8/2019,2859,Thelper,WT N-term,1
9.333333,3,2.0,7215.7285,11/8/2019,3927,Thelper,WT N-term,1
3.111,1,2.0,1370.7751,11/8/2019,2063,Thelper,WT N-term,1
3.111,2,2.0,1859.2258,11/8/2019,3125,Thelper,WT N-term,1
3.111,3,2.0,5913.6934,11/8/2019,4640,Thelper,WT N-term,1
1.037037,1,2.0,503.00586,11/8/2019,1848,Thelper,WT N-term,1
1.037037,2,2.0,824.3208,11/8/2019,3039,Thelper,WT N-term,1
1.037037,3,2.0,4553.326,11/8/2019,5175,Thelper,WT N-term,1
0.345679,1,2.0,866.3784,11/8/2019,2201,Thelper,WT N-term,1
0.345679,2,2.0,1867.7937,11/8/2019,3185,Thelper,WT N-term,1
0.345679,3,2.0,6587.5703,11/8/2019,4417,Thelper,WT N-term,1
0.115226,1,2.0,152.70068,11/8/2019,2086,Thelper,WT N-term,1
0.115226,2,2.0,675.9966,11/8/2019,3196,Thelper,WT N-term,1
0.115226,3,2.0,3613.535,11/8/2019,5664,Thelper,WT N-term,1
0.038409,1,2.0,176.07373,11/8/2019,1987,Thelper,WT N-term,1
0.038409,2,2.0,254.57861,11/8/2019,3399,Thelper,WT N-term,1
0.038409,3,2.0,1493.8518,11/8/2019,5679,Thelper,WT N-term,1
0.012803,1,2.0,137.87427,11/8/2019,1955,Thelper,WT N-term,1
0.012803,2,2.0,207.6106,11/8/2019,3388,Thelper,WT N-term,1
0.012803,3,2.0,216.59521,11/8/2019,5438,Thelper,WT N-term,1
0.004268,1,2.0,284.6582,11/8/2019,1918,Thelper,WT N-term,1
0.004268,2,2.0,184.43066,11/8/2019,2987,Thelper,WT N-term,1
0.004268,3,2.0,0.0,11/8/2019,4232,Thelper,WT N-term,1
0.001423,1,2.0,47.132812,11/8/2019,1908,Thelper,WT N-term,1
0.001423,2,2.0,54.86792,11/8/2019,3233,Thelper,WT N-term,1
0.001423,3,2.0,0.0,11/8/2019,5017,Thelper,WT N-term,1
0.000474,1,2.0,0.0,11/8/2019,1717,Thelper,WT N-term,1
0.000474,2,2.0,0.0,11/8/2019,3063,Thelper,WT N-term,1
0.000474,3,2.0,0.0,11/8/2019,5058,Thelper,WT N-term,1
84.0,1,1.0,10447.244,11/8/2019,1723,Thelper,WT N-term,1
84.0,2,1.0,8890.641,11/8/2019,2495,Thelper,WT N-term,1
84.0,3,1.0,11684.028,11/8/2019,3716,Thelper,WT N-term,1
28.0,1,1.0,10118.33,11/8/2019,1500,Thelper,WT N-term,1
28.0,2,1.0,7581.119,11/8/2019,2298,Thelper,WT N-term,1
28.0,3,1.0,10821.879,11/8/2019,3495,Thelper,WT N-term,1
9.333333,1,1.0,4602.5596,11/8/2019,1574,Thelper,WT N-term,1
9.333333,2,1.0,4444.955,11/8/2019,2365,Thelper,WT N-term,1
9.333333,3,1.0,9680.846,11/8/2019,3559,Thelper,WT N-term,1
3.111,1,1.0,1363.1858,11/8/2019,1848,Thelper,WT N-term,1
3.111,2,1.0,2604.1716,11/8/2019,2541,Thelper,WT N-term,1
3.111,3,1.0,8290.486,11/8/2019,4072,Thelper,WT N-term,1
1.037037,1,1.0,571.78906,11/8/2019,2005,Thelper,WT N-term,1
1.037037,2,1.0,1587.1819,11/8/2019,3180,Thelper,WT N-term,1
1.037037,3,1.0,5925.3086,11/8/2019,5136,Thelper,WT N-term,1
0.345679,1,1.0,1046.4612,11/8/2019,1740,Thelper,WT N-term,1
0.345679,2,1.0,2262.118,11/8/2019,2611,Thelper,WT N-term,1
0.345679,3,1.0,9023.376,11/8/2019,4265,Thelper,WT N-term,1
0.115226,1,1.0,51.64746,11/8/2019,1812,Thelper,WT N-term,1
0.115226,2,1.0,489.91675,11/8/2019,3046,Thelper,WT N-term,1
0.115226,3,1.0,3441.256,11/8/2019,5184,Thelper,WT N-term,1
0.038409,1,1.0,303.59546,11/8/2019,1809,Thelper,WT N-term,1
0.038409,2,1.0,422.44165,11/8/2019,2746,Thelper,WT N-term,1
0.038409,3,1.0,1815.7688,11/8/2019,4375,Thelper,WT N-term,1
0.012803,1,1.0,174.2666,11/8/2019,1955,Thelper,WT N-term,1
0.012803,2,1.0,110.29126,11/8/2019,3250,Thelper,WT N-term,1
0.012803,3,1.0,165.67041,11/8/2019,4882,Thelper,WT N-term,1
0.004268,1,1.0,142.30127,11/8/2019,1779,Thelper,WT N-term,1
0.004268,2,1.0,63.73755,11/8/2019,2884,Thelper,WT N-term,1
0.004268,3,1.0,0.0,11/8/2019,4769,Thelper,WT N-term,1
0.001423,1,1.0,235.92847,11/8/2019,1745,Thelper,WT N-term,1
0.001423,2,1.0,192.36475,11/8/2019,2887,Thelper,WT N-term,1
0.001423,3,1.0,0.0,11/8/2019,4542,Thelper,WT N-term,1
0.000474,1,1.0,150.92041,11/8/2019,1997,Thelper,WT N-term,1
0.000474,2,1.0,69.69141,11/8/2019,3244,Thelper,WT N-term,1
0.000474,3,1.0,0.0,11/8/2019,5197,Thelper,WT N-term,1
84.0,1,0.5,13575.325,11/8/2019,1796,Thelper,WT N-term,1
84.0,2,0.5,12044.478,11/8/2019,2334,Thelper,WT N-term,1
84.0,3,0.5,18175.695,11/8/2019,4005,Thelper,WT N-term,1
28.0,1,0.5,10979.174,11/8/2019,1431,Thelper,WT N-term,1
28.0,2,0.5,10480.797,11/8/2019,2106,Thelper,WT N-term,1
28.0,3,0.5,18417.484,11/8/2019,3290,Thelper,WT N-term,1
9.333333,1,0.5,5098.126,11/8/2019,1944,Thelper,WT N-term,1
9.333333,2,0.5,5743.135,11/8/2019,2507,Thelper,WT N-term,1
9.333333,3,0.5,14616.188,11/8/2019,4251,Thelper,WT N-term,1
3.111,1,0.5,2266.2058,11/8/2019,1854,Thelper,WT N-term,1
3.111,2,0.5,4139.259,11/8/2019,2699,Thelper,WT N-term,1
3.111,3,0.5,15272.386,11/8/2019,4244,Thelper,WT N-term,1
1.037037,1,0.5,1552.0193,11/8/2019,2011,Thelper,WT N-term,1
1.037037,2,0.5,3094.4036,11/8/2019,2696,Thelper,WT N-term,1
1.037037,3,0.5,12428.7,11/8/2019,4864,Thelper,WT N-term,1
0.345679,1,0.5,1037.1477,11/8/2019,1972,Thelper,WT N-term,1
0.345679,2,0.5,2160.2292,11/8/2019,2845,Thelper,WT N-term,1
0.345679,3,0.5,11055.389,11/8/2019,5057,Thelper,WT N-term,1
0.115226,1,0.5,342.86353,11/8/2019,2031,Thelper,WT N-term,1
0.115226,2,0.5,419.76978,11/8/2019,2636,Thelper,WT N-term,1
0.115226,3,0.5,2024.4368,11/8/2019,4854,Thelper,WT N-term,1
0.038409,1,0.5,362.9912,11/8/2019,1606,Thelper,WT N-term,1
0.038409,2,0.5,327.59277,11/8/2019,2173,Thelper,WT N-term,1
0.038409,3,0.5,492.06787,11/8/2019,3883,Thelper,WT N-term,1
0.012803,1,0.5,211.60767,11/8/2019,2012,Thelper,WT N-term,1
0.012803,2,0.5,98.75513,11/8/2019,2837,Thelper,WT N-term,1
0.012803,3,0.5,0.0,11/8/2019,4803,Thelper,WT N-term,1
0.004268,1,0.5,191.7583,11/8/2019,1761,Thelper,WT N-term,1
0.004268,2,0.5,148.71729,11/8/2019,2553,Thelper,WT N-term,1
0.004268,3,0.5,0.0,11/8/2019,4180,Thelper,WT N-term,1
0.001423,1,0.5,240.49121,11/8/2019,1702,Thelper,WT N-term,1
0.001423,2,0.5,206.8872,11/8/2019,2634,Thelper,WT N-term,1
0.001423,3,0.5,0.0,11/8/2019,4179,Thelper,WT N-term,1
0.000474,1,0.5,256.43872,11/8/2019,1460,Thelper,WT N-term,1
0.000474,2,0.5,261.01636,11/8/2019,2228,Thelper,WT N-term,1
0.000474,3,0.5,0.0,11/8/2019,3753,Thelper,WT N-term,1
84.0,1,4.0,7649.7627,11/8/2019,401,Treg,H16N N-term,0
84.0,2,4.0,17372.438,11/8/2019,456,Treg,H16N N-term,0
84.0,3,4.0,27344.332,11/8/2019,221,Treg,H16N N-term,0
28.0,1,4.0,5075.198,11/8/2019,356,Treg,H16N N-term,0
28.0,2,4.0,16517.238,11/8/2019,498,Treg,H16N N-term,0
28.0,3,4.0,26529.148,11/8/2019,196,Treg,H16N N-term,0
9.333333,1,4.0,5213.4795,11/8/2019,416,Treg,H16N N-term,0
9.333333,2,4.0,15821.78,11/8/2019,495,Treg,H16N N-term,0
9.333333,3,4.0,25315.5,11/8/2019,198,Treg,H16N N-term,0
3.111,1,4.0,3332.4795,11/8/2019,429,Treg,H16N N-term,0
3.111,2,4.0,14438.388,11/8/2019,528,Treg,H16N N-term,0
3.111,3,4.0,25142.691,11/8/2019,243,Treg,H16N N-term,0
1.037037,1,4.0,4552.218,11/8/2019,334,Treg,H16N N-term,0
1.037037,2,4.0,15579.374,11/8/2019,338,Treg,H16N N-term,0
1.037037,3,4.0,25562.578,11/8/2019,149,Treg,H16N N-term,0
0.345679,1,4.0,2660.4268,11/8/2019,380,Treg,H16N N-term,0
0.345679,2,4.0,11155.751,11/8/2019,441,Treg,H16N N-term,0
0.345679,3,4.0,23336.805,11/8/2019,175,Treg,H16N N-term,0
0.115226,1,4.0,1418.331,11/8/2019,264,Treg,H16N N-term,0
0.115226,2,4.0,8382.247,11/8/2019,321,Treg,H16N N-term,0
0.115226,3,4.0,20239.469,11/8/2019,154,Treg,H16N N-term,0
0.038409,1,4.0,604.6885,11/8/2019,293,Treg,H16N N-term,0
0.038409,2,4.0,7715.3916,11/8/2019,329,Treg,H16N N-term,0
0.038409,3,4.0,15691.155,11/8/2019,151,Treg,H16N N-term,0
0.012803,1,4.0,0.0,11/8/2019,298,Treg,H16N N-term,0
0.012803,2,4.0,3661.378,11/8/2019,310,Treg,H16N N-term,0
0.012803,3,4.0,11308.112,11/8/2019,117,Treg,H16N N-term,0
0.004268,1,4.0,0.0,11/8/2019,303,Treg,H16N N-term,0
0.004268,2,4.0,107.15723,11/8/2019,399,Treg,H16N N-term,0
0.004268,3,4.0,6641.4326,11/8/2019,135,Treg,H16N N-term,0
0.001423,1,4.0,0.0,11/8/2019,281,Treg,H16N N-term,0
0.001423,2,4.0,1705.9111,11/8/2019,353,Treg,H16N N-term,0
0.001423,3,4.0,7637.663,11/8/2019,134,Treg,H16N N-term,0
0.000474,1,4.0,0.0,11/8/2019,162,Treg,H16N N-term,0
0.000474,2,4.0,0.0,11/8/2019,225,Treg,H16N N-term,0
0.000474,3,4.0,1839.9072,11/8/2019,123,Treg,H16N N-term,0
84.0,1,2.0,7284.712,11/8/2019,319,Treg,H16N N-term,0
84.0,2,2.0,14635.456,11/8/2019,374,Treg,H16N N-term,0
84.0,3,2.0,26764.285,11/8/2019,128,Treg,H16N N-term,0
28.0,1,2.0,5594.798,11/8/2019,288,Treg,H16N N-term,0
28.0,2,2.0,14316.716,11/8/2019,359,Treg,H16N N-term,0
28.0,3,2.0,27272.895,11/8/2019,140,Treg,H16N N-term,0
9.333333,1,2.0,5845.001,11/8/2019,234,Treg,H16N N-term,0
9.333333,2,2.0,11884.927,11/8/2019,318,Treg,H16N N-term,0
9.333333,3,2.0,23128.91,11/8/2019,142,Treg,H16N N-term,0
3.111,1,2.0,4241.5244,11/8/2019,266,Treg,H16N N-term,0
3.111,2,2.0,11653.302,11/8/2019,296,Treg,H16N N-term,0
3.111,3,2.0,22342.61,11/8/2019,114,Treg,H16N N-term,0
1.037037,1,2.0,549.6738,11/8/2019,294,Treg,H16N N-term,0
1.037037,2,2.0,8222.386,11/8/2019,368,Treg,H16N N-term,0
1.037037,3,2.0,18214.004,11/8/2019,148,Treg,H16N N-term,0
0.345679,1,2.0,370.5869,11/8/2019,322,Treg,H16N N-term,0
0.345679,2,2.0,5492.343,11/8/2019,340,Treg,H16N N-term,0
0.345679,3,2.0,16510.625,11/8/2019,137,Treg,H16N N-term,0
0.115226,1,2.0,0.0,11/8/2019,201,Treg,H16N N-term,0
0.115226,2,2.0,2607.12,11/8/2019,261,Treg,H16N N-term,0
0.115226,3,2.0,11379.493,11/8/2019,139,Treg,H16N N-term,0
0.038409,1,2.0,0.0,11/8/2019,391,Treg,H16N N-term,0
0.038409,2,2.0,904.62305,11/8/2019,433,Treg,H16N N-term,0
0.038409,3,2.0,7031.6494,11/8/2019,180,Treg,H16N N-term,0
0.012803,1,2.0,0.0,11/8/2019,326,Treg,H16N N-term,0
0.012803,2,2.0,787.85156,11/8/2019,391,Treg,H16N N-term,0
0.012803,3,2.0,6561.913,11/8/2019,164,Treg,H16N N-term,0
0.004268,1,2.0,0.0,11/8/2019,335,Treg,H16N N-term,0
0.004268,2,2.0,0.0,11/8/2019,382,Treg,H16N N-term,0
0.004268,3,2.0,4233.0654,11/8/2019,150,Treg,H16N N-term,0
0.001423,1,2.0,0.0,11/8/2019,274,Treg,H16N N-term,0
0.001423,2,2.0,0.0,11/8/2019,290,Treg,H16N N-term,0
0.001423,3,2.0,5380.4404,11/8/2019,88,Treg,H16N N-term,0
0.000474,1,2.0,0.0,11/8/2019,304,Treg,H16N N-term,0
0.000474,2,2.0,728.13477,11/8/2019,339,Treg,H16N N-term,0
0.000474,3,2.0,6358.4014,11/8/2019,110,Treg,H16N N-term,0
84.0,1,1.0,8526.966,11/8/2019,290,Treg,H16N N-term,0
84.0,2,1.0,19330.79,11/8/2019,356,Treg,H16N N-term,0
84.0,3,1.0,26614.8,11/8/2019,119,Treg,H16N N-term,0
28.0,1,1.0,6406.0615,11/8/2019,228,Treg,H16N N-term,0
28.0,2,1.0,15855.216,11/8/2019,271,Treg,H16N N-term,0
28.0,3,1.0,23953.117,11/8/2019,107,Treg,H16N N-term,0
9.333333,1,1.0,2476.3428,11/8/2019,224,Treg,H16N N-term,0
9.333333,2,1.0,10094.226,11/8/2019,279,Treg,H16N N-term,0
9.333333,3,1.0,20892.758,11/8/2019,136,Treg,H16N N-term,0
3.111,1,1.0,3351.046,11/8/2019,281,Treg,H16N N-term,0
3.111,2,1.0,10139.833,11/8/2019,328,Treg,H16N N-term,0
3.111,3,1.0,20338.914,11/8/2019,127,Treg,H16N N-term,0
1.037037,1,1.0,0.0,11/8/2019,261,Treg,H16N N-term,0
1.037037,2,1.0,4458.7373,11/8/2019,411,Treg,H16N N-term,0
1.037037,3,1.0,14486.948,11/8/2019,180,Treg,H16N N-term,0
0.345679,1,1.0,0.0,11/8/2019,233,Treg,H16N N-term,0
0.345679,2,1.0,2059.2979,11/8/2019,265,Treg,H16N N-term,0
0.345679,3,1.0,7481.1826,11/8/2019,146,Treg,H16N N-term,0
0.115226,1,1.0,0.0,11/8/2019,186,Treg,H16N N-term,0
0.115226,2,1.0,3350.2217,11/8/2019,264,Treg,H16N N-term,0
0.115226,3,1.0,11468.339,11/8/2019,115,Treg,H16N N-term,0
0.038409,1,1.0,0.0,11/8/2019,279,Treg,H16N N-term,0
0.038409,2,1.0,0.0,11/8/2019,319,Treg,H16N N-term,0
0.038409,3,1.0,7509.915,11/8/2019,120,Treg,H16N N-term,0
0.012803,1,1.0,0.0,11/8/2019,321,Treg,H16N N-term,0
0.012803,2,1.0,841.88965,11/8/2019,438,Treg,H16N N-term,0
0.012803,3,1.0,7525.6826,11/8/2019,196,Treg,H16N N-term,0
0.004268,1,1.0,0.0,11/8/2019,234,Treg,H16N N-term,0
0.004268,2,1.0,0.0,11/8/2019,306,Treg,H16N N-term,0
0.004268,3,1.0,2550.4346,11/8/2019,129,Treg,H16N N-term,0
0.001423,1,1.0,0.0,11/8/2019,327,Treg,H16N N-term,0
0.001423,2,1.0,0.0,11/8/2019,361,Treg,H16N N-term,0
0.001423,3,1.0,4012.003,11/8/2019,130,Treg,H16N N-term,0
0.000474,1,1.0,0.0,11/8/2019,318,Treg,H16N N-term,0
0.000474,2,1.0,0.0,11/8/2019,365,Treg,H16N N-term,0
0.000474,3,1.0,5837.6904,11/8/2019,145,Treg,H16N N-term,0
84.0,1,0.5,7130.3096,11/8/2019,274,Treg,H16N N-term,0
84.0,2,0.5,17207.797,11/8/2019,296,Treg,H16N N-term,0
84.0,3,0.5,23102.852,11/8/2019,129,Treg,H16N N-term,0
28.0,1,0.5,7298.7764,11/8/2019,241,Treg,H16N N-term,0
28.0,2,0.5,14482.118,11/8/2019,300,Treg,H16N N-term,0
28.0,3,0.5,22722.238,11/8/2019,141,Treg,H16N N-term,0
9.333333,1,0.5,2785.5947,11/8/2019,234,Treg,H16N N-term,0
9.333333,2,0.5,10745.437,11/8/2019,256,Treg,H16N N-term,0
9.333333,3,0.5,21139.816,11/8/2019,140,Treg,H16N N-term,0
3.111,1,0.5,1947.96,11/8/2019,251,Treg,H16N N-term,0
3.111,2,0.5,8494.2705,11/8/2019,268,Treg,H16N N-term,0
3.111,3,0.5,17502.379,11/8/2019,129,Treg,H16N N-term,0
1.037037,1,0.5,1714.7666,11/8/2019,159,Treg,H16N N-term,0
1.037037,2,0.5,9164.241,11/8/2019,216,Treg,H16N N-term,0
1.037037,3,0.5,19638.914,11/8/2019,104,Treg,H16N N-term,0
0.345679,1,0.5,0.0,11/8/2019,179,Treg,H16N N-term,0
0.345679,2,0.5,2311.8174,11/8/2019,187,Treg,H16N N-term,0
0.345679,3,0.5,10465.112,11/8/2019,84,Treg,H16N N-term,0
0.115226,1,0.5,0.0,11/8/2019,155,Treg,H16N N-term,0
0.115226,2,0.5,0.0,11/8/2019,146,Treg,H16N N-term,0
0.115226,3,0.5,5360.0205,11/8/2019,88,Treg,H16N N-term,0
0.038409,1,0.5,0.0,11/8/2019,246,Treg,H16N N-term,0
0.038409,2,0.5,0.0,11/8/2019,245,Treg,H16N N-term,0
0.038409,3,0.5,2611.372,11/8/2019,103,Treg,H16N N-term,0
0.012803,1,0.5,0.0,11/8/2019,224,Treg,H16N N-term,0
0.012803,2,0.5,219.20508,11/8/2019,255,Treg,H16N N-term,0
0.012803,3,0.5,60.44043,11/8/2019,128,Treg,H16N N-term,0
0.004268,1,0.5,0.0,11/8/2019,274,Treg,H16N N-term,0
0.004268,2,0.5,50.97168,11/8/2019,246,Treg,H16N N-term,0
0.004268,3,0.5,5527.9834,11/8/2019,98,Treg,H16N N-term,0
0.001423,1,0.5,0.0,11/8/2019,280,Treg,H16N N-term,0
0.001423,2,0.5,0.0,11/8/2019,290,Treg,H16N N-term,0
0.001423,3,0.5,0.0,11/8/2019,160,Treg,H16N N-term,0
0.000474,1,0.5,0.0,11/8/2019,163,Treg,H16N N-term,0
0.000474,2,0.5,0.0,11/8/2019,241,Treg,H16N N-term,0
0.000474,3,0.5,0.0,11/8/2019,104,Treg,H16N N-term,0
84.0,1,4.0,6869.341,11/8/2019,263,Treg,H16L N-term,0
84.0,2,4.0,13848.489,11/8/2019,310,Treg,H16L N-term,0
84.0,3,4.0,20971.316,11/8/2019,111,Treg,H16L N-term,0
28.0,1,4.0,7097.6494,11/8/2019,197,Treg,H16L N-term,0
28.0,2,4.0,11640.224,11/8/2019,269,Treg,H16L N-term,0
28.0,3,4.0,19519.527,11/8/2019,105,Treg,H16L N-term,0
9.333333,1,4.0,6851.2256,11/8/2019,261,Treg,H16L N-term,0
