Dose,Bin,Time,Mean,Date,NumCells,Cell,Ligand,Bivalent
9.333333,2,4.0,12248.122,11/8/2019,345,Treg,H16L N-term,0
9.333333,3,4.0,20874.066,11/8/2019,173,Treg,H16L N-term,0
3.111,1,4.0,3531.3096,11/8/2019,270,Treg,H16L N-term,0
3.111,2,4.0,11821.458,11/8/2019,337,Treg,H16L N-term,0
3.111,3,4.0,21247.39,11/8/2019,158,Treg,H16L N-term,0
1.037037,1,4.0,2185.8057,11/8/2019,240,Treg,H16L N-term,0
1.037037,2,4.0,9104.872,11/8/2019,272,Treg,H16L N-term,0
1.037037,3,4.0,18959.2,11/8/2019,117,Treg,H16L N-term,0
0.345679,1,4.0,1124.6572,11/8/2019,227,Treg,H16L N-term,0
0.345679,2,4.0,6022.702,11/8/2019,250,Treg,H16L N-term,0
0.345679,3,4.0,15005.087,11/8/2019,103,Treg,H16L N-term,0
0.115226,1,4.0,346.9043,11/8/2019,158,Treg,H16L N-term,0
0.115226,2,4.0,4343.9385,11/8/2019,186,Treg,H16L N-term,0
0.115226,3,4.0,12224.534,11/8/2019,80,Treg,H16L N-term,0
0.038409,1,4.0,0.0,11/8/2019,193,Treg,H16L N-term,0
0.038409,2,4.0,2754.46,11/8/2019,213,Treg,H16L N-term,0
0.038409,3,4.0,11274.052,11/8/2019,62,Treg,H16L N-term,0
0.012803,1,4.0,0.0,11/8/2019,195,Treg,H16L N-term,0
0.012803,2,4.0,1168.4102,11/8/2019,258,Treg,H16L N-term,0
0.012803,3,4.0,7991.8896,11/8/2019,126,Treg,H16L N-term,0
0.004268,1,4.0,0.0,11/8/2019,230,Treg,H16L N-term,0
0.004268,2,4.0,1586.0156,11/8/2019,248,Treg,H16L N-term,0
0.004268,3,4.0,5317.952,11/8/2019,81,Treg,H16L N-term,0
0.001423,1,4.0,0.0,11/8/2019,177,Treg,H16L N-term,0
0.001423,2,4.0,0.0,11/8/2019,239,Treg,H16L N-term,0
0.001423,3,4.0,4383.9346,11/8/2019,120,Treg,H16L N-term,0
0.000474,1,4.0,134.05273,11/8/2019,218,Treg,H16L N-term,0
0.000474,2,4.0,3235.5479,11/8/2019,227,Treg,H16L N-term,0
0.000474,3,4.0,12163.798,11/8/2019,82,Treg,H16L N-term,0
84.0,1,2.0,5758.8135,11/8/2019,212,Treg,H16L N-term,0
84.0,2,2.0,13180.21,11/8/2019,260,Treg,H16L N-term,0
84.0,3,2.0,25819.988,11/8/2019,118,Treg,H16L N-term,0
28.0,1,2.0,4777.3975,11/8/2019,239,Treg,H16L N-term,0
28.0,2,2.0,14660.815,11/8/2019,296,Treg,H16L N-term,0
28.0,3,2.0,24152.824,11/8/2019,95,Treg,H16L N-term,0
9.333333,1,2.0,1717.5703,11/8/2019,276,Treg,H16L N-term,0
9.333333,2,2.0,7412.327,11/8/2019,350,Treg,H16L N-term,0
9.333333,3,2.0,16167.481,11/8/2019,180,Treg,H16L N-term,0
3.111,1,2.0,1243.7471,11/8/2019,201,Treg,H16L N-term,0
3.111,2,2.0,5780.37,11/8/2019,293,Treg,H16L N-term,0
3.111,3,2.0,15477.659,11/8/2019,129,Treg,H16L N-term,0
1.037037,1,2.0,0.0,11/8/2019,169,Treg,H16L N-term,0
1.037037,2,2.0,3109.7627,11/8/2019,212,Treg,H16L N-term,0
1.037037,3,2.0,13363.649,11/8/2019,103,Treg,H16L N-term,0
0.345679,1,2.0,0.0,11/8/2019,268,Treg,H16L N-term,0
0.345679,2,2.0,2462.5146,11/8/2019,322,Treg,H16L N-term,0
0.345679,3,2.0,10560.397,11/8/2019,113,Treg,H16L N-term,0
0.115226,1,2.0,0.0,11/8/2019,151,Treg,H16L N-term,0
0.115226,2,2.0,2689.749,11/8/2019,132,Treg,H16L N-term,0
0.115226,3,2.0,7085.585,11/8/2019,58,Treg,H16L N-term,0
0.038409,1,2.0,0.0,11/8/2019,157,Treg,H16L N-term,0
0.038409,2,2.0,337.5039,11/8/2019,154,Treg,H16L N-term,0
0.038409,3,2.0,5543.214,11/8/2019,73,Treg,H16L N-term,0
0.012803,1,2.0,0.0,11/8/2019,223,Treg,H16L N-term,0
0.012803,2,2.0,3022.7646,11/8/2019,262,Treg,H16L N-term,0
0.012803,3,2.0,7354.368,11/8/2019,85,Treg,H16L N-term,0
0.004268,1,2.0,0.0,11/8/2019,226,Treg,H16L N-term,0
0.004268,2,2.0,458.2705,11/8/2019,205,Treg,H16L N-term,0
0.004268,3,2.0,3645.2979,11/8/2019,89,Treg,H16L N-term,0
0.001423,1,2.0,0.0,11/8/2019,265,Treg,H16L N-term,0
0.001423,2,2.0,624.4912,11/8/2019,226,Treg,H16L N-term,0
0.001423,3,2.0,7130.8604,11/8/2019,87,Treg,H16L N-term,0
0.000474,1,2.0,0.0,11/8/2019,211,Treg,H16L N-term,0
0.000474,2,2.0,0.0,11/8/2019,259,Treg,H16L N-term,0
0.000474,3,2.0,263.60547,11/8/2019,88,Treg,H16L N-term,0
84.0,1,1.0,4521.2373,11/8/2019,195,Treg,H16L N-term,0
84.0,2,1.0,13009.079,11/8/2019,244,Treg,H16L N-term,0
84.0,3,1.0,21603.059,11/8/2019,108,Treg,H16L N-term,0
28.0,1,1.0,7059.5146,11/8/2019,225,Treg,H16L N-term,0
28.0,2,1.0,14783.171,11/8/2019,203,Treg,H16L N-term,0
28.0,3,1.0,23696.367,11/8/2019,69,Treg,H16L N-term,0
9.333333,1,1.0,1536.2598,11/8/2019,160,Treg,H16L N-term,0
9.333333,2,1.0,7017.374,11/8/2019,186,Treg,H16L N-term,0
9.333333,3,1.0,16582.234,11/8/2019,68,Treg,H16L N-term,0
3.111,1,1.0,1771.9297,11/8/2019,192,Treg,H16L N-term,0
3.111,2,1.0,7703.0986,11/8/2019,228,Treg,H16L N-term,0
3.111,3,1.0,19408.055,11/8/2019,59,Treg,H16L N-term,0
1.037037,1,1.0,0.0,11/8/2019,149,Treg,H16L N-term,0
1.037037,2,1.0,2839.4287,11/8/2019,151,Treg,H16L N-term,0
1.037037,3,1.0,10423.208,11/8/2019,59,Treg,H16L N-term,0
0.345679,1,1.0,0.0,11/8/2019,152,Treg,H16L N-term,0
0.345679,2,1.0,1518.831,11/8/2019,165,Treg,H16L N-term,0
0.345679,3,1.0,6617.4756,11/8/2019,72,Treg,H16L N-term,0
0.115226,1,1.0,0.0,11/8/2019,106,Treg,H16L N-term,0
0.115226,2,1.0,1001.9092,11/8/2019,100,Treg,H16L N-term,0
0.115226,3,1.0,7280.21,11/8/2019,40,Treg,H16L N-term,0
0.038409,1,1.0,0.0,11/8/2019,143,Treg,H16L N-term,0
0.038409,2,1.0,317.33105,11/8/2019,142,Treg,H16L N-term,0
0.038409,3,1.0,6450.1533,11/8/2019,45,Treg,H16L N-term,0
0.012803,1,1.0,0.0,11/8/2019,104,Treg,H16L N-term,0
0.012803,2,1.0,1553.5176,11/8/2019,125,Treg,H16L N-term,0
0.012803,3,1.0,5313.212,11/8/2019,51,Treg,H16L N-term,0
0.004268,1,1.0,0.0,11/8/2019,138,Treg,H16L N-term,0
0.004268,2,1.0,0.0,11/8/2019,154,Treg,H16L N-term,0
0.004268,3,1.0,5959.538,11/8/2019,70,Treg,H16L N-term,0
0.001423,1,1.0,0.0,11/8/2019,143,Treg,H16L N-term,0
0.001423,2,1.0,2961.8604,11/8/2019,138,Treg,H16L N-term,0
0.001423,3,1.0,10989.927,11/8/2019,47,Treg,H16L N-term,0
0.000474,1,1.0,0.0,11/8/2019,141,Treg,H16L N-term,0
0.000474,2,1.0,0.0,11/8/2019,172,Treg,H16L N-term,0
0.000474,3,1.0,2556.6982,11/8/2019,72,Treg,H16L N-term,0
84.0,1,0.5,10832.942,11/8/2019,226,Treg,H16L N-term,0
84.0,2,0.5,18818.328,11/8/2019,225,Treg,H16L N-term,0
84.0,3,0.5,26460.754,11/8/2019,72,Treg,H16L N-term,0
28.0,1,0.5,6935.573,11/8/2019,156,Treg,H16L N-term,0
28.0,2,0.5,16993.797,11/8/2019,179,Treg,H16L N-term,0
28.0,3,0.5,27343.395,11/8/2019,69,Treg,H16L N-term,0
9.333333,1,0.5,2636.5957,11/8/2019,175,Treg,H16L N-term,0
9.333333,2,0.5,8023.9854,11/8/2019,197,Treg,H16L N-term,0
9.333333,3,0.5,19921.336,11/8/2019,77,Treg,H16L N-term,0
3.111,1,0.5,2048.8096,11/8/2019,152,Treg,H16L N-term,0
3.111,2,0.5,7833.411,11/8/2019,178,Treg,H16L N-term,0
3.111,3,0.5,18125.39,11/8/2019,62,Treg,H16L N-term,0
1.037037,1,0.5,2543.25,11/8/2019,150,Treg,H16L N-term,0
1.037037,2,0.5,4259.0674,11/8/2019,174,Treg,H16L N-term,0
1.037037,3,0.5,10203.257,11/8/2019,76,Treg,H16L N-term,0
0.345679,1,0.5,1702.9395,11/8/2019,165,Treg,H16L N-term,0
0.345679,2,0.5,5069.8096,11/8/2019,214,Treg,H16L N-term,0
0.345679,3,0.5,12639.915,11/8/2019,71,Treg,H16L N-term,0
0.115226,1,0.5,1880.4053,11/8/2019,115,Treg,H16L N-term,0
0.115226,2,0.5,2760.7744,11/8/2019,127,Treg,H16L N-term,0
0.115226,3,0.5,11638.622,11/8/2019,32,Treg,H16L N-term,0
0.038409,1,0.5,672.96484,11/8/2019,212,Treg,H16L N-term,0
0.038409,2,0.5,2743.8857,11/8/2019,186,Treg,H16L N-term,0
0.038409,3,0.5,7697.9814,11/8/2019,61,Treg,H16L N-term,0
0.012803,1,0.5,1308.9121,11/8/2019,269,Treg,H16L N-term,0
0.012803,2,0.5,5843.091,11/8/2019,87,Treg,H16L N-term,0
0.012803,3,0.5,5848.7373,11/8/2019,21,Treg,H16L N-term,0
0.004268,1,0.5,0.0,11/8/2019,57,Treg,H16L N-term,0
0.004268,2,0.5,0.0,11/8/2019,73,Treg,H16L N-term,0
0.004268,3,0.5,0.0,11/8/2019,29,Treg,H16L N-term,0
0.001423,1,0.5,0.0,11/8/2019,57,Treg,H16L N-term,0
0.001423,2,0.5,0.0,11/8/2019,72,Treg,H16L N-term,0
0.001423,3,0.5,260.22266,11/8/2019,23,Treg,H16L N-term,0
0.000474,1,0.5,0.0,11/8/2019,56,Treg,H16L N-term,0
0.000474,2,0.5,0.0,11/8/2019,62,Treg,H16L N-term,0
0.000474,3,0.5,0.0,11/8/2019,33,Treg,H16L N-term,0
84.0,1,4.0,4073.8882,11/8/2019,1214,Thelper,H16N N-term,0
84.0,2,4.0,5123.7095,11/8/2019,3006,Thelper,H16N N-term,0
84.0,3,4.0,10843.27,11/8/2019,3660,Thelper,H16N N-term,0
28.0,1,4.0,2087.1597,11/8/2019,1296,Thelper,H16N N-term,0
28.0,2,4.0,3335.146,11/8/2019,3098,Thelper,H16N N-term,0
28.0,3,4.0,10497.971,11/8/2019,4104,Thelper,H16N N-term,0
9.333333,1,4.0,1883.0659,11/8/2019,1181,Thelper,H16N N-term,0
9.333333,2,4.0,3257.2065,11/8/2019,2946,Thelper,H16N N-term,0
9.333333,3,4.0,10422.869,11/8/2019,4078,Thelper,H16N N-term,0
3.111,1,4.0,2075.3394,11/8/2019,1090,Thelper,H16N N-term,0
3.111,2,4.0,3158.141,11/8/2019,2720,Thelper,H16N N-term,0
3.111,3,4.0,9924.977,11/8/2019,3913,Thelper,H16N N-term,0
1.037037,1,4.0,1187.0469,11/8/2019,1154,Thelper,H16N N-term,0
1.037037,2,4.0,2678.852,11/8/2019,2924,Thelper,H16N N-term,0
1.037037,3,4.0,7733.4653,11/8/2019,3910,Thelper,H16N N-term,0
0.345679,1,4.0,1677.1968,11/8/2019,856,Thelper,H16N N-term,0
0.345679,2,4.0,2506.9888,11/8/2019,2206,Thelper,H16N N-term,0
0.345679,3,4.0,6323.4546,11/8/2019,3315,Thelper,H16N N-term,0
0.115226,1,4.0,1286.7358,11/8/2019,1160,Thelper,H16N N-term,0
0.115226,2,4.0,1801.2407,11/8/2019,2814,Thelper,H16N N-term,0
0.115226,3,4.0,3436.0474,11/8/2019,3575,Thelper,H16N N-term,0
0.038409,1,4.0,807.9131,11/8/2019,1180,Thelper,H16N N-term,0
0.038409,2,4.0,1225.3589,11/8/2019,2773,Thelper,H16N N-term,0
0.038409,3,4.0,2285.5356,11/8/2019,4008,Thelper,H16N N-term,0
0.012803,1,4.0,614.98584,11/8/2019,1558,Thelper,H16N N-term,0
0.012803,2,4.0,803.3423,11/8/2019,3481,Thelper,H16N N-term,0
0.012803,3,4.0,1491.042,11/8/2019,4625,Thelper,H16N N-term,0
0.004268,1,4.0,167.27051,11/8/2019,1740,Thelper,H16N N-term,0
0.004268,2,4.0,573.6875,11/8/2019,3772,Thelper,H16N N-term,0
0.004268,3,4.0,1070.9751,11/8/2019,4875,Thelper,H16N N-term,0
0.001423,1,4.0,0.0,11/8/2019,1663,Thelper,H16N N-term,0
0.001423,2,4.0,146.38184,11/8/2019,3591,Thelper,H16N N-term,0
0.001423,3,4.0,662.86523,11/8/2019,4702,Thelper,H16N N-term,0
0.000474,1,4.0,0.0,11/8/2019,1785,Thelper,H16N N-term,0
0.000474,2,4.0,0.0,11/8/2019,3948,Thelper,H16N N-term,0
0.000474,3,4.0,0.0,11/8/2019,5260,Thelper,H16N N-term,0
84.0,1,2.0,3100.5083,11/8/2019,1072,Thelper,H16N N-term,0
84.0,2,2.0,3860.726,11/8/2019,2585,Thelper,H16N N-term,0
84.0,3,2.0,8689.824,11/8/2019,3546,Thelper,H16N N-term,0
28.0,1,2.0,660.66797,11/8/2019,1111,Thelper,H16N N-term,0
28.0,2,2.0,1977.435,11/8/2019,2728,Thelper,H16N N-term,0
28.0,3,2.0,7388.974,11/8/2019,3564,Thelper,H16N N-term,0
9.333333,1,2.0,520.2529,11/8/2019,1246,Thelper,H16N N-term,0
9.333333,2,2.0,1725.0425,11/8/2019,2819,Thelper,H16N N-term,0
9.333333,3,2.0,5440.3853,11/8/2019,3812,Thelper,H16N N-term,0
3.111,1,2.0,743.64014,11/8/2019,1158,Thelper,H16N N-term,0
3.111,2,2.0,1568.8569,11/8/2019,2723,Thelper,H16N N-term,0
3.111,3,2.0,4236.862,11/8/2019,3665,Thelper,H16N N-term,0
1.037037,1,2.0,795.4219,11/8/2019,934,Thelper,H16N N-term,0
1.037037,2,2.0,1658.481,11/8/2019,2413,Thelper,H16N N-term,0
1.037037,3,2.0,3653.024,11/8/2019,3616,Thelper,H16N N-term,0
0.345679,1,2.0,144.62549,11/8/2019,1391,Thelper,H16N N-term,0
0.345679,2,2.0,923.04736,11/8/2019,3412,Thelper,H16N N-term,0
0.345679,3,2.0,1778.5151,11/8/2019,4646,Thelper,H16N N-term,0
0.115226,1,2.0,0.0,11/8/2019,1117,Thelper,H16N N-term,0
0.115226,2,2.0,275.0044,11/8/2019,2676,Thelper,H16N N-term,0
0.115226,3,2.0,1149.6484,11/8/2019,3381,Thelper,H16N N-term,0
0.038409,1,2.0,563.2905,11/8/2019,1615,Thelper,H16N N-term,0
0.038409,2,2.0,1004.1968,11/8/2019,3736,Thelper,H16N N-term,0
0.038409,3,2.0,1779.102,11/8/2019,4830,Thelper,H16N N-term,0
0.012803,1,2.0,511.01416,11/8/2019,1625,Thelper,H16N N-term,0
0.012803,2,2.0,1107.2778,11/8/2019,3591,Thelper,H16N N-term,0
0.012803,3,2.0,1692.1245,11/8/2019,4708,Thelper,H16N N-term,0
0.004268,1,2.0,0.0,11/8/2019,1903,Thelper,H16N N-term,0
0.004268,2,2.0,156.97412,11/8/2019,4203,Thelper,H16N N-term,0
0.004268,3,2.0,605.7012,11/8/2019,5306,Thelper,H16N N-term,0
0.001423,1,2.0,0.0,11/8/2019,1778,Thelper,H16N N-term,0
0.001423,2,2.0,0.0,11/8/2019,3891,Thelper,H16N N-term,0
0.001423,3,2.0,0.0,11/8/2019,4929,Thelper,H16N N-term,0
0.000474,1,2.0,0.0,11/8/2019,2032,Thelper,H16N N-term,0
0.000474,2,2.0,0.0,11/8/2019,4067,Thelper,H16N N-term,0
0.000474,3,2.0,308.31738,11/8/2019,5247,Thelper,H16N N-term,0
84.0,1,1.0,3640.188,11/8/2019,1268,Thelper,H16N N-term,0
84.0,2,1.0,4769.814,11/8/2019,3080,Thelper,H16N N-term,0
84.0,3,1.0,10759.361,11/8/2019,3926,Thelper,H16N N-term,0
28.0,1,1.0,1559.5952,11/8/2019,994,Thelper,H16N N-term,0
28.0,2,1.0,3165.0972,11/8/2019,2543,Thelper,H16N N-term,0
28.0,3,1.0,9613.33,11/8/2019,3370,Thelper,H16N N-term,0
9.333333,1,1.0,1253.231,11/8/2019,961,Thelper,H16N N-term,0
9.333333,2,1.0,1881.854,11/8/2019,2321,Thelper,H16N N-term,0
9.333333,3,1.0,5281.066,11/8/2019,3438,Thelper,H16N N-term,0
3.111,1,1.0,1045.1411,11/8/2019,1086,Thelper,H16N N-term,0
3.111,2,1.0,1656.4019,11/8/2019,2650,Thelper,H16N N-term,0
3.111,3,1.0,3872.563,11/8/2019,3484,Thelper,H16N N-term,0
1.037037,1,1.0,798.25635,11/8/2019,750,Thelper,H16N N-term,0
1.037037,2,1.0,1674.2104,11/8/2019,1986,Thelper,H16N N-term,0
1.037037,3,1.0,3388.6821,11/8/2019,2988,Thelper,H16N N-term,0
0.345679,1,1.0,738.2539,11/8/2019,625,Thelper,H16N N-term,0
0.345679,2,1.0,1674.4126,11/8/2019,1576,Thelper,H16N N-term,0
0.345679,3,1.0,3285.4907,11/8/2019,2372,Thelper,H16N N-term,0
0.115226,1,1.0,234.41504,11/8/2019,1037,Thelper,H16N N-term,0
0.115226,2,1.0,870.2383,11/8/2019,2586,Thelper,H16N N-term,0
0.115226,3,1.0,1787.1743,11/8/2019,3223,Thelper,H16N N-term,0
0.038409,1,1.0,268.52002,11/8/2019,1455,Thelper,H16N N-term,0
0.038409,2,1.0,640.1572,11/8/2019,3401,Thelper,H16N N-term,0
0.038409,3,1.0,1313.4678,11/8/2019,4713,Thelper,H16N N-term,0
0.012803,1,1.0,871.1001,11/8/2019,1598,Thelper,H16N N-term,0
0.012803,2,1.0,1244.0327,11/8/2019,3656,Thelper,H16N N-term,0
0.012803,3,1.0,1937.7368,11/8/2019,4379,Thelper,H16N N-term,0
0.004268,1,1.0,101.03711,11/8/2019,1385,Thelper,H16N N-term,0
0.004268,2,1.0,456.07812,11/8/2019,3267,Thelper,H16N N-term,0
0.004268,3,1.0,1175.791,11/8/2019,4417,Thelper,H16N N-term,0
0.001423,1,1.0,0.0,11/8/2019,1909,Thelper,H16N N-term,0
0.001423,2,1.0,43.73633,11/8/2019,4224,Thelper,H16N N-term,0
0.001423,3,1.0,466.812,11/8/2019,5330,Thelper,H16N N-term,0
0.000474,1,1.0,115.40576,11/8/2019,1843,Thelper,H16N N-term,0
0.000474,2,1.0,288.25586,11/8/2019,4024,Thelper,H16N N-term,0
0.000474,3,1.0,580.9507,11/8/2019,5256,Thelper,H16N N-term,0
84.0,1,0.5,3587.4927,11/8/2019,1354,Thelper,H16N N-term,0
84.0,2,0.5,4435.656,11/8/2019,2890,Thelper,H16N N-term,0
84.0,3,0.5,11852.361,11/8/2019,3734,Thelper,H16N N-term,0
28.0,1,0.5,1624.0659,11/8/2019,1508,Thelper,H16N N-term,0
28.0,2,0.5,2800.2583,11/8/2019,3297,Thelper,H16N N-term,0
28.0,3,0.5,9933.496,11/8/2019,4001,Thelper,H16N N-term,0
9.333333,1,0.5,1312.9326,11/8/2019,1130,Thelper,H16N N-term,0
9.333333,2,0.5,1812.5034,11/8/2019,2403,Thelper,H16N N-term,0
9.333333,3,0.5,4621.8765,11/8/2019,3533,Thelper,H16N N-term,0
3.111,1,0.5,988.74805,11/8/2019,1046,Thelper,H16N N-term,0
3.111,2,0.5,1273.9404,11/8/2019,2527,Thelper,H16N N-term,0
3.111,3,0.5,3093.0679,11/8/2019,3229,Thelper,H16N N-term,0
1.037037,1,0.5,282.29883,11/8/2019,972,Thelper,H16N N-term,0
1.037037,2,0.5,1196.9272,11/8/2019,2239,Thelper,H16N N-term,0
1.037037,3,0.5,3415.7651,11/8/2019,2965,Thelper,H16N N-term,0
0.345679,1,0.5,10.846191,11/8/2019,872,Thelper,H16N N-term,0
0.345679,2,0.5,488.22656,11/8/2019,1996,Thelper,H16N N-term,0
0.345679,3,0.5,1402.9077,11/8/2019,2876,Thelper,H16N N-term,0
0.115226,1,0.5,402.8169,11/8/2019,485,Thelper,H16N N-term,0
0.115226,2,0.5,1345.2383,11/8/2019,1258,Thelper,H16N N-term,0
0.115226,3,0.5,2478.267,11/8/2019,1834,Thelper,H16N N-term,0
0.038409,1,0.5,98.72412,11/8/2019,1416,Thelper,H16N N-term,0
0.038409,2,0.5,408.63965,11/8/2019,3031,Thelper,H16N N-term,0
0.038409,3,0.5,868.3115,11/8/2019,3874,Thelper,H16N N-term,0
0.012803,1,0.5,614.56494,11/8/2019,1413,Thelper,H16N N-term,0
0.012803,2,0.5,954.15283,11/8/2019,2904,Thelper,H16N N-term,0
0.012803,3,0.5,1500.3462,11/8/2019,3586,Thelper,H16N N-term,0
0.004268,1,0.5,296.22852,11/8/2019,1513,Thelper,H16N N-term,0
0.004268,2,0.5,575.1548,11/8/2019,3198,Thelper,H16N N-term,0
0.004268,3,0.5,906.05176,11/8/2019,4237,Thelper,H16N N-term,0
0.001423,1,0.5,556.08105,11/8/2019,2132,Thelper,H16N N-term,0
0.001423,2,0.5,659.77246,11/8/2019,4065,Thelper,H16N N-term,0
0.001423,3,0.5,1166.105,11/8/2019,4568,Thelper,H16N N-term,0
0.000474,1,0.5,0.0,11/8/2019,2243,Thelper,H16N N-term,0
0.000474,2,0.5,0.0,11/8/2019,3542,Thelper,H16N N-term,0
0.000474,3,0.5,0.0,11/8/2019,4615,Thelper,H16N N-term,0
84.0,1,4.0,1634.5059,11/8/2019,1099,Thelper,H16L N-term,0
84.0,2,4.0,2522.7183,11/8/2019,2596,Thelper,H16L N-term,0
84.0,3,4.0,6325.4683,11/8/2019,3434,Thelper,H16L N-term,0
28.0,1,4.0,7.32666,11/8/2019,853,Thelper,H16L N-term,0
28.0,2,4.0,1600.042,11/8/2019,2375,Thelper,H16L N-term,0
28.0,3,4.0,5474.7866,11/8/2019,3085,Thelper,H16L N-term,0
9.333333,1,4.0,1583.501,11/8/2019,1240,Thelper,H16L N-term,0
9.333333,2,4.0,2494.897,11/8/2019,2930,Thelper,H16L N-term,0
9.333333,3,4.0,6181.227,11/8/2019,3813,Thelper,H16L N-term,0
3.111,1,4.0,1539.9639,11/8/2019,1286,Thelper,H16L N-term,0
3.111,2,4.0,2199.2954,11/8/2019,3017,Thelper,H16L N-term,0
3.111,3,4.0,4929.7534,11/8/2019,3877,Thelper,H16L N-term,0
1.037037,1,4.0,2015.1533,11/8/2019,706,Thelper,H16L N-term,0
1.037037,2,4.0,2746.4546,11/8/2019,1929,Thelper,H16L N-term,0
1.037037,3,4.0,4757.972,11/8/2019,2632,Thelper,H16L N-term,0
0.345679,1,4.0,1388.0498,11/8/2019,1045,Thelper,H16L N-term,0
0.345679,2,4.0,1879.4854,11/8/2019,2200,Thelper,H16L N-term,0
0.345679,3,4.0,2807.4185,11/8/2019,2834,Thelper,H16L N-term,0
0.115226,1,4.0,899.3911,11/8/2019,707,Thelper,H16L N-term,0
0.115226,2,4.0,1944.5913,11/8/2019,1704,Thelper,H16L N-term,0
0.115226,3,4.0,2759.7856,11/8/2019,2315,Thelper,H16L N-term,0
0.038409,1,4.0,861.7588,11/8/2019,781,Thelper,H16L N-term,0
0.038409,2,4.0,1613.543,11/8/2019,2080,Thelper,H16L N-term,0
0.038409,3,4.0,2702.0337,11/8/2019,2711,Thelper,H16L N-term,0
0.012803,1,4.0,1285.8442,11/8/2019,1076,Thelper,H16L N-term,0
0.012803,2,4.0,1634.8701,11/8/2019,2729,Thelper,H16L N-term,0
0.012803,3,4.0,2447.3267,11/8/2019,3296,Thelper,H16L N-term,0
0.004268,1,4.0,1188.7969,11/8/2019,1281,Thelper,H16L N-term,0
0.004268,2,4.0,1737.2988,11/8/2019,3013,Thelper,H16L N-term,0
0.004268,3,4.0,2270.501,11/8/2019,3587,Thelper,H16L N-term,0
0.001423,1,4.0,1094.9761,11/8/2019,1328,Thelper,H16L N-term,0
0.001423,2,4.0,1469.7305,11/8/2019,3156,Thelper,H16L N-term,0
0.001423,3,4.0,1921.4478,11/8/2019,4060,Thelper,H16L N-term,0
0.000474,1,4.0,820.4883,11/8/2019,1696,Thelper,H16L N-term,0
0.000474,2,4.0,1034.9907,11/8/2019,3517,Thelper,H16L N-term,0
0.000474,3,4.0,1621.794,11/8/2019,4648,Thelper,H16L N-term,0
84.0,1,2.0,1518.9707,11/8/2019,969,Thelper,H16L N-term,0
84.0,2,2.0,2442.984,11/8/2019,2493,Thelper,H16L N-term,0
84.0,3,2.0,5709.942,11/8/2019,3239,Thelper,H16L N-term,0
28.0,1,2.0,1723.6777,11/8/2019,1095,Thelper,H16L N-term,0
28.0,2,2.0,2630.1245,11/8/2019,2586,Thelper,H16L N-term,0
28.0,3,2.0,5834.569,11/8/2019,3253,Thelper,H16L N-term,0
9.333333,1,2.0,2039.8564,11/8/2019,1061,Thelper,H16L N-term,0
9.333333,2,2.0,2441.0806,11/8/2019,2544,Thelper,H16L N-term,0
9.333333,3,2.0,4212.3286,11/8/2019,3386,Thelper,H16L N-term,0
3.111,1,2.0,1540.706,11/8/2019,682,Thelper,H16L N-term,0
3.111,2,2.0,2353.4214,11/8/2019,1871,Thelper,H16L N-term,0
3.111,3,2.0,3668.9,11/8/2019,2764,Thelper,H16L N-term,0
1.037037,1,2.0,2052.8071,11/8/2019,586,Thelper,H16L N-term,0
1.037037,2,2.0,2457.358,11/8/2019,1527,Thelper,H16L N-term,0
1.037037,3,2.0,3456.6616,11/8/2019,2512,Thelper,H16L N-term,0
0.345679,1,2.0,1858.9321,11/8/2019,939,Thelper,H16L N-term,0
0.345679,2,2.0,2509.438,11/8/2019,2309,Thelper,H16L N-term,0
0.345679,3,2.0,3449.4956,11/8/2019,3098,Thelper,H16L N-term,0
0.115226,1,2.0,818.0215,11/8/2019,738,Thelper,H16L N-term,0
0.115226,2,2.0,1490.602,11/8/2019,1720,Thelper,H16L N-term,0
0.115226,3,2.0,2209.768,11/8/2019,2176,Thelper,H16L N-term,0
0.038409,1,2.0,865.6953,11/8/2019,852,Thelper,H16L N-term,0
0.038409,2,2.0,1533.9902,11/8/2019,2226,Thelper,H16L N-term,0
0.038409,3,2.0,2461.892,11/8/2019,2838,Thelper,H16L N-term,0
0.012803,1,2.0,1147.9023,11/8/2019,945,Thelper,H16L N-term,0
0.012803,2,2.0,1888.0801,11/8/2019,2197,Thelper,H16L N-term,0
0.012803,3,2.0,3013.0376,11/8/2019,2781,Thelper,H16L N-term,0
0.004268,1,2.0,834.78076,11/8/2019,1178,Thelper,H16L N-term,0
0.004268,2,2.0,1406.3965,11/8/2019,2736,Thelper,H16L N-term,0
0.004268,3,2.0,2181.1963,11/8/2019,3449,Thelper,H16L N-term,0
0.001423,1,2.0,596.8828,11/8/2019,1473,Thelper,H16L N-term,0
0.001423,2,2.0,879.8955,11/8/2019,3485,Thelper,H16L N-term,0
0.001423,3,2.0,1276.3345,11/8/2019,4226,Thelper,H16L N-term,0
0.000474,1,2.0,138.1294,11/8/2019,1513,Thelper,H16L N-term,0
0.000474,2,2.0,695.4761,11/8/2019,3554,Thelper,H16L N-term,0
0.000474,3,2.0,1078.0449,11/8/2019,4535,Thelper,H16L N-term,0
84.0,1,1.0,1431.8794,11/8/2019,648,Thelper,H16L N-term,0
84.0,2,1.0,2983.4604,11/8/2019,1812,Thelper,H16L N-term,0
84.0,3,1.0,7076.0044,11/8/2019,2524,Thelper,H16L N-term,0
