Cell,Variance,Dose,Date,Kurtosis,Mean,Skew,Ligand,Time
Tcells,517310080.0,84.0,2019-3-19,137.692138671875,19289.037109375,4.572413921356201,IL2,4.0
Tcells,608444800.0,28.0,2019-3-19,1.3898305892944336,21765.8515625,1.2339048385620117,IL2,4.0
Tcells,2544943360.0,9.333333,2019-3-19,14146.9189453125,23847.0703125,101.91079711914062,IL2,4.0
Tcells,629319296.0,3.111,2019-3-19,1.780024528503418,21974.46875,1.3433881998062134,IL2,4.0
Tcells,477431552.0,1.037037,2019-3-19,4.3667168617248535,15225.787109375,2.016591787338257,IL2,4.0
Tcells,411606080.0,0.345679,2019-3-19,5.834100723266602,11493.6201171875,2.366915702819824,IL2,4.0
Tcells,257585680.0,0.115226,2019-3-19,52.73432922363281,6866.1083984375,4.158989429473877,IL2,4.0
Tcells,106547096.0,0.038409,2019-3-19,161.60916137695312,2988.9375,7.030107498168945,IL2,4.0
Tcells,42316124.0,0.012803,2019-3-19,340.6826477050781,1109.37255859375,11.085582733154297,IL2,4.0
Tcells,3701366016.0,0.004268,2019-3-19,32335.287109375,825.1611328125,179.32427978515625,IL2,4.0
Tcells,1954685696.0,0.001423,2019-3-19,21841.46484375,473.593505859375,143.78907775878906,IL2,4.0
Tcells,7126140.5,0.000474,2019-3-19,106.30553436279297,0.0,7.54035758972168,IL2,4.0
T-regs,435473664.0,84.0,2019-3-19,150.84719848632812,16374.072265625,5.411006450653076,IL2,4.0
T-regs,460988064.0,28.0,2019-3-19,2.0027198791503906,17335.59765625,1.3786158561706543,IL2,4.0
T-regs,5439667200.0,9.333333,2019-3-19,8172.8193359375,19077.419921875,85.95638275146484,IL2,4.0
T-regs,209138896.0,3.111,2019-3-19,0.9612207412719727,17512.873046875,0.6841690540313721,IL2,4.0
T-regs,92426432.0,1.037037,2019-3-19,1.4698586463928223,12621.28125,0.7374779582023621,IL2,4.0
T-regs,225995184.0,0.345679,2019-3-19,15.486238479614258,8544.1982421875,3.7198379039764404,IL2,4.0
T-regs,25819548.0,0.115226,2019-3-19,12.930188179016113,1546.814453125,3.2696242332458496,IL2,4.0
T-regs,17774110.0,0.038409,2019-3-19,28.95473861694336,343.421875,5.133969783782959,IL2,4.0
T-regs,3535378.25,0.012803,2019-3-19,1.651257038116455,0.0,1.0188844203948975,IL2,4.0
T-regs,4524802.5,0.004268,2019-3-19,6.563939094543457,199.5244140625,1.6431541442871094,IL2,4.0
T-regs,3339600.25,0.001423,2019-3-19,1.8436799049377441,87.837890625,0.9851630330085754,IL2,4.0
T-regs,3462858.25,0.000474,2019-3-19,2.820936679840088,70.94140625,1.1711565256118774,IL2,4.0
Mem Treg,0.0,0.115226,2019-3-19,0.0,0.0,0.0,IL2,4.0
Mem Treg,31506.25,0.038409,2019-3-19,-2.0,30989.5,0.0,IL2,4.0
Mem Treg,0.0,0.012803,2019-3-19,-3.0,11832.0,0.0,IL2,4.0
Mem Treg,3088806.25,0.004268,2019-3-19,-2.0,3531.5,0.0,IL2,4.0
Mem Treg,0.0,0.001423,2019-3-19,-3.0,5704.0,0.0,IL2,4.0
Mem Treg,20146766.0,0.000474,2019-3-19,-1.500000238418579,8420.3330078125,-0.5358317494392395,IL2,4.0
Naive Treg,365282624.0,84.0,2019-3-19,231.15341186523438,14532.1748046875,7.145691394805908,IL2,4.0
Naive Treg,450826400.0,28.0,2019-3-19,2.1207523345947266,17274.3046875,1.3997682332992554,IL2,4.0
Naive Treg,5484191232.0,9.333333,2019-3-19,8159.61181640625,18744.08984375,86.1578140258789,IL2,4.0
Naive Treg,200428960.0,3.111,2019-3-19,0.8074438571929932,17528.390625,0.616428554058075,IL2,4.0
Naive Treg,92426432.0,1.037037,2019-3-19,1.4698586463928223,12862.5771484375,0.7374779582023621,IL2,4.0
Naive Treg,137629472.0,0.345679,2019-3-19,24.47142791748047,7371.3388671875,4.363391399383545,IL2,4.0
Naive Treg,25819548.0,0.115226,2019-3-19,12.930188179016113,1788.1103515625,3.2696242332458496,IL2,4.0
Naive Treg,2616604.5,0.038409,2019-3-19,-0.35305309295654297,0.0,0.5234366655349731,IL2,4.0
Naive Treg,3157149.25,0.012803,2019-3-19,0.8747594356536865,185.4365234375,0.7940195798873901,IL2,4.0
Naive Treg,4518891.5,0.004268,2019-3-19,6.660798072814941,468.65185546875,1.6742056608200073,IL2,4.0
Naive Treg,3367550.75,0.001423,2019-3-19,1.8448004722595215,317.34765625,1.0019046068191528,IL2,4.0
Naive Treg,3021535.25,0.000474,2019-3-19,2.104055404663086,258.79345703125,0.926143229007721,IL2,4.0
T-helper,494939680.0,84.0,2019-3-19,155.82095336914062,18516.197265625,4.795541286468506,IL2,4.0
T-helper,429210784.0,28.0,2019-3-19,1.4181098937988281,17967.548828125,1.2584502696990967,IL2,4.0
T-helper,490960608.0,9.333333,2019-3-19,1.0195722579956055,19422.521484375,1.191261887550354,IL2,4.0
T-helper,341408704.0,3.111,2019-3-19,5.840031623840332,15613.810546875,1.840223789215088,IL2,4.0
T-helper,226472272.0,1.037037,2019-3-19,5.411791801452637,11358.521484375,2.1137008666992188,IL2,4.0
T-helper,469551552.0,0.345679,2019-3-19,9.37987995147705,11528.4765625,2.9353842735290527,IL2,4.0
T-helper,293790464.0,0.115226,2019-3-19,27.807331085205078,5126.82861328125,5.100754261016846,IL2,4.0
T-helper,116558168.0,0.038409,2019-3-19,22.990915298461914,2860.84228515625,4.684412002563477,IL2,4.0
T-helper,19096662.0,0.012803,2019-3-19,74.3938217163086,762.429443359375,8.12135124206543,IL2,4.0
T-helper,1833862.375,0.004268,2019-3-19,1.9372930526733398,0.0,1.187901496887207,IL2,4.0
T-helper,2778126.5,0.001423,2019-3-19,1.5900726318359375,18.95361328125,1.286412000656128,IL2,4.0
T-helper,5184225.5,0.000474,2019-3-19,10.606181144714355,774.3720703125,2.5152077674865723,IL2,4.0
Mem Th,653218368.0,84.0,2019-3-19,-0.3964266777038574,39227.69921875,0.2575327455997467,IL2,4.0
Mem Th,822754624.0,28.0,2019-3-19,0.13785743713378906,31565.29296875,0.638770341873169,IL2,4.0
Mem Th,816733248.0,9.333333,2019-3-19,-0.44536423683166504,37296.54296875,0.333310067653656,IL2,4.0
Mem Th,535266592.0,3.111,2019-3-19,-0.7375502586364746,17065.33984375,0.9158404469490051,IL2,4.0
Mem Th,689184640.0,1.037037,2019-3-19,0.36228156089782715,19498.287109375,1.30314302444458,IL2,4.0
Mem Th,1190240640.0,0.345679,2019-3-19,0.20469999313354492,39974.40234375,1.1109122037887573,IL2,4.0
Mem Th,99464568.0,0.115226,2019-3-19,-0.16880440711975098,5678.83935546875,1.247875452041626,IL2,4.0
Mem Th,381234016.0,0.038409,2019-3-19,3.4045190811157227,10466.564453125,2.0696158409118652,IL2,4.0
Mem Th,526691.0,0.012803,2019-3-19,1.8052220344543457,218.33935546875,1.7316123247146606,IL2,4.0
Mem Th,3328380.75,0.004268,2019-3-19,1.8425836563110352,889.71435546875,1.5138124227523804,IL2,4.0
Mem Th,4876976.0,0.001423,2019-3-19,-0.5353562831878662,1879.314453125,0.47939062118530273,IL2,4.0
Mem Th,1192336.375,0.000474,2019-3-19,-0.691791296005249,0.0,0.7527427077293396,IL2,4.0
Naive Th,369663072.0,84.0,2019-3-19,339.16986083984375,14893.0166015625,8.07984733581543,IL2,4.0
Naive Th,391708224.0,28.0,2019-3-19,1.2489657402038574,17423.369140625,1.2506442070007324,IL2,4.0
Naive Th,443546496.0,9.333333,2019-3-19,1.1479320526123047,18459.873046875,1.2359882593154907,IL2,4.0
Naive Th,315673440.0,3.111,2019-3-19,7.84519100189209,15810.0849609375,2.063300132751465,IL2,4.0
Naive Th,183844784.0,1.037037,2019-3-19,5.02584171295166,11052.19921875,1.9697747230529785,IL2,4.0
Naive Th,186244448.0,0.345679,2019-3-19,14.666915893554688,6995.8046875,3.51208758354187,IL2,4.0
Naive Th,334699648.0,0.115226,2019-3-19,25.663957595825195,5448.10546875,5.033441066741943,IL2,4.0
Naive Th,43685792.0,0.038409,2019-3-19,56.54070281982422,1598.113525390625,7.264495849609375,IL2,4.0
Naive Th,20449838.0,0.012803,2019-3-19,69.18728637695312,1160.365234375,7.849974155426025,IL2,4.0
Naive Th,1571598.375,0.004268,2019-3-19,0.5962541103363037,261.59912109375,0.8517690300941467,IL2,4.0
Naive Th,1722097.0,0.001423,2019-3-19,1.278414249420166,0.0,1.1694000959396362,IL2,4.0
Naive Th,5337325.5,0.000474,2019-3-19,10.332712173461914,1194.962646484375,2.5012741088867188,IL2,4.0
Tcells,369663072.0,84.0,2019-3-19,339.16986083984375,14893.0166015625,8.07984733581543,IL2,2.0
Tcells,391708224.0,28.0,2019-3-19,1.2489657402038574,17423.369140625,1.2506442070007324,IL2,2.0
Tcells,443546496.0,9.333333,2019-3-19,1.1479320526123047,18459.873046875,1.2359882593154907,IL2,2.0
Tcells,315673440.0,3.111,2019-3-19,7.84519100189209,15810.0849609375,2.063300132751465,IL2,2.0
Tcells,183844784.0,1.037037,2019-3-19,5.02584171295166,11052.19921875,1.9697747230529785,IL2,2.0
Tcells,186244448.0,0.345679,2019-3-19,14.666915893554688,6995.8046875,3.51208758354187,IL2,2.0
Tcells,334699648.0,0.115226,2019-3-19,25.663957595825195,5448.10546875,5.033441066741943,IL2,2.0
Tcells,43685792.0,0.038409,2019-3-19,56.54070281982422,1598.113525390625,7.264495849609375,IL2,2.0
Tcells,20449838.0,0.012803,2019-3-19,69.18728637695312,1160.365234375,7.849974155426025,IL2,2.0
Tcells,1571598.375,0.004268,2019-3-19,0.5962541103363037,261.59912109375,0.8517690300941467,IL2,2.0
Tcells,1722097.0,0.001423,2019-3-19,1.278414249420166,0.0,1.1694000959396362,IL2,2.0
