,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CD8+,,,,,,,,,,,,,,,CD8+,,,,,,,,,,,,,,,CD8+,,,,,,,,,,,,,,,CD8+,,,,,,,,,,,,,,,CD8+,,,,,,,,,,,,,,,CD8+,,,,,,,,,,,,,,,CD8+,,,,,,,,,,,,,,,CD8+,,,,,,,,,,,,,,CD8+,,,,,,,,,,,,,
,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,
,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,1,2,3,4,5,6,7,8,9,10,11,12,
IL2-060 monomeric 4 hr,,3596.01001,2486.340576,1699.869629,1153.601074,985.151123,951.6590576,913.6897583,858.8361816,832.2089844,800.0726318,812.520874,782.2807007,,Cterm monomericWT 4hr,,2728.051758,2476.32959,1896.476807,1328.900146,904.3615112,894.2636719,872.5247803,860.3341675,729.6166992,810.576355,866.9633789,794.2912598,,Cterm monomeric V91K 4hr,,1021.74408,911.6481934,811.4567261,778.281311,721.2047729,787.7523804,732.3279419,722.6519165,726.1600342,746.5259399,757.7098999,727.7128906,,IL2-109 monomeric 4 hr,,2693.09082,1835.770508,1318.514404,965.6174316,909.0499268,799.2727661,801.5889893,783.861145,759.1513672,758.3335571,740.6636353,752.199585,,IL2-110 monomeric 4 hr,,4520.912109,3803.858398,2487.765625,1770.582397,1579.243164,1270.573975,1353.82605,1141.143555,1326.294189,1200.457153,1187.435791,1203.136108,,Cterm monomeric N88D 4hr,,2638.20459,2381.253418,2332.662598,2287.227051,2166.783691,1916.058105,1863.491943,1775.709717,1804.88147,1628.290283,1263.169434,1110.396729,,IL2-060 dimeric 4 hr,,2990.906494,2578.436523,2245.933105,1408.103149,1051.209106,928.5344238,846.6085205,809.5469971,778.0178223,772.8980713,795.3712769,779.7069092,,IL2-062 monomeric 4 hr,,2800.178223,2100.922607,2054.767578,2026.154785,1862.422485,1992.337891,1778.312256,1773.783936,1761.527832,1946.794312,1310.815918,1373.704346,,,827.4327393,753.6187744,770.2676392,764.0003052,724.0023193,708.3723145,709.963501,721.557312,722.9204712,732.3100586,744.4482422,763.3213501,
IL2-060 monomeric 2 hr,,3377.813477,2214.421631,972.4195557,880.8483887,861.5151978,831.5705566,817.4619141,782.6212158,790.6083374,774.5836182,770.9215698,750.4420776,,Cterm monomeric WT 2hr,,2046.535889,1510.527588,932.5661621,903.199585,870.0396729,914.0440674,784.6306152,802.9734497,808.3230591,793.7416992,780.7805176,770.2061768,,Cterm monomeric V91K 2hr,,1164.106445,827.7385254,756.0375366,755.7420654,763.3218994,734.4085693,748.7849731,778.3262939,742.0449829,743.8331299,746.1286621,702.2488403,,IL2-109 monomeric 2 hr,,2316.259766,1370.7146,883.7076416,819.3280029,827.7484131,783.7731934,755.4197998,756.3610229,764.2897949,798.1849365,752.232666,736.2597656,,IL2-110 monomeric 2 hr,,4328.643555,3122.566895,1491.975098,1507.562134,1317.429199,1198.718262,1197.828735,1184.798584,1169.281372,1174.328857,1104.714355,1097.940674,,Cterm monomeric N88D 2hr,,2003.311401,1888.028564,1751.492432,1522.896973,1643.19458,1408.361572,1437.92395,1543.72876,1405.515503,1378.011963,1480.563232,1478.123047,,IL2-060 dimeric 2 hr,,3093.362549,2442.040283,1307.026733,906.043396,927.9417114,815.5554199,831.0915527,798.2976685,803.7259521,805.1166992,746.1130371,715.7380371,,IL2-062 monomeric 2 hr,,2676.305664,1898.742676,2252.383789,1942.616943,1712.87915,1745.345459,1281.840576,1623.942383,1784.815674,2056.668945,839.0899048,1732.87915,,,813.5874023,816.0534668,803.932373,838.3453369,744.1556396,759.9478149,753.4382324,818.4737549,743.7758789,737.9205322,685.1245117,721.6317139,
IL2-060 monomeric 1 hr,,4098.824219,2613.611328,973.0355225,894.7504272,875.722168,855.7417603,784.6571045,795.1448975,804.1572266,803.6490479,780.9430542,745.5634766,,Cterm monomeric WT 1hr,,2339.609619,1448.628296,874.3981934,727.8670654,799.5633545,777.7536011,744.8146362,816.7491455,789.8590088,748.9191895,740.4041748,720.8963623,,Cterm monomeric V91K 1hr,,1098.805054,834.6463013,802.2611694,728.0889893,694.0419312,752.293335,733.5576172,716.661499,752.8088989,754.9283447,780.6386719,727.5202026,,IL2-109 monomeric 1 hr,,2323.611572,1331.035156,778.4642334,745.3664551,703.9912109,753.5585938,731.9724731,774.4326782,735.1216431,705.3329468,713.4179688,685.9023438,,IL2-110 monomeric 1 hr,,5208.883301,2878.100342,1374.275269,1207.348999,953.9945679,1218.233032,1128.978638,1223.359131,1113.336914,1154.103271,995.2570801,973.5505981,,Cterm monomeric N88D 1hr,,1850.047607,1841.835205,1508.250488,1522.562744,1363.86377,1501.8479,1294.781006,1275.929688,1209.0979,1166.994141,1149.418335,1129.673828,,IL2-060 dimeric 1 hr,,3737.742676,3267.604004,1539.301636,878.5916748,863.0744019,890.3707886,813.3209229,760.970459,786.9188843,771.4254761,796.9499512,756.2000732,,IL2-062 monomeric 1 hr,,2068.105713,1729.241211,1617.609009,1647.066895,1764.732178,1674.366699,1664.778442,1381.793213,1826.361206,1586.098022,1843.511108,1307.949097,,,794.7758789,769.1971436,820.7322998,767.7796631,737.840332,737.4580078,720.5667725,797.1223145,725.9581299,786.1219482,765.491272,740.137085,
IL2-060 monomeric 30 min,,4281.480469,2735.151611,898.1820068,862.0006714,870.8248291,790.4116211,853.581543,798.2477417,725.8145752,745.6154785,745.0803223,734.7471924,,Cterm monomeric WT 30min,,2433.204346,1738.365479,871.2005615,779.6685181,769.9850464,744.4932251,698.7297363,790.6621094,772.1951904,743.4250488,714.4041748,708.5341797,,Cterm monomeric V91K 30min,,1142.631226,961.1524658,785.9802246,698.8833008,730.4312744,737.6789551,751.3953857,726.3112793,726.3308716,693.6478271,698.8148193,699.7359619,,IL2-109 monomeric 30 min,,2626.689941,1558.089722,820.078186,845.8555298,818.8010254,764.9467773,772.9475098,735.8959961,727.0211182,736.8112793,729.7550659,709.7427368,,IL2-110 monomeric 30 min,,6270.67627,3493.397217,1259.646484,1387.197632,1419.155273,1257.087646,1211.798096,1194.956299,1322.422729,1259.881348,1088.556885,1082.219971,,Cterm monomeric N88D 30min,,1563.898926,1551.63208,1278.307251,1332.341309,1268.462402,1371.261475,1233.808594,1158.268433,1165.271484,1097.380981,1031.122681,1089.568237,,IL2-060 dimeric 30 min,,4724.321289,3578.610596,1420.654907,1004.076355,959.6721802,935.6522827,833.8534546,773.4657593,838.4620361,802.8968506,793.4310913,712.295105,,IL2-062 monomeric 30 min,,1648.951172,1211.073242,1168.821899,1371.842529,1134.136963,1112.931396,1182.686768,1071.549194,1040.977417,1120.837646,1101.294312,927.9160767,,,772.0339355,783.6065674,704.9262695,761.296814,718.2207642,747.5020142,713.2819214,730.6077881,698.2648926,721.3538818,673.4301147,661.5748291,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,T-reg,,,,,,,,,,,,,,,T-reg,,,,,,,,,,,,,,,T-reg,,,,,,,,,,,,,,,T-reg,,,,,,,,,,,,,,,T-reg,,,,,,,,,,,,,,,T-reg,,,,,,,,,,,,,,,T-reg,,,,,,,,,,,,,,,T-reg,,,,,,,,,,,,,,T-reg,,,,,,,,,,,,,
,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,,nM treatment:,84,28,9.333333333,3.111111111,1.037037037,0.345679012,0.115226337,0.038408779,0.012802926,0.004267642,0.001422547,0.000474182,
,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,1,2,3,4,5,6,7,8,9,10,11,12,
IL2-060 monomeric 4 hr,,34350.58203,33630.83594,31699.03906,32487.75977,30211.84766,30480.54297,26133.37695,27174.48633,16828.46484,8735.724609,3350.366455,1968.130493,,Cterm monomericWT 4hr,,25593.49805,27402.89844,25247.97461,25411.41406,24229.0957,25619.10156,22488.33594,19473.54102,13830.75586,4761.478027,3001.246094,2012.150513,,Cterm monomeric V91K 4hr,,16646.59766,19160.00586,18952.56055,15877.43164,13138.15625,11585.97754,5910.702637,3360.058594,1781.201904,1700.206177,1919.4646,1471.479492,,IL2-109 monomeric 4 hr,,29517.81836,23996.88281,25525.16797,21582.39063,19976.98047,17429.3125,10741.1084,4481.224121,2914.953125,2171.618896,1958.979736,1982.631348,,IL2-110 monomeric 4 hr,,29331.60352,32407.26367,25281.35156,18151.35547,10833.16992,5870.519043,3276.044434,2932.397949,2292.256104,2442.112793,2886.67749,2790.009277,,Cterm monomeric N88D 4hr,,30162.19531,28350.41406,25953.3125,18043.92969,12076.86035,5829.391113,4963.615234,3375.911133,3172.654053,2778.894531,2231.977783,2427.82666,,IL2-060 dimeric 4 hr,,27796.20508,27028.87305,24897.82422,25256.36719,20827.05469,26132.35156,20572.39453,25661.69141,22693.25195,15563.75293,5391.563477,4896.623047,,IL2-062 monomeric 4 hr,,36337.05078,37225.14844,37535.99219,38525.30859,36199.85156,33543.5,29810.66406,26779.39648,16568.54297,9544.46582,8403.081055,5564.750977,,,16190.91992,14624.90527,14759.92773,15537.41895,13281.12207,10031.80176,7260.946777,4125.126465,2468.18457,1930.08667,2325.110596,1893.717651,
IL2-060 monomeric 2 hr,,32081.71484,35709.29297,32122.81836,35779.51172,26706.87891,28009.4707,17186.43555,5531.536133,2499.690186,2898.150879,2605.766113,2032.66748,,Cterm monomeric WT 2hr,,24612.07813,22639.0918,25631.86914,20901.57031,20110.80859,18234.17969,11889.29102,4491.889648,1902.450195,1744.29834,1585.822754,1459.610352,,Cterm monomeric V91K 2hr,,19717.33203,18175.20703,15544.3418,12467.88086,2989.806152,4070.613525,2182.836426,1722.446045,1449.44397,1464.829102,1568.013428,1166.706421,,IL2-109 monomeric 2 hr,,23958.54688,23090.38086,22523.57031,16806.84766,11487.68262,4580.947266,2737.247314,2583.133301,2071.221924,1972.614502,2360.152588,1824.098022,,IL2-110 monomeric 2 hr,,35874.21875,29533.75781,10575.33008,7043.634766,3637.767822,2749.399414,2734.275146,2698.12793,2424.59375,2601.625488,2551.478027,2354.667969,,Cterm monomeric N88D 2hr,,26454.32422,23173.18164,10579.11133,4534.646484,3601.56665,2954.819824,2344.760986,2189.667725,2770.989014,2784.246826,2176.999512,2567.904297,,IL2-060 dimeric 2 hr,,33134.05469,33053.01953,31332.56055,29644.31055,24382.00586,31543.36523,23513.35156,23520.13281,15881.62891,6489.082031,2070.902344,2045.020508,,IL2-062 monomeric 2 hr,,40503.05469,41749.70703,39697.62891,37673.81641,35633.51563,25841.38867,21356.64453,10142.0957,10020.76953,6825.100586,6565.573242,8121.094727,,,18821.31055,17152.4043,15322.43945,13574.4082,7010.015137,3308.010742,2677.258301,2122.956543,2073.24707,1802.686279,2101.789063,1925.303833,
IL2-060 monomeric 1 hr,,37354.04688,37748.91797,36665.17188,37072.76172,28421.68555,30589.16602,8612.255859,4038.156982,3566.95459,2098.328613,2214.692871,1810.1521,,Cterm monomeric WT 1hr,,23145.43359,19186.55664,20880.71289,19358.875,15337.75488,11595.48242,6190.002441,2463.044189,1623.64209,1318.395142,1441.942627,1558.67627,,Cterm monomeric V91K 1hr,,18135.53711,18679.5957,10427.9375,4680.821777,2235.388428,1753.070557,1752.631104,1608.18811,1557.687256,1518.095093,1461.112793,1208.941528,,IL2-109 monomeric 1 hr,,27248.47461,23838.59766,22442.38281,12421.97949,3936.724609,2225.625977,2352.938965,2547.775391,2004.959351,1969.478027,1911.556641,1807.776123,,IL2-110 monomeric 1 hr,,38037.08984,32264.7207,4858.530273,5388.884766,3199.844238,3014.473145,3168.871826,2920.20166,2896.727051,3404.321777,2567.2771,2317.685547,,Cterm monomeric N88D 1hr,,30618.23438,23957.66016,3906.769531,4323.195313,2902.228027,2359.243408,2451.896973,2487.614014,2336.359375,2816.438721,2303.743408,2732.313477,,IL2-060 dimeric 1 hr,,35094.26563,34981.375,35028.01953,34745.625,25250.73438,31751.87891,25581.07813,25875.97852,14804.53516,6258.708008,2434.151367,2795.704102,,IL2-062 monomeric 1 hr,,44449.48047,41409.05078,38517.39844,36357.875,24811.91406,14548.80078,17954.83789,9668.280273,10145.61719,7730.27832,7774.15918,7922.071289,,,19022.82813,19380.14844,13889.63672,8693.923828,3354.256348,2213.270996,1966.217041,2031.090698,1981.557495,1863.409302,1916.83374,1903.807495,
IL2-060 monomeric 30 min,,33800.71094,38829.55469,34139.67188,35602.78906,24765.51758,31989.69727,10601.41797,8774.289063,2665.33374,2680.043701,2269.393799,2568.927979,,Cterm monomeric WT 30min,,23159.60938,22357.58008,20312.73242,17966.86328,15968.87695,12543.15039,3730.277588,1886.815063,1661.467529,1552.150757,1257.759521,1212.351807,,Cterm monomeric V91K 30min,,24384.53516,23161.00586,7591.619141,3224.47998,2314.416016,2583.683838,1692.936523,1982.343506,1584.588135,2177.90625,1503.375,1616.833496,,IL2-109 monomeric 30 min,,29524.07617,24603.33203,19953.95313,12664.09961,3466.469727,2461.394531,2803.967285,2113.522949,2378.054199,2073.775391,2098.861816,1812.12915,,IL2-110 monomeric 30 min,,44187.17969,36931.32422,5562.719727,3726.046387,3615.428711,3258.894775,2904.540527,2925.556641,3535.808105,3073.61084,2580.660645,2428.942139,,Cterm monomeric N88D 30min,,33378.34375,21728.47461,3233.689941,2487.517334,2756.832031,2653.109619,2513.986816,2715.675049,2341.682373,2404.84375,2216.584473,2016.793091,,IL2-060 dimeric 30 min,,38034.03125,39357.19531,37372.98047,38648.28906,35219.72266,35064.88672,29516.72852,15216.63672,4722.861328,3497.048096,3081.311279,3122.087891,,IL2-062 monomeric 30 min,,38270.72656,33571.65234,35323.58594,34784.19922,30711.70703,14458.74023,11819.91699,7594.90332,9103.21582,8124.668945,7483.682617,6210.985352,,,17954.53906,19965.21875,6036.791992,4677.871582,2727.274902,2347.51416,2303.729004,2400.045898,1889.758789,1641.259155,1785.610596,1419.113037,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Naive Treg,,,,,,,,,,,,,,,Naive Treg,,,,,,,,,,,,,,,Naive Treg,,,,,,,,,,,,,,,Naive Treg,,,,,,,,,,,,,,,Naive Treg,,,,,,,,,,,,,,,Naive Treg,,,,,,,,,,,,,,,Naive Treg,,,,,,,,,,,,,,,Naive Treg,,,,,,,,,,,,,,Naive Treg,,,,,,,,,,,,,
