Ligand,Date,Cell,Dose,Variance,Mean,Skew,Kurtosis,alphStatCov,Time,Bivalent
F42Q N-Term,12/5/2019,Thelper,84.0,77525016.0,3506.977,3.4039013,14.587353,782938.8193053338,1.0,0
F42Q N-Term,12/5/2019,Thelper,28.0,44308700.0,1866.6875,4.336244,25.406229,508837.1843573486,1.0,0
F42Q N-Term,12/5/2019,Thelper,9.333333,7451103.5,0.0,11.3452835,274.1067,-43869.53436420036,1.0,0
F42Q N-Term,12/5/2019,Thelper,3.111,6073175.0,33.1167,7.6037736,157.31384,-41997.26379831316,1.0,0
F42Q N-Term,12/5/2019,Thelper,1.037037,4556291.5,0.0,3.1711907,21.143085,-62120.5221831993,1.0,0
F42Q N-Term,12/5/2019,Thelper,0.345679,6383184.0,0.0,6.8105183,119.21375,-51492.58129578118,1.0,0
F42Q N-Term,12/5/2019,Thelper,0.115226,7771100.0,0.0,12.445827,345.50827,-58612.89063016058,1.0,0
F42Q N-Term,12/5/2019,Thelper,0.038409,6986188.0,0.0,9.395135,234.27434,-75811.13223651928,1.0,0
F42Q N-Term,12/5/2019,Thelper,0.012803,7473222.0,0.0,6.1050653,74.95548,-71692.70451643632,1.0,0
F42Q N-Term,12/5/2019,Thelper,0.004268,6731119.5,0.0,5.6200066,71.75143,-62303.144658646466,1.0,0
F42Q N-Term,12/5/2019,Thelper,0.001423,5421257.0,0.0,6.9314113,141.64453,-66732.06714354336,1.0,0
F42Q N-Term,12/5/2019,Thelper,0.000474,5137436.5,0.0,3.5510707,33.37198,-76870.70868565021,1.0,0
F42Q N-Term,12/5/2019,Thelper,84.0,83474920.0,3579.4087,3.4727,14.983934,777546.8031301943,0.5,0
F42Q N-Term,12/5/2019,Thelper,28.0,24421458.0,755.4868,5.639528,50.76334,270351.3250870477,0.5,0
F42Q N-Term,12/5/2019,Thelper,9.333333,4925745.5,0.0,8.883008,214.42618,-51278.67788605019,0.5,0
F42Q N-Term,12/5/2019,Thelper,3.111,4661489.0,0.0,3.9667163,33.215397,-71004.19575036394,0.5,0
F42Q N-Term,12/5/2019,Thelper,1.037037,5487826.0,0.0,11.40033,351.36807,-56086.4010061362,0.5,0
F42Q N-Term,12/5/2019,Thelper,0.345679,6358559.0,0.0,8.565434,168.22812,-72415.57119856599,0.5,0
F42Q N-Term,12/5/2019,Thelper,0.115226,7487502.5,0.0,11.730622,298.1105,-59961.910511476,0.5,0
F42Q N-Term,12/5/2019,Thelper,0.038409,5356986.0,0.0,4.3453884,42.056896,-52533.396620864085,0.5,0
F42Q N-Term,12/5/2019,Thelper,0.012803,5164511.0,0.0,6.5566807,128.12257,-58660.800128699244,0.5,0
F42Q N-Term,12/5/2019,Thelper,0.004268,6107944.0,0.0,4.4966497,39.1184,-74439.72164004952,0.5,0
F42Q N-Term,12/5/2019,Thelper,0.001423,18579740.0,0.0,8.277968,96.37313,-46927.848694921566,0.5,0
F42Q N-Term,12/5/2019,Thelper,0.000474,45722984.0,405.15527,7.7316113,69.15399,-62389.70071217329,0.5,0
N88D C-term,12/5/2019,Thelper,84.0,214722320.0,10703.244,1.4522579,1.8905187,1221376.531952768,4.0,0
N88D C-term,12/5/2019,Thelper,28.0,198876130.0,9943.334,1.6132406,2.7107182,1048072.8059018025,4.0,0
N88D C-term,12/5/2019,Thelper,9.333333,90650290.0,5230.546,2.245255,6.015666,511734.1618876503,4.0,0
N88D C-term,12/5/2019,Thelper,3.111,34136804.0,2202.8176,3.1714456,13.895348,99775.79955948268,4.0,0
N88D C-term,12/5/2019,Thelper,1.037037,9472442.0,225.24585,4.298083,36.851543,-29969.391155177458,4.0,0
N88D C-term,12/5/2019,Thelper,0.345679,7410163.5,104.77954,5.209198,54.803547,-44039.28408194894,4.0,0
N88D C-term,12/5/2019,Thelper,0.115226,4739162.0,0.0,4.487522,57.686993,-57967.77214373505,4.0,0
N88D C-term,12/5/2019,Thelper,0.038409,6828435.0,0.0,7.510864,107.689804,-80811.72231818955,4.0,0
N88D C-term,12/5/2019,Thelper,0.012803,6102384.5,0.0,13.094895,375.8927,-72227.42887385028,4.0,0
N88D C-term,12/5/2019,Thelper,0.004268,4595321.5,0.0,4.3466835,49.988243,-60294.416286674415,4.0,0
N88D C-term,12/5/2019,Thelper,0.001423,4878157.0,0.0,4.015996,41.029892,-56025.60823549135,4.0,0
N88D C-term,12/5/2019,Thelper,0.000474,6879644.0,72.315186,7.429824,120.50102,-48616.2918221328,4.0,0
N88D C-term,12/5/2019,Thelper,84.0,212624050.0,10562.033,1.539081,2.2203946,771386.7377940601,2.0,0
N88D C-term,12/5/2019,Thelper,28.0,94654190.0,6162.092,1.874356,3.9087424,299400.6154069014,2.0,0
N88D C-term,12/5/2019,Thelper,9.333333,8397106.0,467.66333,3.706294,25.474575,-52435.339510276346,2.0,0
N88D C-term,12/5/2019,Thelper,3.111,6624036.5,286.1775,4.0818624,34.284782,-26498.25373590672,2.0,0
N88D C-term,12/5/2019,Thelper,1.037037,5995428.5,5.3623047,5.6160116,73.160255,-38580.46398268853,2.0,0
N88D C-term,12/5/2019,Thelper,0.345679,4605775.0,0.0,5.203659,82.26739,-43561.7822496883,2.0,0
N88D C-term,12/5/2019,Thelper,0.115226,3447856.2,0.0,1.7054085,6.603614,-39958.621147313504,2.0,0
N88D C-term,12/5/2019,Thelper,0.038409,4214822.0,0.0,3.662973,38.966705,-43300.32293637532,2.0,0
N88D C-term,12/5/2019,Thelper,0.012803,5851758.5,0.0,6.0651717,84.29596,-57068.782635312404,2.0,0
N88D C-term,12/5/2019,Thelper,0.004268,5554572.5,0.0,11.843484,393.42603,-44776.87290371139,2.0,0
N88D C-term,12/5/2019,Thelper,0.001423,3717222.5,0.0,2.326376,12.256621,-68933.41117209679,2.0,0
N88D C-term,12/5/2019,Thelper,0.000474,4399646.5,0.0,2.8618178,21.732254,-38233.25727987343,2.0,0
N88D C-term,12/5/2019,Thelper,84.0,244990190.0,13297.656,1.1537818,0.83811593,615460.0411934699,1.0,0
N88D C-term,12/5/2019,Thelper,28.0,136291780.0,8107.3096,1.7572225,3.3403664,394642.3630000976,1.0,0
N88D C-term,12/5/2019,Thelper,9.333333,5626866.5,383.51196,3.7187061,32.131035,-38884.590014924725,1.0,0
N88D C-term,12/5/2019,Thelper,3.111,5075085.0,511.02026,2.639105,16.894014,-44902.62426263477,1.0,0
N88D C-term,12/5/2019,Thelper,1.037037,4234771.5,129.82837,2.2354963,11.327718,-27128.79789900682,1.0,0
N88D C-term,12/5/2019,Thelper,0.345679,4650648.0,237.63794,2.6839547,18.564104,-48088.46631957641,1.0,0
N88D C-term,12/5/2019,Thelper,0.115226,4258957.0,17.310303,3.3697171,37.93014,-37955.428904781766,1.0,0
N88D C-term,12/5/2019,Thelper,0.038409,5063760.5,0.0,5.72521,83.54368,-39803.71294195632,1.0,0
N88D C-term,12/5/2019,Thelper,0.012803,6491471.5,248.72974,8.384564,198.44421,-44726.34094710949,1.0,0
N88D C-term,12/5/2019,Thelper,0.004268,7531685.5,233.22339,8.100778,154.29715,-44341.653755510044,1.0,0
N88D C-term,12/5/2019,Thelper,0.001423,14619099.0,116.446045,8.583909,107.65587,-35324.005470749566,1.0,0
N88D C-term,12/5/2019,Thelper,0.000474,31068922.0,224.75854,7.4982276,69.23913,-12438.218947361875,1.0,0
N88D C-term,12/5/2019,Thelper,84.0,392439230.0,18740.477,0.92384547,0.13311625,1289535.9074433576,0.5,0
N88D C-term,12/5/2019,Thelper,28.0,200126830.0,10818.144,1.5935044,2.4200077,692268.303001562,0.5,0
N88D C-term,12/5/2019,Thelper,9.333333,5914668.0,768.37964,4.4660587,62.337685,-27158.78444011496,0.5,0
N88D C-term,12/5/2019,Thelper,3.111,5863479.0,549.9475,3.0003839,20.504747,-29932.19005922412,0.5,0
N88D C-term,12/5/2019,Thelper,1.037037,6374356.0,676.68286,2.9540653,24.189133,-18344.507324975635,0.5,0
N88D C-term,12/5/2019,Thelper,0.345679,4960679.0,514.69556,2.218207,11.402742,-54200.01301619412,0.5,0
N88D C-term,12/5/2019,Thelper,0.115226,4808430.0,308.32935,3.0603905,27.972164,-48444.069772550974,0.5,0
N88D C-term,12/5/2019,Thelper,0.038409,4594639.5,302.01733,2.2313108,10.163496,-45294.03690567395,0.5,0
N88D C-term,12/5/2019,Thelper,0.012803,5592004.0,423.29468,5.8834686,126.82709,-18642.517633064694,0.5,0
N88D C-term,12/5/2019,Thelper,0.004268,6332260.5,393.59155,6.994943,129.52124,-44987.903283866355,0.5,0
N88D C-term,12/5/2019,Thelper,0.001423,6789346.5,140.09253,9.830273,281.88776,-38377.06160352474,0.5,0
N88D C-term,12/5/2019,Thelper,0.000474,8030763.5,8.051514,6.8250403,93.25948,-27347.902987152615,0.5,0
WT N-term,11/8/2019,NK,84.0,4224558.5,1739.3438,1.1642618,1.7831812,0,4.0,0
WT N-term,11/8/2019,NK,28.0,4399747.0,1384.5967,1.2275647,1.6160674,0,4.0,0
WT N-term,11/8/2019,NK,9.333333,9408299.0,1414.334,5.573889,62.77632,0,4.0,0
WT N-term,11/8/2019,NK,3.111,9758917.0,1015.2881,9.748313,181.09563,0,4.0,0
WT N-term,11/8/2019,NK,1.037037,4900337.0,420.06006,2.0798779,4.7618074,0,4.0,0
WT N-term,11/8/2019,NK,0.345679,21013506.0,466.27563,12.554547,208.71687,0,4.0,0
WT N-term,11/8/2019,NK,0.115226,21603782.0,624.4729,13.181108,235.57971,0,4.0,0
WT N-term,11/8/2019,NK,0.038409,4249666.5,0.0,2.6436176,8.5860815,0,4.0,0
WT N-term,11/8/2019,NK,0.012803,3507715.8,0.0,2.4669807,7.957959,0,4.0,0
WT N-term,11/8/2019,NK,0.004268,3869040.2,0.0,2.3870144,6.811681,0,4.0,0
WT N-term,11/8/2019,NK,0.001423,3976171.5,0.0,2.42246,7.245804,0,4.0,0
WT N-term,11/8/2019,NK,0.000474,8221060.0,52.224365,7.430214,98.54442,0,4.0,0
WT N-term,11/8/2019,NK,84.0,4842157.5,1851.7573,1.0815746,1.2260056,0,2.0,0
WT N-term,11/8/2019,NK,28.0,4595072.5,1429.0825,1.1714247,1.3419065,0,2.0,0
WT N-term,11/8/2019,NK,9.333333,17249224.0,494.61548,10.92361,170.83096,0,2.0,0
WT N-term,11/8/2019,NK,3.111,6020061.0,139.25635,4.2988477,41.209633,0,2.0,0
WT N-term,11/8/2019,NK,1.037037,5623184.5,156.98071,3.0680919,17.806149,0,2.0,0
WT N-term,11/8/2019,NK,0.345679,7017783.5,50.19922,8.072582,124.13051,0,2.0,0
WT N-term,11/8/2019,NK,0.115226,8814116.0,52.926025,6.4106836,69.80631,0,2.0,0
WT N-term,11/8/2019,NK,0.038409,6029304.0,4.803467,6.5637946,93.695114,0,2.0,0
WT N-term,11/8/2019,NK,0.012803,12574690.0,0.0,18.73861,475.6607,0,2.0,0
WT N-term,11/8/2019,NK,0.004268,3354896.0,0.0,2.404306,8.015044,0,2.0,0
WT N-term,11/8/2019,NK,0.001423,6934919.0,24.273926,10.590629,175.4637,0,2.0,0
WT N-term,11/8/2019,NK,0.000474,8396147.0,42.02539,17.037498,438.8234,0,2.0,0
WT N-term,11/8/2019,NK,84.0,7357836.0,2390.4004,2.0884423,8.71894,0,1.0,0
WT N-term,11/8/2019,NK,28.0,19531120.0,1854.0688,8.998239,103.19255,0,1.0,0
WT N-term,11/8/2019,NK,9.333333,4958143.0,106.22241,1.9927148,4.0025496,0,1.0,0
WT N-term,11/8/2019,NK,3.111,24728606.0,431.81128,13.188844,229.4573,0,1.0,0
WT N-term,11/8/2019,NK,1.037037,4613050.0,0.0,2.135892,4.7373433,0,1.0,0
WT N-term,11/8/2019,NK,0.345679,6265659.0,0.0,4.870712,47.679737,0,1.0,0
WT N-term,11/8/2019,NK,0.115226,11905776.0,0.0,12.3784075,217.72583,0,1.0,0
WT N-term,11/8/2019,NK,0.038409,10482401.0,12.009277,13.663085,288.98303,0,1.0,0
WT N-term,11/8/2019,NK,0.012803,15491397.0,47.7688,17.474743,412.87964,0,1.0,0
WT N-term,11/8/2019,NK,0.004268,4159892.2,6.422119,2.3561697,6.192233,0,1.0,0
WT N-term,11/8/2019,NK,0.001423,4375994.5,0.0,2.5253196,7.716094,0,1.0,0
WT N-term,11/8/2019,NK,0.000474,4534733.0,0.0,2.140019,4.881301,0,1.0,0
WT N-term,11/8/2019,NK,84.0,3284813.5,1800.2563,0.9161006,1.5479679,0,0.5,0
WT N-term,11/8/2019,NK,28.0,4468732.5,1684.8135,1.1357512,1.3585339,0,0.5,0
WT N-term,11/8/2019,NK,9.333333,6457020.5,383.1267,1.9977187,4.670899,0,0.5,0
WT N-term,11/8/2019,NK,3.111,10041721.0,316.08057,7.3753,97.157646,0,0.5,0
WT N-term,11/8/2019,NK,1.037037,11887172.0,225.44556,11.27854,187.5509,0,0.5,0
WT N-term,11/8/2019,NK,0.345679,4654042.0,0.0,2.098745,4.8597717,0,0.5,0
WT N-term,11/8/2019,NK,0.115226,4648528.5,0.0,3.786135,25.683908,0,0.5,0
WT N-term,11/8/2019,NK,0.038409,11782875.0,91.291504,12.241754,222.465,0,0.5,0
WT N-term,11/8/2019,NK,0.012803,12953568.0,0.0,17.438322,390.018,0,0.5,0
WT N-term,11/8/2019,NK,0.004268,3613639.0,0.0,2.3043892,6.3959866,0,0.5,0
WT N-term,11/8/2019,NK,0.001423,5778127.5,0.0,5.27711,59.764572,0,0.5,0
WT N-term,11/8/2019,NK,0.000474,14804796.0,109.1814,14.954268,312.60315,0,0.5,0
WT N-term,11/8/2019,NK,84.0,5870548.0,1276.5894,1.4657677,2.2944446,0,4.0,1
WT N-term,11/8/2019,NK,28.0,4833700.0,967.86475,1.6487627,3.7974238,0,4.0,1
WT N-term,11/8/2019,NK,9.333333,4038099.5,1018.9575,1.5857953,3.6056418,0,4.0,1
WT N-term,11/8/2019,NK,3.111,27578784.0,1228.2568,9.11884,98.00473,0,4.0,1
WT N-term,11/8/2019,NK,1.037037,8617570.0,881.47266,6.137235,63.56913,0,4.0,1
WT N-term,11/8/2019,NK,0.345679,6283411.5,690.1616,1.6489847,2.21283,0,4.0,1
WT N-term,11/8/2019,NK,0.115226,11648858.0,116.04639,13.047535,257.7952,0,4.0,1
WT N-term,11/8/2019,NK,0.038409,8060638.5,47.016357,9.691861,161.8464,0,4.0,1
WT N-term,11/8/2019,NK,0.012803,4779069.0,0.0,4.6042633,41.853687,0,4.0,1
WT N-term,11/8/2019,NK,0.004268,5066712.5,0.0,3.1197028,15.765226,0,4.0,1
WT N-term,11/8/2019,NK,0.001423,4154910.0,0.0,2.25309,5.599842,0,4.0,1
WT N-term,11/8/2019,NK,0.000474,4242325.5,0.0,1.8453134,3.4071422,0,4.0,1
WT N-term,11/8/2019,NK,84.0,6225968.0,1787.7798,1.0562589,0.9241853,0,2.0,1
WT N-term,11/8/2019,NK,28.0,18288454.0,1751.6685,10.080932,141.62152,0,2.0,1
WT N-term,11/8/2019,NK,9.333333,4580946.0,910.7456,1.8792677,4.676691,0,2.0,1
WT N-term,11/8/2019,NK,3.111,5023189.5,228.70581,2.2021277,5.2347975,0,2.0,1
WT N-term,11/8/2019,NK,1.037037,5361055.0,386.08423,1.7905234,2.800727,0,2.0,1
WT N-term,11/8/2019,NK,0.345679,5556963.0,98.861084,2.3734815,6.009424,0,2.0,1
WT N-term,11/8/2019,NK,0.115226,11514574.0,7.8881836,10.249267,168.57883,0,2.0,1
WT N-term,11/8/2019,NK,0.038409,8746793.0,0.0,9.23826,135.58992,0,2.0,1
WT N-term,11/8/2019,NK,0.012803,8293406.0,0.0,7.2069206,89.46316,0,2.0,1
WT N-term,11/8/2019,NK,0.004268,4218869.0,0.0,2.3574443,6.5189505,0,2.0,1
WT N-term,11/8/2019,NK,0.001423,4570881.0,0.0,2.6914668,8.540073,0,2.0,1
WT N-term,11/8/2019,NK,0.000474,5512915.5,21.633545,2.0185819,4.0523267,0,2.0,1
WT N-term,11/8/2019,NK,84.0,5167771.5,1699.7988,1.3632597,1.8861742,0,1.0,1
WT N-term,11/8/2019,NK,28.0,23108868.0,2214.2705,7.918168,88.05834,0,1.0,1
WT N-term,11/8/2019,NK,9.333333,6387138.0,1387.4204,1.5240449,2.0930724,0,1.0,1
WT N-term,11/8/2019,NK,3.111,7692736.5,538.6655,2.8051944,13.613327,0,1.0,1
WT N-term,11/8/2019,NK,1.037037,15029630.0,575.9927,5.5207357,44.390484,0,1.0,1
WT N-term,11/8/2019,NK,0.345679,6474433.5,308.47705,2.0881045,4.272309,0,1.0,1
WT N-term,11/8/2019,NK,0.115226,5062190.5,64.0354,2.150121,4.903866,0,1.0,1
WT N-term,11/8/2019,NK,0.038409,4843208.5,17.772217,2.0242312,4.1905465,0,1.0,1
WT N-term,11/8/2019,NK,0.012803,9081285.0,0.0,11.664307,203.31584,0,1.0,1
WT N-term,11/8/2019,NK,0.004268,5600215.0,0.0,3.5778818,21.356245,0,1.0,1
WT N-term,11/8/2019,NK,0.001423,9075223.0,57.23242,9.15311,137.80475,0,1.0,1
WT N-term,11/8/2019,NK,0.000474,5329248.5,0.0,1.9713583,3.4958296,0,1.0,1
WT N-term,11/8/2019,NK,84.0,5253715.0,2221.5571,1.3031389,1.9145846,0,0.5,1
WT N-term,11/8/2019,NK,28.0,8164691.5,2017.2563,2.8457012,16.069378,0,0.5,1
WT N-term,11/8/2019,NK,9.333333,7696265.0,1360.9639,3.0136015,17.704018,0,0.5,1
WT N-term,11/8/2019,NK,3.111,13666066.0,672.7302,7.711761,95.269295,0,0.5,1
WT N-term,11/8/2019,NK,1.037037,17869592.0,860.4287,7.092618,72.69077,0,0.5,1
WT N-term,11/8/2019,NK,0.345679,26440750.0,750.8074,9.130818,106.28626,0,0.5,1
WT N-term,11/8/2019,NK,0.115226,17856040.0,216.49585,12.206179,211.92763,0,0.5,1
WT N-term,11/8/2019,NK,0.038409,18631066.0,247.94287,14.38985,270.36285,0,0.5,1
WT N-term,11/8/2019,NK,0.012803,7632135.0,81.46484,7.0008936,88.10441,0,0.5,1
WT N-term,11/8/2019,NK,0.004268,11573715.0,37.012207,11.432006,206.64503,0,0.5,1
WT N-term,11/8/2019,NK,0.001423,5411058.0,117.48218,2.080001,4.194039,0,0.5,1
WT N-term,11/8/2019,NK,0.000474,18068326.0,224.93091,10.384132,150.74512,0,0.5,1
WT N-term,11/8/2019,CD8,84.0,16292929.0,3406.7742,2.3675268,8.318046,0,4.0,0
WT N-term,11/8/2019,CD8,28.0,15602993.0,2273.0642,7.0836334,116.235405,0,4.0,0
WT N-term,11/8/2019,CD8,9.333333,8832179.0,1457.69,4.1188,32.439884,0,4.0,0
WT N-term,11/8/2019,CD8,3.111,9518724.0,978.4243,4.414286,33.972095,0,4.0,0
WT N-term,11/8/2019,CD8,1.037037,7752009.5,857.3882,3.5524673,20.607185,0,4.0,0
WT N-term,11/8/2019,CD8,0.345679,7625908.5,755.9392,3.6597657,21.298643,0,4.0,0
WT N-term,11/8/2019,CD8,0.115226,7648701.5,549.33105,9.478247,201.04654,0,4.0,0
WT N-term,11/8/2019,CD8,0.038409,4600339.5,354.32104,3.3186133,19.464962,0,4.0,0
WT N-term,11/8/2019,CD8,0.012803,5925003.5,387.51245,3.4781175,19.6379,0,4.0,0
WT N-term,11/8/2019,CD8,0.004268,3415360.2,239.53076,2.944574,17.22635,0,4.0,0
WT N-term,11/8/2019,CD8,0.001423,3545777.8,242.12451,2.9613194,17.795452,0,4.0,0
WT N-term,11/8/2019,CD8,0.000474,4557512.5,214.45825,8.856804,215.6069,0,4.0,0
WT N-term,11/8/2019,CD8,84.0,12912295.0,2548.7053,4.0923433,36.689507,0,2.0,0
WT N-term,11/8/2019,CD8,28.0,7397321.5,1673.7236,3.0450413,16.39186,0,2.0,0
WT N-term,11/8/2019,CD8,9.333333,6589260.5,722.4353,3.3766477,17.862656,0,2.0,0
WT N-term,11/8/2019,CD8,3.111,5650987.0,422.9541,3.6517563,21.373474,0,2.0,0
WT N-term,11/8/2019,CD8,1.037037,5925084.0,592.2737,3.6744676,22.917439,0,2.0,0
WT N-term,11/8/2019,CD8,0.345679,4049080.5,240.78271,3.766121,25.281933,0,2.0,0
WT N-term,11/8/2019,CD8,0.115226,3376153.0,201.55981,2.789469,13.373724,0,2.0,0
WT N-term,11/8/2019,CD8,0.038409,3301859.2,52.830322,5.2296844,61.814514,0,2.0,0
WT N-term,11/8/2019,CD8,0.012803,3378621.8,79.688965,6.4905105,98.359604,0,2.0,0
WT N-term,11/8/2019,CD8,0.004268,2717085.5,14.912109,3.5556138,26.495123,0,2.0,0
WT N-term,11/8/2019,CD8,0.001423,2860569.0,50.357178,3.00936,16.6666,0,2.0,0
WT N-term,11/8/2019,CD8,0.000474,2436348.8,0.0,3.651543,30.061657,0,2.0,0
WT N-term,11/8/2019,CD8,84.0,14306320.0,3176.842,6.0057435,101.44984,0,1.0,0
WT N-term,11/8/2019,CD8,28.0,14144012.0,2209.2063,7.8580966,134.16512,0,1.0,0
WT N-term,11/8/2019,CD8,9.333333,5956313.0,696.7466,2.819994,11.945897,0,1.0,0
WT N-term,11/8/2019,CD8,3.111,4968955.0,470.72192,2.8756976,12.932383,0,1.0,0
WT N-term,11/8/2019,CD8,1.037037,5145181.5,469.32007,3.1237516,15.7145,0,1.0,0
WT N-term,11/8/2019,CD8,0.345679,6987386.5,379.24243,13.228782,371.46558,0,1.0,0
WT N-term,11/8/2019,CD8,0.115226,4651674.0,267.58032,7.7155533,150.00505,0,1.0,0
WT N-term,11/8/2019,CD8,0.038409,3368748.5,84.98877,8.7311945,224.41968,0,1.0,0
WT N-term,11/8/2019,CD8,0.012803,2367676.5,106.88428,2.198162,8.600825,0,1.0,0
WT N-term,11/8/2019,CD8,0.004268,3988359.2,94.65454,9.452087,215.02545,0,1.0,0
WT N-term,11/8/2019,CD8,0.001423,2898325.5,15.033936,3.720051,27.301605,0,1.0,0
WT N-term,11/8/2019,CD8,0.000474,2303491.5,0.0,3.6469133,26.566319,0,1.0,0
WT N-term,11/8/2019,CD8,84.0,10438206.0,3004.0505,1.6346277,3.9200792,0,0.5,0
WT N-term,11/8/2019,CD8,28.0,7540424.5,1949.3369,2.6642766,12.051417,0,0.5,0
WT N-term,11/8/2019,CD8,9.333333,6751977.5,614.6885,3.7410011,20.67854,0,0.5,0
WT N-term,11/8/2019,CD8,3.111,5218219.0,320.08765,5.925952,79.03973,0,0.5,0
WT N-term,11/8/2019,CD8,1.037037,8216293.0,349.19434,17.83319,557.44025,0,0.5,0
WT N-term,11/8/2019,CD8,0.345679,7201554.5,227.4773,14.878199,359.79266,0,0.5,0
WT N-term,11/8/2019,CD8,0.115226,5593228.5,288.86792,13.998176,392.48694,0,0.5,0
WT N-term,11/8/2019,CD8,0.038409,3797747.5,214.69604,3.468625,21.690624,0,0.5,0
WT N-term,11/8/2019,CD8,0.012803,3676150.5,0.0,9.182785,190.07791,0,0.5,0
WT N-term,11/8/2019,CD8,0.004268,4584566.5,42.313232,17.160492,613.5049,0,0.5,0
WT N-term,11/8/2019,CD8,0.001423,2848809.0,0.0,6.3787427,101.13876,0,0.5,0
WT N-term,11/8/2019,CD8,0.000474,3076422.5,0.0,11.778234,272.58194,0,0.5,0
WT N-term,11/8/2019,CD8,84.0,13894944.0,2509.5566,4.2573433,36.78301,0,4.0,1
WT N-term,11/8/2019,CD8,28.0,17736454.0,2334.6138,6.920154,104.61412,0,4.0,1
WT N-term,11/8/2019,CD8,9.333333,11976824.0,1946.8606,8.556835,169.2212,0,4.0,1
WT N-term,11/8/2019,CD8,3.111,7579713.5,1169.4504,4.3034945,35.781433,0,4.0,1
WT N-term,11/8/2019,CD8,1.037037,8565731.0,925.1565,3.858523,24.226753,0,4.0,1
WT N-term,11/8/2019,CD8,0.345679,5958560.5,551.57153,3.9860675,24.608494,0,4.0,1
WT N-term,11/8/2019,CD8,0.115226,6016161.0,569.947,3.6658585,20.973577,0,4.0,1
WT N-term,11/8/2019,CD8,0.038409,4914351.0,305.0078,3.788329,21.259068,0,4.0,1
WT N-term,11/8/2019,CD8,0.012803,4858650.5,255.13916,8.512619,170.89998,0,4.0,1
WT N-term,11/8/2019,CD8,0.004268,2723925.2,125.36133,3.0776985,16.502884,0,4.0,1
WT N-term,11/8/2019,CD8,0.001423,2558727.5,74.27344,4.646504,50.21277,0,4.0,1
WT N-term,11/8/2019,CD8,0.000474,2295359.0,0.0,3.1770191,16.870407,0,4.0,1
WT N-term,11/8/2019,CD8,84.0,13475148.0,2376.6167,9.191521,197.45306,0,2.0,1
WT N-term,11/8/2019,CD8,28.0,11210852.0,2013.116,7.0236635,110.56481,0,2.0,1
WT N-term,11/8/2019,CD8,9.333333,6486984.0,887.2407,5.5956326,70.47565,0,2.0,1
WT N-term,11/8/2019,CD8,3.111,5419467.0,482.67334,4.374909,34.55513,0,2.0,1
WT N-term,11/8/2019,CD8,1.037037,7641046.5,674.63257,4.8418994,45.653316,0,2.0,1
WT N-term,11/8/2019,CD8,0.345679,4437276.0,369.8806,3.3927872,18.54835,0,2.0,1
WT N-term,11/8/2019,CD8,0.115226,6148269.0,439.61646,9.128733,178.4133,0,2.0,1
WT N-term,11/8/2019,CD8,0.038409,2915132.2,154.8103,3.0621157,15.087776,0,2.0,1
WT N-term,11/8/2019,CD8,0.012803,4185331.2,169.1377,9.771588,214.97144,0,2.0,1
WT N-term,11/8/2019,CD8,0.004268,3076688.0,167.86182,3.4660752,20.580833,0,2.0,1
WT N-term,11/8/2019,CD8,0.001423,2774923.2,0.0,3.9093943,31.03677,0,2.0,1
WT N-term,11/8/2019,CD8,0.000474,2713281.8,0.0,5.52096,70.15181,0,2.0,1
WT N-term,11/8/2019,CD8,84.0,12653435.0,2803.5771,7.9502916,157.46274,0,1.0,1
WT N-term,11/8/2019,CD8,28.0,9804062.0,2171.2886,6.967637,124.683014,0,1.0,1
WT N-term,11/8/2019,CD8,9.333333,6506700.0,1273.5134,2.9031868,13.461185,0,1.0,1
WT N-term,11/8/2019,CD8,3.111,4060254.8,412.06177,3.8061512,25.660982,0,1.0,1
WT N-term,11/8/2019,CD8,1.037037,4943871.5,534.92456,3.2736006,16.608963,0,1.0,1
WT N-term,11/8/2019,CD8,0.345679,5317902.0,610.3269,3.9198275,28.938961,0,1.0,1
WT N-term,11/8/2019,CD8,0.115226,3523336.0,310.08887,3.7566056,27.924646,0,1.0,1
WT N-term,11/8/2019,CD8,0.038409,2921608.5,141.97192,3.5724409,25.187826,0,1.0,1
WT N-term,11/8/2019,CD8,0.012803,3062857.0,159.31543,3.8704138,27.263481,0,1.0,1
WT N-term,11/8/2019,CD8,0.004268,2338781.0,63.83716,3.676384,29.250538,0,1.0,1
WT N-term,11/8/2019,CD8,0.001423,2057031.9,21.720947,3.8804867,39.402473,0,1.0,1
WT N-term,11/8/2019,CD8,0.000474,2449756.0,33.14624,3.5195076,24.784382,0,1.0,1
WT N-term,11/8/2019,CD8,84.0,10071662.0,3350.1768,1.2082288,2.124228,0,0.5,1
WT N-term,11/8/2019,CD8,28.0,16055251.0,2754.6758,7.317491,112.12878,0,0.5,1
WT N-term,11/8/2019,CD8,9.333333,6773570.5,1337.7625,2.543006,9.769266,0,0.5,1
WT N-term,11/8/2019,CD8,3.111,8331002.0,1167.0508,2.347645,6.6503134,0,0.5,1
WT N-term,11/8/2019,CD8,1.037037,7627063.0,937.86304,3.2666335,18.789053,0,0.5,1
WT N-term,11/8/2019,CD8,0.345679,6537569.0,789.3137,3.329476,19.37352,0,0.5,1
WT N-term,11/8/2019,CD8,0.115226,2869304.2,249.47876,2.9791546,16.786615,0,0.5,1
WT N-term,11/8/2019,CD8,0.038409,3377718.8,185.19751,9.404301,221.9063,0,0.5,1
