k27rev_log____0,k33rev_log____0,scales_log____0,scales_log____1,k27rev__0,k33rev__0,scales__0,scales__1,Y_int,Y_cross,logp
-4.56271732804529,-0.7842030162862105,3.199699207022077,1.6915518446722282,0.010433668687536788,0.45648336665774164,24.52515209399181,5.427897426422644,0.3030326632283175,2.807487095923512,-1.2461404412669257
-4.051791010896796,-0.24927858531831348,2.5391776079724067,1.9988631457771984,0.01739119890304155,0.7793628240983701,12.669247597152133,7.380660592439789,0.2950684825957484,2.672738193360589,-0.42066801797865505
-3.7161339058037313,-1.6445169955229169,2.915916062287075,1.8712852846225723,0.02432783999048592,0.19310581124362092,18.46572040724064,6.496641068364076,0.2737597458846148,3.4714838584932926,-0.6568886831172716
-3.39697254149132,-1.6654353715155918,3.0383281799960407,1.0817423965658146,0.03347445924632482,0.1891083076862679,20.8703226298814,2.949814823143741,0.24828600996841468,3.2842826803193956,-0.704634217480276
-4.427414898493993,-3.628189602902424,3.3635357662589382,1.6838791704653469,0.011945329683089945,0.02656423271231802,28.891162897351336,5.386410299972334,0.269270598558239,3.786130051340882,-3.5508871483599975
-3.9681976362674796,-1.387767532749828,2.9579200532631904,1.6272451193020054,0.01890748060028363,0.24963197823868244,19.25787471643122,5.08983350240762,0.2506814217610139,3.23178741332886,0.24194211182160785
-3.488249465020078,-0.9146296257806531,2.672975048246062,0.794443516330944,0.030554311775172777,0.40066499459778154,14.48299276469101,2.213209039367154,0.2706676414781851,2.8450813543109152,-2.6946815809580906
-2.9915042301139483,-0.702949519976958,2.9470610240771955,1.048697647552654,0.050211849711301645,0.49512277345912287,19.049884224062264,2.853931871546486,0.26414185541637936,2.9074465823688813,-0.49195401316068743
-4.166462565007523,-0.5837333708300579,3.0558049771818996,1.8215330831375947,0.015507018284199765,0.5578119554324773,21.23827497441889,6.181327678703544,0.3087698974622906,2.77185248001626,-0.6299452803538514
-3.92874781626445,-0.2930868635925009,3.196153482442666,1.5127788683135743,0.019668285447059477,0.7459573413483881,24.438346644450714,4.539327477238091,0.3348859189420525,2.5345196257747924,-1.092661241679382
-5.084502005186987,-3.046025141343309,3.788763287212868,1.830733084453485,0.0061919698915210266,0.04754754404161258,44.20170165006629,6.238458299413563,0.3508803699620466,3.6398334250035473,-6.285498488106846
-3.297700209354298,-2.123348581050222,2.898023639075408,1.136113582172006,0.03696808857764752,0.11963036508130215,18.13826216945418,3.1146400200418713,0.2353669967541879,3.536209316937755,-1.076638500018058
-3.697423888414951,-1.0105523662838696,1.581910580810848,1.123730686701557,0.02478729914079233,0.364017852840189,4.8642404633626635,3.076309569015385,0.3657731729195162,3.300334972576223,-12.077199577150687
-5.204206354534194,0.6886921115835605,2.6083783993869147,1.8628585444713561,0.005493408530081436,1.9911096802454118,13.577016492925615,6.442125578752637,0.3859064503193204,1.9634456813281314,-4.2883631619635105
-3.317170714620804,0.6991152401941274,2.605105662043996,1.5282549559459404,0.03625526326800798,2.011971807966263,13.532655115208032,4.610124927794034,0.3651144622488397,2.0924522777809376,-1.9194031662441908
-3.7794884418398893,0.4417406348623911,2.2634185913494282,1.1511208171381502,0.022834369545891492,1.555412268396048,9.615905894020521,3.161734650879874,0.2624676131727625,2.1218496404687364,-0.03852386245133044
-2.9893570092778448,-1.1403548738896843,3.507161326742348,1.4307302196246838,0.050319781476419724,0.31970554653193556,33.353453717417544,4.181751674434518,0.3269142851697844,3.2013272812867855,-1.7468291060427035
-3.092899122252483,-0.48157394334956605,3.3163620779459326,1.7488717421618807,0.045370229711331596,0.6178102278551514,27.559907172577418,5.748113661760215,0.3671097600842287,2.877741406308564,-1.8665901928663562
-3.274335918210859,1.6169475669429303,1.6026905832209513,1.6549811462107575,0.037841991064055835,5.037689613406745,4.966376914509289,5.23298125972221,0.3519449981130545,1.7421970967012295,-4.074423171764097
-4.4408019798251726,-0.29764358355306597,3.348446321585949,1.8543174557252722,0.011786482207432435,0.7425659553077092,28.45848394556523,6.387337122075119,0.3945807196909021,2.542065731192177,-2.854258583704066
-4.315651364075752,0.3367277710585621,2.7416478486246407,1.5609934087500543,0.013357845830907752,1.4003577939246765,15.512526341704223,4.763551048727883,0.3279046370423784,2.154097661006934,-1.167977024306495
-3.828828220540656,-1.1565547707275956,2.6453879149771153,1.8675321728993892,0.021735069421716637,0.3145680752664387,14.088909322163097,6.472304146769132,0.26816886018980196,3.2494055172394507,-0.5377036199266669
-3.653029507382513,-1.7977052787607857,2.725636898177942,1.0329991692050777,0.025912507614071198,0.16567863863523796,15.266133804048575,2.809479315511569,0.2436722136911493,3.3246676716682884,-2.1919557178592086
-4.432064619730825,-0.2659660065137387,3.0040497284479923,1.6565835805362454,0.011889916158538709,0.7664651818818071,20.16704282044069,5.24137349072114,0.30866778550304996,2.5116452082370717,-0.830154864986004
-3.625038269248634,-2.553696003442417,3.501933128590461,1.1663003013021145,0.02664807751493767,0.07779360855339841,33.17953030154301,3.210094260338141,0.2839356758528833,3.4973428098543264,-2.279519680216067
-1.864131752353731,-1.416346657464429,2.5042864052946063,1.6605000234746141,0.15503075655601847,0.24259869603038658,12.234825143523143,5.2619412809146,0.3012898750272528,4.139893753680574,-5.123468558601511
-4.426282187892091,-1.5933064302825777,2.264585747728482,1.3331618236385867,0.01195886795068731,0.20325245939509035,9.627135712127206,3.793017299653863,0.25947640459886573,3.344986523812219,-4.698038510911875
-3.5354478644301306,-1.7124267612027406,3.179067605427938,1.6937658080562965,0.02914570074324718,0.1804274066728407,24.02434293896741,5.439927905182873,0.27253692197798224,3.4476641426364436,-0.30858658785485105
-4.526592553344875,-0.07887078151939853,2.4684880310750863,1.6290701812445372,0.01081747330807192,0.9241593351950104,11.804585185934702,5.099131245724644,0.25131968430216745,2.4437866955749317,0.34398127976355397
