kfwd_log____0,endo_log____0,activeEndo_log____0,kRec_log____0,kDeg_log____0,sortF_logodds____0,rxn_log____0,rxn_log____1,rxn_log____2,rxn_log____3,rxn_log____4,rxn_log____5,scales_log____0,scales_log____1,scales_log____2,scales_log____3,scales_log____4,scales_log____5,scales_log____6,scales_log____7,scales_log____8,scales_log____9,kfwd__0,endo__0,activeEndo__0,kRec__0,kDeg__0,sortF__0,rxn__0,rxn__1,rxn__2,rxn__3,rxn__4,rxn__5,scales__0,scales__1,scales__2,scales__3,scales__4,scales__5,scales__6,scales__7,scales__8,scales__9,Y_act_NK,Y_act_CD8+,Y_act_Naive CD8+,Y_act_Mem CD8+,Y_act_T-reg,Y_act_Naive Treg,Y_act_Mem Treg,Y_act_T-helper,Y_act_Naive Th,Y_act_Mem Th,logp
-4.40543559796478,-2.2523985883940876,-0.15013760736689521,-2.0649194931029315,-4.296683847063484,-1.076624354165757,0.4793953067462127,-1.152322478942031,0.00011232989440429766,-1.3718791007479523,-0.5670193063433797,-0.13332134043356736,4.089713592713336,4.2039531000713035,2.6018425252738053,4.528512993018764,3.9825746222971103,5.160010431774021,3.6938170571455107,4.8804104032641265,3.171138925419683,3.842588648792059,0.012210786262559415,0.10514671815561268,0.8605895448154741,0.1268285007260488,0.01361362911739187,0.254145357671025,1.6150974683067025,0.3159022404440547,1.000112336203643,0.2536299153225008,0.56721361150042,0.8751838149717788,59.7227842138285,66.95047052184286,13.488568180671896,92.62073095678993,53.65499790305638,174.16627245883058,40.1979925232511,131.68469662679632,23.834614752357016,46.64606857358432,86.97021122423382,136.02643929451838,145.45249350124362,135.48682762127342,58.84903238369041,54.207909373632056,49.54216939367512,195.64282902880922,203.65283315705474,145.4070206819089,-1457.819694593692
-4.463572335880344,-2.2410681861610957,0.03900933369721565,-2.567706883167825,-4.783561067876813,-2.9967928171082434,0.32257244840323646,-0.5337661325210803,-0.0037942506907389546,-1.1070973717648833,0.5554478770966997,0.1549670962922262,4.902808943936371,3.379721551863838,5.558346342722636,3.736801379677245,3.436169908531446,2.01103571463346,3.512643967956296,3.8056395765033924,3.7898823916225615,2.1372007321706117,0.011521132331494524,0.10634484759225453,1.0397801885983176,0.07671125175195767,0.008366153417828454,0.04757097347472675,1.3806749149292128,0.5863923744386658,0.996212938383156,0.3305169378733937,1.7427213349824067,1.167619541460871,134.6675224280209,29.362594015316983,259.393533456575,41.96354980456606,31.067737724244708,7.471051218660484,33.53682094643491,44.95399243787278,44.25119565861494,8.475678695886478,87.81881638542556,133.83418272642294,148.95622718911338,134.06120228772127,61.168481933733304,49.854338099419664,51.97667640661806,196.61618802456792,203.3611707837189,140.42973464026244,-1457.6250839185661
-4.387167034479335,-2.2561426731572816,0.11659364028173724,-2.372944957939148,-4.1680457200698235,-1.3927422579250655,0.5196334692030598,-1.43890592426329,-0.22190108017429924,-1.773097693452283,0.04046562264845249,-0.30615212014365006,4.762491707108341,4.145343808751624,3.0955099635227605,4.873792975048958,4.553447734571138,5.999378411729132,4.516375383988695,5.015134840680452,3.1497099141980867,3.135876563616509,0.01243590986800771,0.10475377599367448,1.1236627256351444,0.09320583444216879,0.015482487692690589,0.19897033183679072,1.6814112477360188,0.237187117447444,0.8009945946615606,0.16980616583055774,1.0412955121053231,0.7362746087375258,117.03718526824977,63.139326023356254,22.09850509604104,130.81615951030273,94.95923882930383,403.17810480721437,91.50333173186723,150.6764527115898,23.329296101702578,23.008795678205725,87.17193862778363,133.90393173343136,145.1743585780246,134.2952814445241,58.08946321989998,54.56367740776695,49.47085707337393,197.37329393660082,205.6232073205934,138.6202612303607,-1454.2904668305198
-4.387167034479335,-2.2561426731572816,0.11659364028173724,-2.372944957939148,-4.1680457200698235,-1.3927422579250655,0.5196334692030598,-1.43890592426329,-0.22190108017429924,-1.773097693452283,0.04046562264845249,-0.30615212014365006,4.762491707108341,4.145343808751624,3.0955099635227605,4.873792975048958,4.553447734571138,5.999378411729132,4.516375383988695,5.015134840680452,3.1497099141980867,3.135876563616509,0.01243590986800771,0.10475377599367448,1.1236627256351444,0.09320583444216879,0.015482487692690589,0.19897033183679072,1.6814112477360188,0.237187117447444,0.8009945946615606,0.16980616583055774,1.0412955121053231,0.7362746087375258,117.03718526824977,63.139326023356254,22.09850509604104,130.81615951030273,94.95923882930383,403.17810480721437,91.50333173186723,150.6764527115898,23.329296101702578,23.008795678205725,87.17193862778363,133.90393173343136,145.1743585780246,134.2952814445241,58.08946321989998,54.56367740776695,49.47085707337393,197.37329393660082,205.6232073205934,138.6202612303607,-1454.2904668305198
-4.725281636879368,-2.2183823588646816,0.08715876596581099,-2.3177113304806594,-4.3565123846584815,-3.2446304317069536,0.15887288860366092,-0.6762919187658476,0.557267433354996,-1.3990752363714132,0.18262183132642473,0.05060424675656321,4.448852505730591,3.411962752440643,4.409590006084902,4.096041668340377,2.62413174123227,2.1486074232874155,2.0738802286047884,4.918158851871537,4.244580378578292,4.9526278684127085,0.008868215941521424,0.1087849415658581,1.0910698907328764,0.0984987589396768,0.012823031555475763,0.03752031529300142,1.1721889386378446,0.5084990565948978,1.7458952011322826,0.24682511332064422,1.2003603835432564,1.0519065154819114,85.52874392743794,30.324705776466637,82.23574043836487,60.10191282107217,13.792593445439474,8.572911643609219,7.955632979195364,136.7506031467019,69.72649527317203,141.54644103253892,87.44895168131568,134.73974663903346,146.74900830261265,134.8980010308368,59.37700988344371,50.35179691660755,49.26069850421116,193.17398756100826,197.22680321656958,158.20742342556,-1455.073668287948
-4.5345913696154865,-2.3068776104162954,0.2055463453977321,-2.4617330766722203,-4.543259492935085,-2.1851888434380395,0.4537814912581666,-1.7409424644654017,-0.5368076033407813,-1.9728049272849768,-0.41523663792605237,0.10926602945411852,5.861671711439546,3.2185350743243,4.734560879776365,4.990100383563421,5.044696406622222,3.3310481862690997,4.635421805311929,5.1049085837047405,3.3956395564643236,2.1492746097319513,0.010731291462442939,0.0995716682262684,1.2281959008703898,0.08528701387699567,0.010638673297421224,0.10108844299575159,1.5742539716353925,0.17535505680403518,0.5846115886197373,0.13906623795798276,0.6601840376377148,1.1154590558372133,351.3109439269983,24.991482687624313,113.81346994709732,146.95117423783526,155.19717521081296,27.96764164260568,103.07138488495471,164.8290017861927,29.833727728180353,8.57863328253576,89.06923260368849,132.76307542682102,145.73875343206234,134.73536245877202,58.731271035423134,49.0058381987875,49.50882725279927,197.8166924717142,206.21072849361204,134.15162379181336,-1452.8654277234227
-4.556510375861578,-2.2039014512386816,-0.2216836099584097,-2.1732792780821324,-4.707880337717387,-1.7282356355363053,0.38444773156519163,-1.3616563953724188,0.5909250536548185,-1.5353639377963002,0.18349852136600217,-0.3994145811751038,2.4764247156969423,5.176704364883251,4.6389383668173645,4.076030037496472,4.071286885788422,5.291748380292818,2.5386391893417795,4.161227618400767,4.692008937840333,5.21983169826621,0.010498631371754408,0.11037170743254453,0.8011688060711979,0.11380380999762219,0.009023884913231523,0.15081340045701702,1.468802923915314,0.25623599712911677,1.8056579735711593,0.21537729296719726,1.2014131889599924,0.6707125788961462,11.89864723229132,177.0981971479058,103.43447979797459,58.911130020270996,58.632367223032816,198.69050847375718,12.662428074253633,64.15022627920375,109.07207888306984,184.9030619458946,89.32237234939086,139.48123967514374,147.03226309993826,134.72018431825205,58.985586110254616,54.35338517952048,48.91544107502337,196.03791482918402,206.5757504334124,152.26562945433886,-1459.5106356235096
-4.02937673766658,-2.3808838481994106,0.21584005474358145,-2.4313904235467563,-4.2531838875426144,-1.9229408330096571,0.9421419370923558,-1.1968805385108507,-0.4368794011029639,-0.4462690849791425,-0.15891266825076805,0.7722006818220954,5.117578994934238,2.431169686448363,3.8771003398449055,3.7098977995927633,4.739649264415201,3.302792892066658,4.296111949381689,4.840841762349602,3.1260725178356297,1.9275161855007557,0.017785411477010665,0.09246881298809202,1.240903886436816,0.08791450915776024,0.014218890414948816,0.12753398398953172,2.5654706141423382,0.30213524264848735,0.6460493395504928,0.6400115313994214,0.8530708558861745,2.1645244458326403,166.93073984657406,11.372176183889858,48.284004683839136,40.84963146467621,114.39407257127597,27.188467435944858,73.41380150746946,126.57585368715998,22.78431858192387,6.872419210412763,87.36410020571623,132.84208158134118,148.48005519215434,135.37642494793175,57.994636724568174,48.633092504596924,48.916944965069945,204.11049036100027,216.77258283821462,134.84822022174612,-1455.7998990332917
-4.843665754470611,-2.3359612346465872,-0.0027626596878821408,-2.221136940876453,-4.609055725822129,-2.1889554800822317,0.5416068438809907,-1.8070065879383699,0.4930973473905219,-2.247852820280603,-0.19946422668133712,-0.42537372217680547,3.759112957614392,5.454214639018715,4.132980821888857,5.1960938007660245,3.2569854876601485,3.0895948980325962,3.834103333610633,4.777266247134313,4.524651372332717,4.146764927120774,0.007878121794528499,0.09671746964726576,0.9972411529445833,0.10848569685892803,0.009961219991084153,0.10074668426003999,1.7187664338177389,0.16414475501463227,1.63737990829246,0.1056257787785517,0.8191695247012183,0.6535255025123778,42.91034579638954,233.74122772577743,62.363540757844284,180.56553754535074,25.971128732291508,21.968176821296975,46.25193651195446,118.77919283878754,92.26375452356586,63.22911826697532,87.28472794827192,140.67006205662977,145.26439737831615,137.10715536057032,57.39267322282889,49.001703022538216,49.11305764420613,195.61050039345506,203.4389546634216,144.92664014838564,-1450.4201669356703
-4.422981305213783,-2.1644762408591034,-0.03825255223627017,-2.332861953521038,-4.436115604260307,-1.6303754372787638,0.9279271637420197,-0.6131082183507405,-0.4935919364995634,-1.0693761816556389,0.23741144883772372,0.45567480816554373,5.0034693059241375,2.4057456977060574,4.572665084130683,3.4292789471211154,3.09898201305481,2.5960736157507656,2.4273185860447315,5.416017882210814,5.24358806734327,1.8536816837531145,0.01199840799337713,0.11481005166649934,0.9624698362846894,0.09701768926764152,0.011841847720109332,0.1637789365712566,2.529260996287712,0.5416646378772865,0.6104298264062147,0.3432225591787916,1.2679627122474368,1.577237356651843,148.92894394504023,11.086694523164383,96.80175111313969,30.854387082252888,22.175365554765076,13.410977872162794,11.328465013673798,224.9814337674918,189.34827938350924,6.383277522782649,87.83781924888171,132.58343425122473,146.48257680705,133.93274529617582,58.588647578646125,49.68210490730503,48.894458386057345,195.36882696674593,208.35863043278638,137.71879027433457,-1449.2621923524005
