kfwd_log__,rxn_log____0,rxn_log____1,rxn_log____2,rxn_log____3,rxn_log____4,rxn_log____5,rxn_log____6,rxn_log____7,endo_log____0,endo_log____1,kRec_kDeg_log____0,kRec_kDeg_log____1,IL2Raexpr_log____0,IL2Raexpr_log____1,IL2Raexpr_log____2,IL2Raexpr_log____3,sortF_logodds__,kfwd,rxn__0,rxn__1,rxn__2,rxn__3,rxn__4,rxn__5,rxn__6,rxn__7,endo__0,endo__1,kRec_kDeg__0,kRec_kDeg__1,IL2Raexpr__0,IL2Raexpr__1,IL2Raexpr__2,IL2Raexpr__3,sortF,Y_int,logp
-9.341405396,-2.173717777,-2.492447,-2.291209649,-2.41784108,-2.240234526,-2.328055869,-2.26554477,-2.392098772,-2.355152936,-2.311090823,-2.468043956,-2.183296553,-0.001023834,0.14454888,0.116096657,0.045159814,-0.820661386,8.77E-05,0.113753918,0.082707334,0.101144039,0.0891138,0.10643354,0.097485087,0.103773486,0.091437576,0.094878995,0.099153034,0.084750473,0.112669497,0.99897669,1.155518175,1.123104423,1.046195043,0.305623284,3.415982132,3.01837044
-9.212517745,-2.358147249,-2.351717123,-2.336467659,-2.258565464,-2.325406565,-2.349454722,-2.17432069,-2.563321024,-2.162407283,-2.422235679,-2.072080381,-2.298744287,-0.169819192,-0.128169656,-0.201555086,0.001857793,-1.051336462,9.98E-05,0.094595323,0.095205542,0.096668502,0.104500287,0.097743697,0.095421179,0.113685355,0.077048435,0.115047835,0.088723039,0.12592354,0.100384819,0.843817372,0.87970412,0.817458546,1.00185952,0.258968546,3.414403383,-2.217840997
-9.254033114,-2.356681881,-2.435960792,-2.295008468,-2.051500282,-2.234255197,-2.270019624,-2.226095833,-2.302791248,-2.275233139,-2.188519461,-2.203002566,-2.270692369,0.075529879,-0.043199903,0.13546137,-0.148056053,-1.148620713,9.57E-05,0.094734041,0.087513624,0.10076054,0.12854191,0.107071848,0.103310153,0.10794906,0.099979387,0.102772945,0.112082568,0.110470964,0.103240675,1.078455451,0.95771992,1.145064961,0.862382775,0.240741106,3.405944031,2.306483294
-9.070288706,-2.401044462,-2.178652547,-2.361118306,-2.378584201,-2.430503639,-2.300591088,-2.370851067,-2.325204472,-2.294067787,-2.310932423,-2.148353186,-2.395357938,-0.025037014,-0.056202313,0.221017408,0.154579977,-0.890300129,0.000115033,0.090623251,0.113193951,0.094314692,0.092681703,0.087992505,0.100199599,0.093401202,0.097763452,0.100855368,0.099168741,0.116676144,0.091140051,0.975273813,0.945347861,1.247345145,1.167167621,0.291047895,3.404583165,2.640418992
-9.320474677,-2.317701587,-2.30943173,-2.277082558,-2.208089915,-2.360218481,-2.217966012,-2.571150547,-2.270329947,-2.455440429,-2.185674547,-2.444556219,-2.311823602,-0.076536799,-0.05479826,0.009390583,0.086499839,-0.879749878,8.96E-05,0.098499719,0.099317675,0.102583051,0.109910386,0.094399596,0.108830243,0.076447538,0.103278098,0.085825387,0.112401888,0.086764631,0.099080403,0.926318826,0.946676111,1.009434813,1.090351192,0.293229613,3.413751879,2.850052309
-9.356503862,-2.343028034,-2.275363527,-2.328222459,-2.105204477,-2.327668009,-2.526650888,-2.186041869,-2.215019238,-2.095175246,-2.341981861,-2.359035259,-2.410857153,-0.000470351,0.115228874,0.143326107,0.026139075,-1.04740902,8.64E-05,0.096036396,0.102759546,0.097468848,0.121820762,0.097522905,0.079926255,0.112360608,0.109151414,0.123048678,0.096136919,0.094511358,0.089738342,0.99952976,1.122130234,1.154106103,1.026483696,0.25972295,3.416607094,-0.250692416
-9.252325786,-2.193744471,-2.337614005,-2.057643679,-2.338644241,-2.540311481,-2.29026036,-2.241190092,-2.368182905,-2.20284542,-2.164392267,-2.228985771,-2.326957966,0.218189119,-0.102949879,0.04472946,0.358569839,-0.848713485,9.59E-05,0.111498463,0.09655775,0.127754646,0.096458324,0.078841838,0.1012401,0.106331884,0.093650744,0.110488325,0.114819693,0.107637544,0.097592175,1.243822276,0.90217219,1.045744906,1.431280987,0.299702803,3.414813492,-6.358768484
-9.014645672,-2.226619557,-2.273038738,-2.361291326,-2.210847667,-2.443587613,-2.185725712,-2.368793586,-2.287909609,-2.094396553,-2.254469534,-2.374246538,-2.261625552,0.033848918,-0.020431254,0.032357356,0.052666907,-1.084551237,0.000121616,0.107892539,0.102998718,0.094298375,0.109607698,0.086848712,0.112396137,0.093593571,0.10147837,0.123144532,0.10492919,0.093084599,0.104180995,1.034428311,0.97977605,1.032886548,1.054078481,0.252645704,3.41450331,3.425135869
-9.035586931,-2.432684158,-2.218981167,-2.28420751,-2.393422383,-2.265169058,-2.004124504,-2.392364521,-2.421818504,-2.207313947,-2.163809482,-2.266155835,-2.357829237,-0.1534584,0.107589757,0.02460734,0.212212448,-0.628615522,0.000119095,0.087800845,0.10871982,0.101854749,0.091316628,0.103812483,0.134778242,0.09141328,0.08876006,0.109995706,0.114886628,0.103710094,0.09462541,0.857736445,1.113590809,1.024912599,1.23641053,0.34782453,3.415848235,-2.463786614
-9.225640337,-2.298062667,-2.118878172,-2.164571254,-2.401712591,-2.201524598,-2.365589828,-2.2025657,-2.179554137,-2.372707668,-2.181391119,-2.271550667,-2.351332112,-0.110460262,0.027481141,-0.002847724,-0.039451968,-0.863501175,9.85E-05,0.100453267,0.120166359,0.114799144,0.090562723,0.110634357,0.093893903,0.110519235,0.113091943,0.093227954,0.112884386,0.103152101,0.095242204,0.895421911,1.027862231,0.997156327,0.961316126,0.296608369,3.413296767,4.875211922
-9.308579183,-2.275820434,-2.380359368,-2.316312402,-2.184956613,-2.260993284,-2.175405435,-2.180417544,-2.352486897,-2.182410139,-2.417040281,-2.32097453,-2.434017989,-0.309630901,-0.056794344,0.056297172,-0.145278912,-0.509740397,9.06E-05,0.102712605,0.092517324,0.098636648,0.112482614,0.104246887,0.113562102,0.112994341,0.095132284,0.112769413,0.08918519,0.098177862,0.087683811,0.73371772,0.944788351,1.057912019,0.864781061,0.375254384,3.419702481,0.054762829
-9.098279982,-2.16521226,-2.324218594,-2.309161043,-2.312000104,-2.374721585,-2.248008348,-2.403016583,-2.398625291,-2.332801761,-2.271605889,-2.390843704,-2.104612808,-0.092744707,-0.154269867,0.091403446,-0.033848796,-0.58567721,0.000111858,0.11472558,0.097859882,0.099344562,0.099062917,0.093040389,0.105609352,0.090444707,0.09084275,0.097023529,0.103146405,0.091552408,0.121892861,0.911426151,0.857040703,1.095710976,0.966717665,0.357627317,3.416641681,4.429919105
-9.264639763,-2.207513325,-2.403633786,-2.26174587,-2.208927517,-2.29842325,-2.034059078,-2.360327518,-2.405219292,-2.361995896,-2.100563915,-2.337646235,-2.221054078,0.053394475,0.016889011,-0.043755935,0.093848224,-0.604623616,9.47E-05,0.109973778,0.090388902,0.104168461,0.109818364,0.100417052,0.130803501,0.094389304,0.090245703,0.094231958,0.122387393,0.096554638,0.108494687,1.054845673,1.017032436,0.957187545,1.098393023,0.353286597,3.417378033,2.727058442
-8.906505319,-2.289701669,-2.204218745,-2.318257291,-2.182996205,-2.36364339,-2.467891226,-2.203740117,-2.144221921,-2.331917483,-2.251218088,-2.267605168,-2.397759761,0.00979912,-0.255444224,0.009488464,0.149145417,-1.061073071,0.000135505,0.101296677,0.110336693,0.098444997,0.112703342,0.094076839,0.084763418,0.110389516,0.117159161,0.097109363,0.105270917,0.103559892,0.090921411,1.009847289,0.774572338,1.009533623,1.160841783,0.257104443,3.402893801,-2.9364336
-9.072788194,-2.295924452,-2.283386316,-2.202933591,-2.322881126,-2.230052997,-2.303007572,-2.468061272,-2.260156205,-2.305593171,-2.306237453,-2.197470729,-2.500330713,-0.055940286,0.055548625,-0.006193735,-0.016382067,-1.06435896,0.000114746,0.100668287,0.101938426,0.110478583,0.097990854,0.107522732,0.099957761,0.084749005,0.104334186,0.099699644,0.09963543,0.111083764,0.082057857,0.945595599,1.057120418,0.993825406,0.983751389,0.256477333,3.403955891,5.202582649
-9.252139037,-2.191932683,-2.296108643,-2.113659898,-2.207340843,-2.223625263,-2.050500165,-2.249524388,-2.316359839,-2.457156228,-2.117019604,-2.135524527,-2.257977713,0.030015536,-0.150382183,-0.255716745,0.085825767,-1.103083585,9.59E-05,0.111700658,0.100649747,0.120795059,0.109992748,0.108216085,0.128670531,0.105449366,0.098631969,0.085678254,0.120389904,0.118182584,0.104561725,1.030470543,0.860379091,0.774361279,1.089616464,0.249162569,3.409147274,-4.790008991
-9.262261307,-2.322821307,-2.235354223,-2.537251995,-2.562707402,-2.179719138,-2.462844294,-2.258325657,-2.383470989,-2.285905804,-2.281888216,-2.229682072,-2.178464751,0.102679332,-0.054367241,0.012517699,-0.18341054,-0.986587534,9.49E-05,0.097996716,0.106954237,0.079083423,0.077095728,0.113073284,0.085192294,0.10452535,0.092229892,0.101681917,0.102091254,0.107562622,0.113215211,1.108136009,0.947084235,1.012596373,0.832426342,0.27158663,3.414384694,-0.933320336
-9.130968408,-2.167730256,-2.197358974,-2.307014867,-2.36994368,-2.189748288,-2.149714253,-2.490031964,-2.236070309,-2.1857048,-2.384460676,-2.368733424,-2.415711952,-0.165056972,0.064513965,0.199570801,-0.102895237,-0.561870088,0.000108261,0.114437065,0.111096179,0.099558002,0.093485991,0.111944923,0.116517447,0.082907316,0.106877676,0.112398487,0.092138659,0.093599202,0.089303736,0.8478454,1.066640474,1.220878645,0.902221488,0.363114868,3.417139322,0.144992966
-9.268839609,-2.386286647,-2.541067986,-2.31592321,-2.453571669,-2.440658596,-2.167448349,-2.324019824,-2.131659986,-2.420412785,-2.465425839,-2.385556717,-2.098711291,0.040780213,0.155164685,0.195497058,-0.177716599,-0.851225769,9.43E-05,0.09197057,0.078782217,0.098675044,0.085985924,0.087103467,0.11446933,0.097879336,0.118640189,0.08888492,0.08497265,0.092037726,0.122614341,1.041623145,1.167850272,1.215915217,0.837179647,0.299175788,3.411460282,-5.185273585
-9.272489059,-2.225314277,-2.345028,-2.436416435,-2.309743947,-2.379420245,-2.2381943,-2.245048575,-2.466214299,-2.460248623,-2.30870175,-2.202201757,-2.567508685,-0.183212795,-0.140724575,-0.127934695,-0.078317957,-0.824595019,9.40E-05,0.108033461,0.095844518,0.087473758,0.099286671,0.09260425,0.10665091,0.105922395,0.084905679,0.085413713,0.099390201,0.110559465,0.076726457,0.832590966,0.868728549,0.87991084,0.924670374,0.304789136,3.408884222,-0.569234726
-9.110671723,-2.293441542,-2.339689457,-2.09365664,-2.285916812,-2.195890593,-2.281467324,-2.294375361,-2.226579929,-2.067204765,-2.390856355,-2.253001076,-2.253154232,-0.199459074,-0.031898302,0.110367638,-0.061514161,-1.156428274,0.00011048,0.100918548,0.096357557,0.123235682,0.101680797,0.11125943,0.102134233,0.100824352,0.107896815,0.126538994,0.09155125,0.105083388,0.105067295,0.819173746,0.968605082,1.116688532,0.94033963,0.239316892,3.412383809,0.812044914
-9.212461854,-2.347871346,-2.178810991,-2.383491957,-2.376860959,-2.23371337,-2.309127129,-2.189088935,-2.34134174,-2.556252774,-2.280041321,-2.159973923,-2.244319058,0.164997944,0.068822503,-0.00563235,-0.006767627,-0.271061621,9.98E-05,0.095572386,0.113176018,0.092227959,0.092841554,0.107129878,0.099347932,0.112018758,0.096198478,0.077594962,0.10227998,0.115328128,0.105999695,1.179390694,1.071246049,0.994383482,0.993255222,0.432646487,3.415171615,2.334342659
-9.125586656,-2.437131557,-2.305041225,-2.152518618,-2.158636812,-2.314885572,-2.143037644,-2.438359667,-2.407890551,-2.231689425,-2.407750235,-2.365185477,-2.218934429,-0.125266785,-0.098151682,0.074813169,-0.159656158,-0.634581818,0.000108845,0.087411226,0.099754688,0.116191148,0.115482438,0.098777486,0.117297992,0.087303942,0.090004955,0.107346922,0.090017585,0.093931877,0.108724901,0.882261497,0.906511392,1.077682788,0.852436842,0.346472352,3.417871613,1.635116902
-9.190220862,-2.498321108,-2.216019797,-2.041127595,-2.317939711,-2.398824307,-2.367149961,-2.323772281,-2.419123614,-2.163520334,-2.129213432,-2.229656026,-2.423680546,-0.056680444,-0.070837508,-0.223562724,-0.159203259,-0.930788426,0.000102032,0.082222926,0.109042257,0.129882174,0.098476266,0.090824672,0.09374753,0.097903568,0.088999581,0.114919852,0.118930804,0.107565424,0.088594939,0.944895968,0.93161326,0.799664732,0.852822997,0.282764787,3.417330912,-3.110649937
-9.328616921,-2.276028272,-2.196131692,-2.169537642,-2.137987884,-2.272814719,-2.321632176,-2.162796972,-2.220776629,-2.306329584,-2.437161188,-2.375003452,-2.291840725,0.058374454,0.026092604,0.009809958,-0.226845311,-0.514410879,8.88E-05,0.10269126,0.111232609,0.11423042,0.117891817,0.103021794,0.098113317,0.115003011,0.108524793,0.099626251,0.087408636,0.093014168,0.10108023,1.060111884,1.026435996,1.009858233,0.797044067,0.374160083,3.420508564,2.902558896
-9.201540725,-2.317005742,-2.175725497,-2.190506242,-2.334076022,-2.325004644,-2.331943894,-2.320462581,-2.333570394,-2.209617933,-2.393210293,-2.244004383,-2.284096975,0.007433816,0.079517541,0.047501297,-0.215873769,-0.188707109,0.000100884,0.098568283,0.113525761,0.111860106,0.096899975,0.09778299,0.097106798,0.098228137,0.096948982,0.109742569,0.091335997,0.106033056,0.101866008,1.007461516,1.082764552,1.048647561,0.805837017,0.452962725,3.421692107,4.782319698
-9.32430211,-2.256384152,-2.366107384,-2.191808318,-2.443188534,-2.288355987,-2.453360476,-2.351504905,-2.344497536,-2.116381478,-2.325274111,-2.327021216,-2.268038191,-0.093387957,0.026380742,-0.037432473,0.063010934,-0.887972281,8.92E-05,0.104728483,0.09384532,0.11171455,0.086883379,0.101433082,0.086004086,0.095225749,0.095895374,0.120466752,0.097756644,0.097586002,0.103515058,0.910840065,1.026731794,0.963259461,1.065038484,0.291528455,3.419786363,5.246701837
-9.188842326,-2.382640464,-2.278817713,-2.359560182,-2.181776824,-2.52905174,-2.263967475,-2.29458886,-2.176132924,-2.194149288,-2.228696011,-2.239863849,-2.324963334,0.040151013,-0.178510939,0.054227372,-0.113116004,-0.50605035,0.000102173,0.092306523,0.102405208,0.09446176,0.112840854,0.079734594,0.103937297,0.100802829,0.113479517,0.111453336,0.107668737,0.106473,0.097787029,1.040967962,0.836514906,1.055724617,0.893047057,0.376119871,3.418449765,3.520404347
-9.203150192,-2.446543022,-2.297770498,-2.320154926,-2.442599881,-2.276487443,-2.281956092,-2.318153533,-2.342412303,-2.25566498,-2.347879936,-2.389504428,-2.245268488,-0.011558109,0.174790267,0.017019291,0.040472175,-0.669494439,0.000100722,0.086592418,0.10048262,0.098258362,0.086934538,0.102644118,0.102084325,0.098455212,0.096095547,0.104803828,0.095571565,0.091675104,0.105899104,0.98850843,1.190996399,1.017164945,1.041302335,0.338610054,3.418651411,7.434218561
-9.072216985,-2.077494844,-2.13742257,-2.347645496,-2.485941055,-2.340340176,-2.248181435,-2.374651958,-2.338926347,-2.203728456,-2.245866468,-2.491381216,-2.407671497,-0.024487852,0.073893097,0.208741596,0.096710592,-0.706313129,0.000114812,0.125243574,0.117958481,0.095593974,0.083247177,0.096294875,0.105591074,0.093046868,0.096431116,0.110390803,0.105835797,0.082795529,0.090024673,0.975809543,1.076691698,1.232126571,1.101541533,0.330414015,3.415999149,-1.085609967
-9.164303931,-2.464876436,-2.321810849,-2.231662116,-2.226629525,-2.261623137,-2.375219563,-2.21741225,-2.375840666,-2.40169021,-2.098997426,-2.546381439,-2.289465803,-0.037474769,-0.349533931,-0.186345675,-0.015448807,-0.964600556,0.000104711,0.085019347,0.098095788,0.107349854,0.107891463,0.104181247,0.092994069,0.108890526,0.092936328,0.09056475,0.122579261,0.078364721,0.101320573,0.963218721,0.705016599,0.829986639,0.984669914,0.275958033,3.415683203,-4.87817308
-9.119571136,-2.371586915,-2.031628965,-2.103496506,-2.375096503,-2.264211321,-2.261072009,-2.444590389,-2.436787081,-2.303667191,-2.379160507,-2.128890223,-2.14023476,-0.055904819,-0.099632225,-0.182331324,0.056368003,-0.317258073,0.000109502,0.093332498,0.131121754,0.122029006,0.093005513,0.103911955,0.10423868,0.086761666,0.087441343,0.099891849,0.092628306,0.11896925,0.117627226,0.945629138,0.905170256,0.833325194,1.057986954,0.421344121,3.421427038,-3.220614236
