kfwd_log____0,rxn_log____0,rxn_log____1,rxn_log____2,rxn_log____3,rxn_log____4,rxn_log____5,endo_log____0,activeEndo_log____0,kRec_kDeg_log____0,kRec_kDeg_log____1,IL2Raexpr_log____0,IL2Raexpr_log____1,IL2Raexpr_log____2,IL2Raexpr_log____3,sortF_logodds____0,scales_log____0,kfwd__0,rxn__0,rxn__1,rxn__2,rxn__3,rxn__4,rxn__5,endo__0,activeEndo__0,kRec_kDeg__0,kRec_kDeg__1,IL2Raexpr__0,IL2Raexpr__1,IL2Raexpr__2,IL2Raexpr__3,sortF__0,scales__0,Y_int,logp
-5.234120872387617,-4.126421633444054,-4.684081834958103,1.9005375907611062,-2.321686143321617,-3.8525189786196163,-2.743109629137884,-2.864789303331927,1.3888344860109547,-2.270255726892549,-2.3548306872644584,2.193412527136301,-0.29648474721878254,-0.4976302419482289,0.3997020611268575,-5.130474804015718,4.974880241247948,0.005331509501372837,0.016140532349497073,0.009241215679307522,6.689489683658858,0.09810802187561705,0.02122620069326464,0.06436986892863457,0.05699513855281728,4.010173414966443,0.10328576375815139,0.09490957457402309,8.965756857956627,0.743426966506498,0.6079696950364674,1.491380291278182,0.005878985074462503,144.731491247484,2.049119692713135,-347.7109129866399
-5.850432322034389,-4.181173035585766,-4.883132408185193,2.4570201064644737,-2.121096018624861,-4.048834331884544,-1.492501921215952,-3.614548685779329,1.4479358922048526,-2.2280820466692517,-2.3005914105529066,1.9633300885892895,-0.5971781563258505,-0.798617978788135,0.3629221640674662,-5.138343516652835,5.7694640611980255,0.0028786543833165504,0.015280572394294973,0.0075732543106479385,11.669984364147801,0.11990014367911062,0.017442695187312705,0.22480949569559316,0.026929075950048405,4.254324062608285,0.10773486254710855,0.10019956711473738,7.123007860897794,0.5503624838334886,0.4499503755797411,1.4375239638682584,0.005833175341440197,320.36599006480157,2.0304697436409977,-347.5126671412997
-5.605142082266819,-3.7211648502023222,-4.670373354035129,3.197397858855341,-3.2054391131970346,-2.5936884740693977,-3.204508205707216,-3.4368851395871878,1.4320651672086957,-2.2072710101727995,-2.4126928224353876,2.3434535950020092,-0.3735696441766528,-0.5820460941115991,0.5947217941035896,-4.62447567313662,3.9884107644749864,0.0036788978009799933,0.024205755338205594,0.009368771005494034,24.468776075486367,0.04054109559862509,0.07474384030379091,0.04057885317984419,0.032164718059956986,4.1873378215064285,0.1100004293326992,0.0895737632783772,10.41715113092915,0.6882730504172259,0.5587539330231089,1.8125266192173446,0.009713518772442713,53.969051639096556,2.023810276279695,-347.9562962719946
-5.434631160036435,-3.738213961250998,-4.654261501700822,2.6658930576461,-2.4034185452634014,-2.608425099764865,-2.501992856472985,-3.377340199046026,1.6138875937271766,-2.2108492628423964,-2.4332136024795985,2.3173755069963455,-0.247245857234674,-0.45898486387422743,0.5795463873621663,-4.665973474778442,3.697701814451135,0.004362843915612844,0.023796566789526786,0.009520941845697862,14.380786684496737,0.09040835934185551,0.07365044457547261,0.08192157789417086,0.0341381347290908,5.022297979124645,0.10960752338039606,0.08775437130111387,10.149003334248112,0.780948668046968,0.6319248097205072,1.7852284448700333,0.009322359108950908,40.354455682307496,2.0238476111256922,-346.14838372580806
-5.269239133209847,-3.9118710309786486,-4.709509612095524,2.063518921368587,-1.6748472098973188,-3.162158762732613,-3.8612452353718587,-3.661817025520279,1.3891196269669552,-2.2277379905557204,-2.314484758169586,2.3407207143475497,-0.3969459654350599,-0.6181462673074862,0.41625982808926665,-4.465575663528385,5.495435328910795,0.005147525664739632,0.02000303971996398,0.009009194499358282,7.873627795738933,0.1873368005043819,0.042334252758083675,0.021041781232180486,0.025685798547315546,4.0113170426875175,0.10777193576247583,0.09881708558374575,10.3887211656743,0.6723703558907628,0.5389425676327162,1.5162797897730653,0.011367371938933966,243.577539428609,2.0379513911130145,-347.6455620764378
-5.177748502546151,-3.9347608961839944,-4.9315921705896875,2.4557846570599033,-2.3208887711142854,-3.2358192263328616,-3.1747283872940915,-3.9055355696870104,1.3242522517336184,-2.311802333477111,-2.322650896932769,2.301484378908957,-0.31220113396183624,-0.5288221023663136,0.6778963476602146,-4.217407329505472,5.463152092358526,0.005640692132087962,0.019550373337534996,0.007215006610145158,11.655575591401343,0.09818628168252795,0.03932797322808864,0.0418054574364089,0.02013017049464419,3.759373238931388,0.09908251080658646,0.09801341744954817,9.988998914784554,0.7318343166886655,0.5892986945675595,1.9697297442126327,0.014522783299237773,235.83964231531687,2.0295138071513525,-347.33713784838426
-4.804958112795327,-3.3431973187622717,-4.4757304237390345,2.3901048703466716,-1.9837197616143516,-3.9010178355358565,-2.2328798236980987,-3.54232518563003,1.837323609641087,-2.0809259059427365,-2.388611844155127,2.76868084327664,-0.1331070129450056,-0.3411787491399293,0.4080654393867577,-3.5681093453983537,4.75143391797511,0.00818904402335327,0.03532383541220799,0.011381905473590142,10.914638504949432,0.13755660668477337,0.02022131899066529,0.10721921267406254,0.028945944080338768,6.279708797882648,0.1248145921076052,0.09175696848373878,15.93759594974437,0.8753714110236488,0.7109318183970642,1.5039055726084976,0.027435213336527355,115.75014179485154,2.025449438237271,-351.7017994779401
-4.396497310972426,-3.1743124689721434,-4.232288958940282,2.293543385553793,-2.3585021791678438,-4.524517128432883,-3.5634523501162843,-3.3461700521887705,1.4810461329674367,-2.202127965983622,-2.4274996327490195,2.5592594241746998,-0.35876694965163863,-0.5822336194081619,0.6195924085118545,-3.820891230434258,3.61236103517485,0.01232041900914663,0.04182284870853777,0.014519118817307847,9.909990458774486,0.09456175374082165,0.010839947475316502,0.028340813216725453,0.03521898299228906,4.397543690865283,0.11056762370421096,0.08825723242088544,12.926240908424171,0.6985371267041323,0.558649162349996,1.8581705129910546,0.02143858464288185,37.05343408032226,2.0220115532799863,-351.39261454616656
-4.382500809819275,-3.2446080783657902,-4.482386097070317,2.076720206398382,-1.6350126848540134,-3.9193849663951545,-2.5818769886381103,-3.4884416206165256,1.6548642286169943,-2.1942704286531862,-2.3131760789462112,2.6128754239220737,-0.352623927208396,-0.5647484447191564,0.4989978095279487,-3.882563430438857,3.5061685767593684,0.012494074215723423,0.03898383997393778,0.011306402768259496,7.978258913558429,0.19494989837249738,0.01985330143777354,0.07563191047393622,0.030548441157223688,5.232369467910425,0.11143983516447063,0.09894649010660025,13.638210160793694,0.7028414632329087,0.5685031387383183,1.6470697656511055,0.020182243064976835,33.32035850716007,2.0184410461549858,-350.41803072728584
-6.464461447663702,-4.0479099783303845,-5.09333862424494,2.1907687671398426,-1.3171548584267219,-3.716997909823117,-2.450461918299855,-3.4124573256245183,1.72036246711414,-2.231816415121269,-2.4184825252430366,1.783062862537693,-0.879235925592798,-1.1065498525223,-0.3668096168778576,-6.410822556118067,4.006349029437436,0.001557830006343965,0.01745882585867638,0.00613749485442378,8.942084853974059,0.2678964219527941,0.02430682971673867,0.08625373511735622,0.032960107064680715,5.586553039091062,0.10733329114968539,0.08905665620225792,5.948046596456354,0.41509995779692876,0.3306979518066629,0.6929415568641593,0.001640974709386745,54.94589805800969,2.027179408766988,-352.72614943635307
