kfwd_log__,rxn_log____0,rxn_log____1,rxn_log____2,rxn_log____3,rxn_log____4,rxn_log____5,rxn_log____6,rxn_log____7,endo_log____0,endo_log____1,kRec_kDeg_log____0,kRec_kDeg_log____1,IL2Raexpr_log____0,IL2Raexpr_log____1,IL2Raexpr_log____2,IL2Raexpr_log____3,sortF_logodds__,kfwd,rxn__0,rxn__1,rxn__2,rxn__3,rxn__4,rxn__5,rxn__6,rxn__7,endo__0,endo__1,sortF,kRec_kDeg__0,kRec_kDeg__1,IL2Raexpr__0,IL2Raexpr__1,IL2Raexpr__2,IL2Raexpr__3,Y_15,Y_int,logp
-10.95411666,-0.974022026,-3.039878614,-2.140531366,-2.478981596,-2.547452897,-2.469710569,-2.246159956,-2.245705268,-3.77999112,0.771352114,-1.089020382,-5.394769729,0.93298727,-0.222947976,0.886003489,-1.124004035,-2.990489759,1.75E-05,0.377561418,0.047840696,0.117592342,0.083828553,0.078280802,0.084609344,0.10580474,0.105852859,0.022822894,2.16268848,0.047857368,0.336546019,0.004540266,2.542091761,0.800156476,2.425417049,0.324975971,1.708923213,0.725700839,-2435.876522
-11.00983814,-0.843507838,-2.956342002,-2.02660825,-2.394268682,-2.594974902,-2.420350817,-2.231840823,-2.263639998,-3.819970098,0.724753266,-1.229660125,-5.386173018,0.858035771,-0.310544083,0.804858974,-1.207846451,-3.247552538,1.65E-05,0.430198806,0.052008818,0.131781735,0.09123938,0.07464775,0.088890428,0.107330671,0.10397134,0.021928457,2.064221723,0.037414933,0.292391937,0.004579465,2.358523461,0.733048009,2.236381089,0.298840154,1.754327389,0.729111906,-2436.646271
-10.96311282,-0.963235046,-3.110626864,-2.046801967,-2.537482,-2.36971905,-2.315562404,-2.169856202,-2.351189926,-3.732383104,0.691834168,-1.172017532,-5.467980362,0.897750529,-0.357491761,0.831038661,-1.215321462,-3.088656528,1.73E-05,0.381656211,0.044573005,0.129147261,0.079065236,0.093506993,0.098710653,0.114194037,0.095255747,0.023935726,1.997375697,0.043577595,0.309741397,0.004219746,2.454076525,0.699428461,2.295701958,0.296614649,1.715005668,0.728389428,-2437.005459
-10.87279125,-0.953314732,-3.018576754,-2.028299712,-2.482883949,-2.412006123,-2.464534586,-2.268370446,-2.304593876,-3.763751923,0.735781909,-1.18191982,-5.426430482,0.841943056,-0.306757407,0.794106765,-1.206746082,-3.097404125,1.90E-05,0.385461203,0.048870724,0.131559019,0.083502062,0.089635295,0.085048416,0.10348067,0.099799323,0.023196545,2.087113288,0.043214459,0.306689385,0.004398769,2.320872183,0.735829086,2.212463864,0.299169169,1.688212115,0.735298466,-2433.252593
-10.9681634,-0.913505666,-3.027431369,-2.318242003,-2.386234532,-2.565386588,-2.443979792,-2.334238322,-2.1235296,-3.777620478,0.705175153,-1.18657693,-5.429269514,0.840964229,-0.368111772,0.793251098,-1.25172682,-3.143681465,1.72E-05,0.401115579,0.048439903,0.098446502,0.091975363,0.076889451,0.086814659,0.096884249,0.119608712,0.022877063,2.024201198,0.041340969,0.305264419,0.004386299,2.318601563,0.692039827,2.210571542,0.286010482,1.70567536,0.734590204,-2436.817691
-10.78926276,-1.021869802,-3.128979093,-2.044074966,-2.549982134,-2.288066818,-2.349655518,-2.261002977,-2.442055336,-3.678768326,0.696723905,-1.163704882,-5.432963031,0.859184846,-0.288562538,0.807601795,-1.137978649,-2.99276444,2.06E-05,0.359921329,0.043762452,0.129499926,0.078083061,0.101462418,0.095402021,0.104245876,0.086981891,0.02525406,2.007166257,0.047753824,0.3123269,0.004370128,2.361235139,0.749339942,2.242523503,0.320466142,1.776144084,0.743428375,-2438.812102
-11.00602612,-0.845543503,-3.021611767,-2.260144112,-2.5636866,-2.428876513,-2.477107881,-2.354646148,-2.22553131,-3.819498413,0.727002768,-1.107358124,-5.442691881,0.8672487,-0.365125771,0.752450498,-1.281910985,-3.126682488,1.66E-05,0.429323956,0.048722626,0.104335448,0.077020273,0.088135796,0.083985772,0.094927091,0.108010017,0.021938802,2.068870421,0.042019948,0.330430766,0.004327818,2.380352772,0.694109347,2.122194083,0.277506483,1.614052058,0.721954773,-2438.465353
-10.83411877,-0.929300528,-3.016544579,-2.183109805,-2.442461137,-2.462413059,-2.306131981,-2.315707331,-2.165830496,-3.740329849,0.707435092,-1.275934665,-5.39280904,0.807322854,-0.329669024,0.731608147,-1.187889471,-3.228298943,1.97E-05,0.394829786,0.048970139,0.11269054,0.0869466,0.08522904,0.099645939,0.098696348,0.114654675,0.023746269,2.028780942,0.038114562,0.279169916,0.004549177,2.241898057,0.719161719,2.078420326,0.30486401,1.834438049,0.744115628,-2436.390857
-10.8220883,-0.977421553,-3.051100433,-2.253143387,-2.407971975,-2.489176185,-2.507670313,-2.27132333,-2.394255257,-3.663983957,0.665677284,-1.096539067,-5.404924934,0.892325234,-0.222461645,0.912755164,-1.104860199,-2.98408647,2.00E-05,0.376280067,0.047306838,0.105068434,0.089997627,0.082978297,0.081457789,0.103175554,0.091240604,0.025630199,1.94580794,0.048149993,0.334025124,0.004494392,2.440798485,0.800545711,2.491176687,0.331257189,1.771265065,0.752063091,-2437.621017
-10.95279909,-0.933338095,-3.045925685,-2.079897413,-2.399284157,-2.369456541,-2.30004114,-2.342562081,-2.1748348,-3.845253933,0.752004116,-1.183097976,-5.430806401,0.816059309,-0.414374946,0.731363348,-1.276485071,-3.109244018,1.75E-05,0.393238849,0.047552273,0.124943029,0.090782916,0.093531543,0.100254719,0.096081155,0.113626923,0.021380972,2.121246985,0.042727555,0.306328269,0.004379563,2.261570105,0.660753158,2.077911593,0.279016301,1.716285419,0.717058045,-2436.920225
-10.85914233,-0.912829928,-3.083783763,-2.261476841,-2.457841595,-2.40877314,-2.393478762,-2.553851827,-2.174942362,-3.761569972,0.744879305,-1.254408304,-5.398436353,0.88934505,-0.239439341,0.814282788,-1.131964177,-3.093283076,1.92E-05,0.40138672,0.045785686,0.104196489,0.085619553,0.089925553,0.09131148,0.077781487,0.113614702,0.023247214,2.106187213,0.043385173,0.285244576,0.004523649,2.433535286,0.787069015,2.257555945,0.322399385,1.719684315,0.741055617,-2437.888699
-10.97863759,-0.944258255,-3.093976215,-2.10101278,-2.449498457,-2.486600506,-2.41249566,-1.899131425,-1.961070338,-3.849590136,0.687889261,-1.250219475,-5.380609633,0.913820861,-0.2672498,0.818285365,-1.161279746,-3.156398675,1.71E-05,0.388967979,0.045321388,0.12233247,0.086336877,0.083192298,0.089591426,0.149698587,0.140707735,0.02128846,1.989511758,0.040839892,0.286441923,0.004605014,2.493832942,0.76548183,2.266610094,0.313085255,1.748856186,0.744918318,-2449.739738
-10.97493727,-0.97195794,-3.007330787,-2.022941615,-2.392169702,-2.526809246,-2.391145379,-1.974424437,-2.059514189,-3.833604675,0.645105195,-1.225726114,-5.427968991,0.893582968,-0.281472858,0.864941207,-1.163521274,-3.082164231,1.71E-05,0.378341542,0.049423424,0.132265817,0.09143109,0.079913599,0.091524793,0.138841201,0.127515904,0.0216315,1.90618754,0.043848988,0.293544476,0.004392007,2.443870293,0.754671399,2.374866457,0.312384251,1.718539951,0.753189517,-2443.772028
-10.95706748,-0.963233747,-3.020064261,-2.111919895,-2.474160596,-2.533590564,-2.440063037,-1.892034292,-2.227208565,-3.848721684,0.789102378,-1.121631259,-5.416712722,0.951378377,-0.238630034,0.886976191,-1.130562674,-2.934935014,1.74E-05,0.381656707,0.048798082,0.121005426,0.084233667,0.079373512,0.087155357,0.150764797,0.107829008,0.021306956,2.201419497,0.050453374,0.325747982,0.004441724,2.589276199,0.787706253,2.427777406,0.322851545,1.683409181,0.713951232,-2444.690595
-10.69391894,-1.021076488,-3.038465229,-2.122523868,-2.480058674,-2.32966717,-2.320113675,-2.171313984,-2.239265462,-3.655412648,0.723954828,-1.277364409,-5.402083208,0.838661103,-0.360668418,0.818069846,-1.23676801,-3.090620224,2.27E-05,0.360206973,0.047908361,0.119729066,0.083738312,0.097328135,0.098262415,0.114027688,0.106536731,0.025850828,2.062574229,0.043495824,0.278771059,0.004507182,2.313267676,0.697210143,2.26612165,0.290321018,1.787958297,0.745256659,-2438.542619
-10.77612458,-0.985226501,-2.935171856,-2.178451576,-2.458003491,-2.434658154,-2.483736394,-2.247348429,-2.416034484,-3.917066562,0.68618356,-1.188651027,-5.391827535,0.823914423,-0.345509614,0.85039427,-1.199907648,-2.841111969,2.09E-05,0.373354652,0.053121589,0.113216702,0.085605693,0.087627697,0.083430912,0.105679069,0.089274938,0.019899383,1.986121138,0.055142573,0.304631927,0.004553644,2.279404952,0.707859526,2.340569485,0.301222029,1.808669463,0.72756069,-2438.702829
-10.65490741,-0.870395316,-3.031132786,-2.216651323,-2.403020605,-2.282570808,-2.450709007,-2.187215326,-2.400202789,-3.639295028,0.708726638,-1.316133638,-5.445723033,0.92329216,-0.404543893,0.834535319,-1.28115446,-2.99052858,2.36E-05,0.418785964,0.048260938,0.108973415,0.090444344,0.102021591,0.086232425,0.112228835,0.090699559,0.026270858,2.0314029,0.047855599,0.268170143,0.004314719,2.517564989,0.667281093,2.303743295,0.277716503,1.688153824,0.733196656,-2442.821238
-10.95299013,-0.866391857,-2.977169621,-2.080970664,-2.475000282,-2.588602562,-2.386434824,-2.207691229,-2.155639888,-3.904277349,0.636284566,-1.072186338,-5.397107027,0.877953637,-0.219616799,0.853666177,-1.127620629,-2.9014103,1.75E-05,0.420465917,0.0509368,0.124809006,0.084162967,0.075124949,0.091956943,0.109954215,0.115829049,0.020155515,1.889447703,0.052083891,0.342259404,0.004529666,2.405971175,0.802826383,2.348240155,0.323802787,1.676858205,0.746644967,-2440.818398
-10.66361068,-1.004841752,-3.060027985,-2.061381146,-2.434600945,-2.31240135,-2.402278729,-2.305025623,-2.280860057,-3.686397756,0.770029664,-1.297533123,-5.426691399,0.888505448,-0.416548428,0.795116833,-1.260012516,-3.013041188,2.34E-05,0.366102565,0.046886383,0.127278059,0.08763271,0.099023176,0.090511467,0.099756245,0.102196274,0.025062119,2.159830322,0.046840181,0.273204925,0.004397622,2.431492942,0.659318582,2.214699731,0.283650476,1.7910543,0.715000193,-2437.654946
-11.01229859,-0.869387155,-3.000871242,-2.024258588,-2.370777456,-2.414815929,-2.16858036,-2.323593081,-2.172501725,-3.925842191,0.658035478,-1.164116198,-5.394549598,0.730939482,-0.29489321,0.719112842,-1.196446193,-3.195215579,1.65E-05,0.41920838,0.049743711,0.132091741,0.093408077,0.08938379,0.114339823,0.097921114,0.113892333,0.019725517,1.930995124,0.039346167,0.312198462,0.004541265,2.077031025,0.7446111,2.052611411,0.302266502,1.701465308,0.756339166,-2443.313201
-11.04902346,-0.795098034,-2.914459996,-2.142773897,-2.406172896,-2.405278172,-2.29952281,-2.299888635,-2.165878369,-3.941993356,0.607224659,-1.264766664,-5.419304212,0.791853514,-0.325907509,0.729231148,-1.205582795,-3.280646946,1.59E-05,0.451536967,0.054233309,0.117328933,0.090159686,0.09024039,0.100306698,0.10027001,0.114649186,0.019409486,1.835330655,0.036241113,0.28230516,0.004430228,2.20748424,0.721871951,2.07348579,0.299517391,1.741695144,0.754198196,-2442.347636
-10.60324384,-1.058601209,-2.952001761,-2.337689852,-2.408903318,-2.238283535,-2.417906297,-2.328329725,-2.429271517,-3.890460413,0.801955491,-1.269850308,-5.36481236,0.908605425,-0.246617548,0.883021351,-1.125101956,-2.740999839,2.48E-05,0.346940769,0.052235039,0.096550427,0.089913847,0.106641394,0.089107988,0.097458394,0.088100989,0.020435935,2.229897212,0.060596962,0.280873663,0.004678338,2.480860374,0.7814395,2.418194895,0.324619369,1.744069164,0.73052957,-2443.32727
-11.03110932,-0.820449084,-3.023984845,-2.038372375,-2.420002717,-2.610225627,-2.360901333,-2.28646331,-2.227479678,-3.768172914,0.637798289,-1.175238313,-5.384339258,0.802824181,-0.345044651,0.674693718,-1.213026801,-3.398772241,1.62E-05,0.440233908,0.04860714,0.130240521,0.088921376,0.073517954,0.094335158,0.101625244,0.107799778,0.02309422,1.892309971,0.032333857,0.308745393,0.004587871,2.231835142,0.708188731,1.963431519,0.29729606,1.839494256,0.745838194,-2443.438862
-10.77162365,-0.909761487,-3.053611391,-2.435652541,-2.418213586,-2.281552916,-2.387124557,-2.40999977,-2.375972287,-3.765827212,0.756851194,-1.213217526,-5.420940415,0.949554045,-0.289831043,0.81112845,-1.161317661,-2.973281564,2.10E-05,0.402620243,0.047188201,0.087540605,0.08908061,0.102125491,0.091893539,0.089815315,0.092924096,0.023148456,2.131553793,0.048647624,0.297239364,0.004422985,2.584556806,0.748390002,2.250446069,0.313073385,1.698660588,0.726055003,-2439.276883
-10.71455067,-0.884250787,-3.037607374,-2.226434713,-2.399761534,-2.347722312,-2.473157559,-2.26789582,-2.259624916,-3.8150195,0.718713946,-1.264835548,-5.390879486,0.941565691,-0.273989205,0.884816781,-1.143556929,-2.871644422,2.22E-05,0.4130235,0.047949478,0.107912484,0.090739589,0.095586631,0.084318198,0.103529796,0.104389632,0.022037285,2.051792796,0.053573213,0.282285715,0.004557963,2.563992699,0.760340283,2.422540495,0.318683469,1.762624729,0.721079415,-2434.51585
-10.72547199,-0.960219954,-2.987203175,-2.20509066,-2.412439107,-2.447058769,-2.426275078,-2.291646163,-2.275875163,-3.703467515,0.774850569,-1.331500749,-5.402269223,0.879935555,-0.280107865,0.798992162,-1.133203882,-3.14085133,2.20E-05,0.382808676,0.050428279,0.11024053,0.089596492,0.086547769,0.088365374,0.101099898,0.102706984,0.024637946,2.170267798,0.041453279,0.264080645,0.004506343,2.41074434,0.755702223,2.223299073,0.321999952,1.841462915,0.732634592,-2438.724862
-10.84123435,-0.984750063,-3.058225225,-2.243327312,-2.396540119,-2.427800283,-2.319975839,-2.392030182,-2.157378376,-3.824373717,0.77742926,-1.258155523,-5.382417195,0.84466265,-0.337478115,0.822117059,-1.195759424,-3.026740208,1.96E-05,0.373532575,0.046970984,0.106104872,0.09103237,0.088230702,0.09827596,0.091443848,0.115627857,0.021832104,2.175871469,0.046232355,0.284177703,0.004596697,2.327192603,0.713567591,2.275311712,0.302474161,1.797084957,0.722296374,-2435.90044
-10.95424023,-0.934312721,-3.117453706,-2.085557165,-2.429506745,-2.454314973,-2.515975462,-2.224962142,-2.376518194,-3.757560561,0.77838956,-1.134169243,-5.388348403,0.848151251,-0.290889988,0.791795742,-1.195980541,-3.116212148,1.75E-05,0.392855774,0.044269749,0.12423788,0.088080268,0.085922034,0.080784072,0.10807151,0.092873382,0.023340609,2.177961962,0.042443451,0.321689256,0.004569514,2.335325427,0.747597918,2.207356712,0.302407286,1.704234695,0.728330653,-2437.499683
-10.81003901,-0.92311396,-3.098548311,-2.176294616,-2.410923118,-2.598361267,-2.478531292,-2.305633164,-2.220523689,-3.887054651,0.680476221,-1.224420952,-5.450963726,0.99466305,-0.307080002,0.899446378,-1.164497391,-2.753962045,2.02E-05,0.397279999,0.045114647,0.11346117,0.089732423,0.074395393,0.08386631,0.099695657,0.108552246,0.020505653,1.974817958,0.059863278,0.293927849,0.004292166,2.703813137,0.735591749,2.458241798,0.312079477,1.704544923,0.713370857,-2441.053943
-10.8128479,-1.051868052,-3.154547206,-2.198314858,-2.425014475,-2.373005904,-2.414696189,-2.366747056,-2.315886287,-3.720381946,0.752740711,-1.26649996,-5.435006631,0.867938174,-0.237723862,0.799255834,-1.110602747,-3.063073919,2.01E-05,0.349284657,0.042657712,0.110990035,0.088476838,0.093200154,0.089394494,0.093785309,0.098678688,0.024224714,2.12281006,0.044656379,0.281816266,0.004361206,2.381994529,0.788420374,2.223885372,0.32936038,1.714279772,0.750685839,-2436.096607
-10.8456166,-0.988941173,-2.954095164,-2.112154652,-2.415863086,-2.381080981,-2.31656486,-2.335208528,-2.227773884,-3.792256185,0.685275173,-1.315873698,-5.436917524,0.831347517,-0.310408056,0.828950049,-1.233017178,-3.150257931,1.95E-05,0.371970335,0.052125805,0.120977022,0.08929024,0.092450586,0.09861175,0.096790297,0.107768067,0.022544679,1.984317791,0.041081116,0.26823986,0.00435288,2.29641111,0.73314773,2.290912131,0.291412008,1.640936843,0.769366625,-2439.092937
-10.89358698,-0.973293956,-3.067619263,-2.044232913,-2.290038384,-2.392988811,-2.318898539,-2.339476529,-2.241180726,-3.889537106,0.703122819,-1.284181833,-5.361651065,0.827421182,-0.290234362,0.744675677,-1.144243492,-3.166312295,1.86E-05,0.37783641,0.046531803,0.129479474,0.101262575,0.091356229,0.09838189,0.096378076,0.10633288,0.020454812,2.020051122,0.040453318,0.276877023,0.004693151,2.287412308,0.748088223,2.105758378,0.318464748,1.854928156,0.744876482,-2441.56931
-10.9061878,-0.990692171,-3.040547122,-2.165391811,-2.309172493,-2.492358478,-2.416408603,-2.28169187,-2.355777374,-3.818725942,0.80693918,-1.205832435,-5.384762091,0.879285048,-0.27290441,0.899117765,-1.129133495,-2.973771646,1.83E-05,0.371319585,0.047808725,0.114704983,0.099343425,0.082714656,0.089241544,0.102111301,0.094819767,0.021955756,2.241038064,0.048624947,0.299442629,0.004585931,2.409176646,0.761165544,2.45743412,0.323313288,1.80890718,0.716290061,-2438.774088
-11.00132766,-1.067563725,-3.030457021,-2.056908125,-2.547001794,-2.431896061,-2.247005917,-2.432484787,-2.308076299,-3.886536437,0.661408696,-1.301176741,-5.387555151,0.941080491,-0.267992375,0.86857225,-1.146618639,-3.140089549,1.67E-05,0.343845199,0.048293562,0.127848651,0.078316122,0.087870067,0.105715271,0.087818351,0.099452384,0.020516283,1.93751979,0.041483558,0.272211282,0.00457314,2.56274895,0.764913614,2.383505374,0.317709245,1.784782804,0.760892989,-2442.974562
-10.96762113,-0.934787225,-3.03751614,-2.159759082,-2.450128109,-2.469199823,-2.41693126,-2.429661071,-2.215354558,-3.866730906,0.805709471,-1.201484307,-5.390717146,0.866149457,-0.187899216,0.886589265,-1.062989801,-2.997270635,1.73E-05,0.392669407,0.047953852,0.115352908,0.086282532,0.084652569,0.089194914,0.088066676,0.10911482,0.020926669,2.238283933,0.047549329,0.300747479,0.004558703,2.377737624,0.828698222,2.426838217,0.345421523,1.762990374,0.721789078,-2440.231113
-10.81908694,-0.853921248,-2.971421612,-2.196632946,-2.397116073,-2.433518518,-2.417358992,-2.162242485,-2.369624444,-3.693389418,0.744211882,-1.305842019,-5.387715724,0.937337486,-0.356611556,0.749330567,-1.242300498,-3.235705491,2.00E-05,0.425742214,0.051230429,0.111176867,0.090979955,0.087727618,0.089156771,0.115066796,0.09351584,0.024887505,2.104781964,0.037843951,0.270944299,0.004572406,2.553174497,0.700044373,2.115583301,0.288719255,1.756425695,0.738189508,-2441.969873
-10.98412969,-0.920838524,-2.96438636,-2.105102297,-2.509731657,-2.411571286,-2.346858815,-2.472829832,-2.306581727,-3.860668773,0.643990359,-1.051752795,-5.381623161,0.744390974,-0.296081456,0.711192065,-1.226094922,-3.15242603,1.70E-05,0.398185013,0.051592119,0.12183321,0.08129005,0.08967428,0.095669205,0.084345836,0.099601134,0.021053915,1.904063637,0.040995792,0.349324917,0.004600349,2.105158948,0.743726845,2.036417354,0.293436234,1.67696608,0.768050539,-2442.734678
-10.81301666,-0.951577383,-3.041373244,-2.154045745,-2.374522821,-2.456722079,-2.395273111,-2.447370763,-2.34608541,-3.658643913,0.717849947,-1.329104598,-5.370190919,0.965951755,-0.327947924,0.910226039,-1.220099171,-3.135646158,2.01E-05,0.386131465,0.047769246,0.116013845,0.093058884,0.085715459,0.091147782,0.086520771,0.095743225,0.025767432,2.050020815,0.0416606,0.264714181,0.004653243,2.627287001,0.720400535,2.484884149,0.29520089,1.783315351,0.747213956,-2440.837569
-10.75543752,-0.906781759,-3.070933348,-2.110695042,-2.301875408,-2.425952685,-2.403125115,-2.394685273,-2.268141502,-3.687707981,0.746053069,-1.273481337,-5.385648937,0.911388211,-0.329231305,0.803117926,-1.23000497,-3.106565266,2.13E-05,0.403821731,0.046377848,0.12115373,0.100070994,0.088393867,0.090434892,0.091201378,0.103504364,0.025029304,2.108660831,0.042837255,0.279855652,0.004581866,2.487773691,0.719476579,2.232490829,0.292291125,1.717294563,0.737946879,-2437.409553
-10.74652224,-0.872060647,-2.95152523,-2.051976785,-2.482216153,-2.564901028,-2.40896826,-2.332874503,-2.206488284,-3.797099388,0.726572428,-1.236627288,-5.405784387,0.856896635,-0.375715029,0.797287167,-1.282994573,-3.01101893,2.15E-05,0.418089127,0.052259937,0.128480674,0.083557843,0.076926795,0.089908008,0.097016472,0.110086563,0.022435755,2.067980295,0.04693055,0.290361875,0.004490531,2.355838312,0.686798023,2.219511589,0.277205943,1.696056943,0.721110962,-2436.195419
-10.85017096,-0.994007995,-2.983539907,-2.31818204,-2.451772615,-2.243459847,-2.40791374,-2.193918057,-2.403839451,-3.832879145,0.754212351,-1.261574705,-5.41220175,0.902607771,-0.232982434,0.842264472,-1.10065681,-3.012891949,1.94E-05,0.370090394,0.05061335,0.098452406,0.086140757,0.106090811,0.090002868,0.11147911,0.090370314,0.0216472,2.125936371,0.046846844,0.283207707,0.004461806,2.466025562,0.792167489,2.321618269,0.332652522,1.739335926,0.74142555,-2436.808111
-10.89022072,-0.92269374,-2.951120056,-2.278416285,-2.339987459,-2.542960842,-2.334910338,-2.34983174,-2.301853152,-3.677580075,0.679526124,-1.226446217,-5.398954078,0.904478596,-0.151356707,0.886911842,-1.053480761,-3.183844254,1.86E-05,0.397446979,0.052281115,0.102446324,0.096328846,0.078633234,0.096819163,0.09538521,0.100073221,0.025284086,1.97294258,0.039778239,0.29333317,0.004521307,2.470643383,0.85954104,2.427621185,0.348721817,1.743972963,0.77604089,-2440.90871
-10.66302592,-1.022251696,-2.987109632,-2.100663468,-2.573703295,-2.333580099,-2.516490219,-2.361690356,-2.303011604,-3.873706607,0.662812347,-1.184397782,-5.420042988,0.853205895,-0.423417543,0.834942069,-1.315541852,-2.766643621,2.34E-05,0.359783903,0.050432996,0.122375209,0.076252636,0.096948041,0.080742499,0.094260754,0.099957358,0.020781199,1.940241301,0.059153535,0.305930361,0.004426956,2.34715955,0.654805167,2.304680533,0.268328889,1.687116218,0.730720786,-2441.689143
-10.63836096,-0.989421533,-3.030172252,-2.14616803,-2.603234152,-2.345252856,-2.475054344,-2.312600726,-2.355910228,-3.821401042,0.701777137,-1.128091441,-5.471530759,0.863877562,-0.424309628,0.825572774,-1.292161985,-2.670640478,2.40E-05,0.371791698,0.048307316,0.116931378,0.074033754,0.09582297,0.084158417,0.099003436,0.094807171,0.021897101,2.017334603,0.064728184,0.323650373,0.004204791,2.372341784,0.654221285,2.283188142,0.274676295,1.658224777,0.711011017,-2441.693984
-11.15472727,-0.927497226,-3.068087328,-2.22797882,-2.468335862,-2.507080753,-2.301276763,-2.329280305,-2.162122264,-3.670426002,0.733727594,-1.104623658,-5.425901862,0.865515037,-0.226151234,0.784004017,-1.113441362,-3.394412996,1.43E-05,0.395542426,0.046510028,0.107745984,0.084725737,0.081505828,0.100130919,0.097365796,0.11508063,0.025465619,2.082830099,0.032470529,0.331335554,0.004401095,2.376229616,0.797597469,2.190224428,0.328426779,1.733619207,0.749925789,-2439.622882
-10.87690193,-0.945789956,-2.973360411,-2.107621302,-2.422145013,-2.573759399,-2.471794649,-2.350568491,-2.181356497,-3.830049194,0.761938879,-1.228751986,-5.374803105,0.870777202,-0.271851359,0.841410209,-1.179677379,-3.0434612,1.89E-05,0.388372652,0.051131199,0.121526698,0.088731084,0.076248358,0.084433195,0.095314961,0.112888294,0.021708548,2.142426102,0.045500613,0.292657591,0.004631831,2.388766686,0.761967512,2.319635843,0.307377889,1.72009332,0.734582566,-2435.490435
-10.74185815,-0.870707442,-3.018160063,-2.121646814,-2.453932166,-2.242500144,-2.391550201,-2.301763852,-2.183856915,-3.70649674,0.705920894,-1.194023074,-5.476123278,0.834942796,-0.412984805,0.759588969,-1.277012241,-3.020245667,2.16E-05,0.41865527,0.048891092,0.119834121,0.085954932,0.106192675,0.091487749,0.100082158,0.112606379,0.024563425,2.025711291,0.046519577,0.302999818,0.004185524,2.304682208,0.661672337,2.137397502,0.278869251,1.688497944,0.721147656,-2438.037191
-10.96557498,-1.089582629,-3.024861705,-2.272718176,-2.414534784,-2.418231674,-2.277687332,-2.119262579,-2.278365795,-3.827084981,0.716813162,-1.229138785,-5.479429007,0.817116209,-0.282519577,0.838459586,-1.152734707,-3.083972025,1.73E-05,0.33635685,0.048564537,0.103031741,0.089408924,0.089078999,0.10252103,0.120120175,0.102451497,0.021772992,2.047896487,0.043773256,0.292544413,0.004171711,2.263961622,0.753881883,2.312801561,0.315772043,1.673857606,0.756308358,-2439.320796
-10.81379939,-0.846366467,-3.025886,-2.262987288,-2.441259594,-2.273381684,-2.480628787,-2.334370654,-2.504374123,-3.725562621,0.738319172,-1.311988604,-5.433232941,0.968577059,-0.290199087,0.908741445,-1.161299747,-3.03921229,2.01E-05,0.428970783,0.048514818,0.104039225,0.087051133,0.102963401,0.083690586,0.096871429,0.081726733,0.024099538,2.092415566,0.045685501,0.269284024,0.004368948,2.63419349,0.748114613,2.481197842,0.313078993,1.732490803,0.721262335,-2439.440773
-10.9010967,-0.801482563,-2.935653444,-2.363542165,-2.391155009,-2.324326523,-2.57221314,-2.355143982,-2.458073005,-3.820303438,0.742658424,-1.249965691,-5.399685535,1.00128211,-0.336673937,0.818171418,-1.202373909,-3.118113082,1.84E-05,0.448663299,0.053096013,0.094086363,0.091523912,0.097849321,0.076366349,0.094879845,0.085599742,0.021921148,2.101514813,0.042366261,0.286514627,0.004518001,2.721769201,0.714141657,2.266351836,0.300480052,1.770881495,0.709103991,-2441.76807
-11.05534997,-0.77171713,-2.997322831,-2.243933675,-2.422239641,-2.372636076,-2.405065734,-2.297448253,-2.476381981,-3.821538,0.711296477,-1.330391239,-5.438926319,0.979106461,-0.237942837,0.908457291,-1.09032058,-3.209892688,1.58E-05,0.462218697,0.049920535,0.106040554,0.088722688,0.093234628,0.090259562,0.100515006,0.084046759,0.021894102,2.036629991,0.038795136,0.264373808,0.004344145,2.662076509,0.788247748,2.480492902,0.336108727,1.782591134,0.721446527,-2443.786404
-11.05666714,-0.841165952,-2.96492296,-2.100587631,-2.455007031,-2.600164084,-2.530243634,-2.279812952,-2.375027318,-3.697584573,0.723707229,-1.116577191,-5.424804367,0.810396215,-0.317468085,0.866297753,-1.239741916,-3.225807327,1.58E-05,0.431207463,0.051564442,0.12238449,0.085862592,0.074261392,0.079639615,0.102303341,0.093011948,0.024783317,2.0620636,0.038206014,0.327398502,0.004405928,2.248798817,0.727989914,2.378090259,0.289458913,1.673685651,0.738006177,-2442.798451
-10.81317069,-1.103707146,-3.09795578,-2.184003098,-2.446344347,-2.272731122,-2.374737404,-2.208651119,-2.360313449,-3.76598796,0.632627837,-1.383760324,-5.472464373,0.841073705,-0.298790371,0.927504749,-1.16785884,-3.00765092,2.01E-05,0.331639367,0.045141387,0.112589919,0.086609623,0.103030407,0.093038918,0.109848721,0.094390632,0.023144735,1.882551123,0.047081425,0.250634313,0.004200867,2.318855406,0.741714878,2.528192825,0.311032198,1.697501712,0.779006457,-2444.290575
-10.77603526,-0.87535919,-3.026690901,-2.183255574,-2.412712052,-2.553473788,-2.522000281,-2.309189507,-2.084244645,-3.717647822,0.559211279,-1.082077606,-5.412448115,0.855170668,-0.349555883,0.809312913,-1.243533344,-2.98172578,2.09E-05,0.416712314,0.048475784,0.112674114,0.089572041,0.077810897,0.080298826,0.099341735,0.124401052,0.024291038,1.749292252,0.048258303,0.338890712,0.004460707,2.35177572,0.705001123,2.246364009,0.288363528,1.725867611,0.756847132,-2442.556262
