kfwd_log____0,k27rev_log____0,k33rev_log____0,endo_log____0,endo_log____1,sortF_logodds____0,kRec_kDeg_log____0,kRec_kDeg_log____1,scales_log____0,scales_log____1,kfwd__0,k27rev__0,k33rev__0,endo__0,endo__1,sortF__0,kRec_kDeg__0,kRec_kDeg__1,scales__0,scales__1,Y_int,logp
-1.8418987323759197,-5.004989330043267,-26.669131605705843,-2.323963281009356,-2.3058471554409836,-1.4048445260015592,-2.322740720944115,-2.4795172923115896,1.7067164331380782,2.5987737182163255,0.1585161604200778,0.006704412883642675,2.6166359657492754e-12,0.09788487057108396,0.09967432522981852,0.19704848359011645,0.09800461388661869,0.08378365884897845,5.510836536448317,13.447237817335084,18896406.440361906,-259.2463668709454
-2.4483050441918603,-12.04228955713865,2.3394493171323445,-2.356415180973044,-2.2514187675679325,-0.7264549126232769,-2.220379098811642,-2.5090589870874624,2.6716592090771236,2.6121450055484376,0.08643997434042737,5.889793872231869e-06,10.37552136738618,0.09475931002827781,0.10524979358934528,0.3259731540162155,0.10856794304431124,0.08134474969641399,14.463948008193954,13.628252198690706,24933098.0888748,-255.14483336225828
-2.3929050846479836,-12.816153321741597,1.4892406103072113,-2.4733926676431564,-2.5167767411660438,-0.9061014293441472,-2.248626250836147,-2.1393537287649136,2.5326276538335364,2.6784385642072857,0.09136387817055132,2.7165351767655122e-06,4.433727313452766,0.08429837693134277,0.08071936730061374,0.2877982673913749,0.10554411615804503,0.11773090453803044,12.586535781424294,14.562337379742898,20545946.751054265,-254.00138652680016
-2.2705218387221113,-15.820635012494494,-2.2558206463315775,-2.5259625726335884,-2.4025947460053843,-0.9015721235637422,-2.0846498143322103,-2.067340763146097,2.167646713398766,2.9211994610034058,0.10325828185138239,1.3464353765449454e-07,0.10478751495177147,0.07998128792270115,0.09048286836722602,0.2887275326735747,0.1243506583604466,0.12652178614587767,8.737697520749393,18.563540354079308,18345275.186204463,-256.09974108776106
-2.0644271136090135,-16.363328457382416,-2.716695935377105,-2.394449661288308,-2.2179297107418146,-0.882640290625142,-2.2288798002861663,-2.2939276836439277,2.1042538215010547,2.7309256771937225,0.12689096385557078,7.825223408063862e-08,0.06609276884056596,0.0912228685866484,0.10883419401162671,0.2926309447477892,0.1076489509435463,0.10086949930994535,8.200981330008299,15.347086894971735,17976574.51612229,-250.64346703502332
-2.569942946632738,-22.820471540306315,-4.019576163082986,-2.38929328135596,-2.386942811073408,-1.0804184655516913,-2.279707181554999,-2.2954035621146263,1.8989601224401667,2.727279335934737,0.07653991215906045,1.2279908636024748e-10,0.01796057568155687,0.09169446317111965,0.09191024177313092,0.2534268341104154,0.10231416180338314,0.1007207379913802,6.678945544309041,15.291228080861293,22956740.16226495,-252.68312227642275
-2.4959990145194086,-23.73752998748232,-11.88423777900942,-2.4744090789979074,-2.3992575692093974,-1.1543452325104924,-2.2311910585869823,-2.3085835265881194,1.8755531801424412,2.646787785431302,0.08241407739226668,4.9081939120566435e-11,6.898284647981418e-06,0.08421273863308473,0.09078533009940931,0.239696303800208,0.10740043371648568,0.09940195210907844,6.524427305876216,14.108645781074735,21222852.874239277,-254.06027710622695
-2.4709096169672313,-24.392983298201532,-12.15765414595847,-2.4239875912883493,-2.3495536415924327,-1.011502300419851,-2.2033497785171106,-2.339991101029318,2.000633696625914,2.7264501055894557,0.08450795416092258,2.548366905348911e-11,5.248049123420267e-06,0.08856774041967275,0.09541174054481787,0.2666859510898372,0.11043261329127402,0.09632849545113567,7.393740002779521,15.278553386366953,20712218.877398916,-252.40927559219733
-2.3995093326284325,-28.145918352371844,-7.753637825128177,-2.380235897698643,-2.2862113175554546,-0.4348934371140214,-2.3264442637618874,-2.231823212811596,2.2880295371133137,2.653529139452701,0.09076247655126968,5.975619990594889e-13,0.00042917842125901617,0.09252874761701255,0.1016508560340685,0.3929584313732004,0.09764232090065111,0.10733256153369028,9.855498641207197,14.20407846839464,23396172.984430198,-255.29436411922603
-1.7057037431448259,-32.21101655862399,-5.863613487460389,-2.636749644196031,-2.15856372157392,-1.1357067229232958,-2.2522519692075114,-2.103160006401459,2.3687140668039204,2.721189976537451,0.18164451010590918,1.0254943031196164e-14,0.002840959341744727,0.07159359644104543,0.11549087903021346,0.2431094836215816,0.10516213581213432,0.12207007591523086,10.683644993204698,15.198397224524227,14966571.624361882,-263.1949823558388
