kfwd_log____0,k27rev_log____0,k33rev_log____0,endo_log____0,endo_log____1,sortF_logodds____0,kRec_kDeg_log____0,kRec_kDeg_log____1,scales_log____0,scales_log____1,kfwd__0,k27rev__0,k33rev__0,endo__0,endo__1,sortF__0,kRec_kDeg__0,kRec_kDeg__1,scales__0,scales__1,Y_int,logp
-2.7276469860227355,-21.96592495738986,-3.445452870221913,-2.3255397824979847,-2.241413159175743,-0.7402430300545171,-2.2640910333736315,-2.299171805113086,1.841096271314601,2.6360725657133823,0.06537293225899672,2.8861573264941466e-10,0.03189031659714458,0.09773067650243938,0.10630816781671856,0.32295100206609934,0.10392445548325094,0.10034191197814697,6.303444760310341,13.958275605083859,25637803.568378486,-252.4624387795384
-2.2947672349771127,-29.391457925740713,-5.096531954896152,-2.334534038012932,-2.3003078230302103,-0.757733577989859,-2.3030568115569623,-2.328597695148904,2.146187087504429,2.6250383469604244,0.10078484972612954,1.7196972934933234e-13,0.006117927063824558,0.09685560304267356,0.10022798649125052,0.3191385330822343,0.09995283926787923,0.0974322810964435,8.552187408714378,13.805103559676953,21231208.868392237,-253.36600017546226
-2.2851799840504885,-29.815723058951075,-4.3561817333140835,-2.3846311495468373,-2.2924973855254858,-0.4705336807731868,-2.070694281334331,-2.30545990528175,1.7939069112608703,2.761668969458929,0.10175574604669992,1.1251126342425829e-13,0.012827272209149122,0.09212295290628364,0.10101387599125111,0.38448993630788536,0.12609820367755578,0.09971293160281486,6.012898496627008,15.82623442075167,21484404.70756969,-257.1311163206514
-2.4346527824541395,-33.94456354922395,-1.5494907241625822,-2.43727832048683,-2.2001837154943744,-0.9991825740476888,-2.3499702189517917,-2.260949680416478,1.8446416211359173,2.719907335558231,0.08762816780381502,1.8116043713721846e-15,0.21235609412054363,0.0873983984825489,0.11078280397508251,0.2691021674184433,0.09537200245145953,0.10425143218453108,6.325832339514889,15.178915634039608,21571580.57094658,-255.91202435423529
-2.1806071197803094,-30.402936395586902,-13.497846890860123,-2.4120625768956154,-2.371551206510306,-0.5167799892379243,-2.1954035323532892,-2.229019667344477,2.1888934745872968,2.6847715244917723,0.11297292172022529,6.254210433717468e-14,1.3739140910055185e-06,0.0896302345366741,0.0933358307773443,0.3736054876421835,0.11131363378803294,0.10763389545435562,8.925331542433078,14.654852722810316,18731573.9568235,-254.50024298391486
-2.383231203361925,-25.71104447326413,-2.646215180879908,-2.38719416619198,-2.2586987296587164,-1.0113646806270995,-2.329152364033511,-2.2504198551682384,1.8981993401371098,2.636467895456809,0.09225201039844176,6.8207991517354085e-12,0.07091912179571751,0.09188714256658555,0.10448636133258198,0.2667128655074508,0.0973782534268818,0.10535498144120507,6.67386625309827,13.963794817480021,20983960.19887321,-252.5564516468009
-2.288613545637425,-19.036236712801156,-11.833000006112893,-2.430650768426402,-2.4088465161865114,-0.8517871357714751,-2.094744695414953,-2.2945086663054624,1.9854288702495873,2.739565658266904,0.10140696055671682,5.403403993540781e-09,7.260949111120529e-06,0.0879795596291036,0.08991895483446419,0.299058099441391,0.12310166806268255,0.10081091290026065,7.282169821834545,15.480259913012375,18380254.558552187,-252.27762727658245
-2.1030315127023624,-17.271989836257625,-10.840708945111981,-2.4350692295467913,-2.1040793696111915,-1.0865286476935696,-2.3023771479625235,-2.169378418749566,2.053125276759515,2.627889933442249,0.12208576215860432,3.154061248606079e-08,1.9585737305588273e-05,0.0875916829056409,0.1219579007511857,0.25227252011035606,0.1000207966653589,0.11424860963831589,7.792215922578676,13.844526188171258,18435897.98064938,-254.70329012868427
-2.4994494973928303,-15.426076997430677,-5.631415090593889,-2.3820466230641686,-2.152988271743881,-1.196206233912298,-2.344640499225176,-2.146349470736399,2.1612544284115485,2.6468897586301408,0.08213019906999097,1.9977442190297057e-07,0.0035835007594742087,0.09236135506336973,0.11613659102679763,0.23215079381108364,0.09588166546835646,0.11691016370065441,8.682021805166844,14.110084558173417,21745933.287847657,-253.43995626384608
-2.2684300008776392,-10.854335750342694,1.96043564074209,-2.336652790865801,-2.1575216915475717,-1.1537053728916231,-2.3651741267704587,-2.1895018783397897,2.478079354248746,2.7354558948134144,0.1034745075087744,1.9320656482288057e-05,7.102420495030756,0.0966506072018593,0.11561128671724981,0.23981293250919342,0.09393294270441413,0.11197251066094335,11.918351489932773,15.41677025966235,20887181.35548561,-253.07999218821013
-2.2241652750433643,-15.104383437878267,2.8556232667194594,-2.37621996170339,-2.400011115488303,-0.5509901793059329,-2.1535915230170013,-2.1792878080254696,2.7518089302933983,2.6497479199875817,0.1081576628654788,2.755812212361337e-07,17.385269491487474,0.09290108428486442,0.0907169449206681,0.36563471034900774,0.1160665526079115,0.11312206658648373,15.670953923446335,14.150471144804992,20276957.787908334,-252.79905104260072
-2.42869879782365,-25.789630062273595,-15.194133533213781,-2.5620503356226836,-2.269302424595474,-0.6520613314455077,-2.2850234918850774,-2.1696984021621506,2.048027085361766,2.688703307126378,0.08815146086163757,6.305303178410026e-12,2.5192522158480323e-07,0.0771464021589485,0.10338427326120463,0.34252517145292316,0.10177167126979562,0.11421205782661939,7.752590808427326,14.71258584091992,19489647.748492222,-254.4745730933751
-2.2841718143096816,-19.234761035677792,-14.04808751457946,-2.321786811624876,-2.245087942076611,-0.7837482001462069,-2.2833348881769004,-2.346049460433859,2.0025302275797547,2.6015945471786006,0.10185838484078709,4.430466136769652e-09,7.924887597475082e-07,0.09809814600462065,0.10591822529527428,0.31351262588503914,0.10194366846797333,0.09574666704718987,7.407775764981161,13.485223725920312,20563249.95515161,-251.47507503058534
-2.5090647373489996,-20.358243689100288,-10.738613990778989,-2.482946090590275,-2.3081029441956544,-0.8137494991957469,-2.110870789412811,-2.259893764677539,1.9782749591512592,2.7282449367870405,0.08134428194417341,1.4405459127851162e-09,2.1690981328694277e-05,0.08349687352921019,0.09944973441778719,0.3070920761962117,0.12113243964825257,0.1043615710510296,7.2302597278147065,15.306000434679863,19744154.7548858,-251.7356888874731
-2.541642109605876,-20.613777858886564,-12.387236582975273,-2.287304414189815,-2.3154265839304573,-0.39221675573755693,-2.313625526365061,-2.381310966843422,2.0574545527169112,2.617377791129023,0.07873699879238671,1.1157066578958528e-09,4.171492873536498e-06,0.1015398025326199,0.09872406092031731,0.4031837759799648,0.0989020288542636,0.0924293262674328,7.826023704431831,13.699752830870413,25634631.009356268,-254.95927350165664
-2.407460302627199,-20.616678059248432,-12.122740813029651,-2.4871373343323873,-2.365039923297679,-0.8636725096075772,-2.263939058922364,-2.350733492914192,1.801326780593825,2.649191235280156,0.09004368814242249,1.1124755727048698e-09,5.434512091305968e-06,0.08314765013195406,0.09394554967746432,0.29657262465877055,0.10394025054553883,0.09529923525943061,6.057679346362521,14.142595986109392,21036523.886903174,-252.83489486402013
-2.18311974726333,-12.052139259102917,-22.07251494280128,-2.4727095747742545,-2.2467300642548285,-0.701587413185364,-2.14175013495184,-2.3954016018331075,1.841563503345722,2.6655587292423615,0.11268941916957702,5.832065926204578e-06,2.594349957433649e-10,0.08435598022344372,0.10574443735800508,0.3314603719070115,0.11744911125044795,0.09113607115897773,6.306390619755114,14.375979582660124,18493694.4327121,-253.61357094657768
-2.5319097911793556,-10.97891600805568,-20.73177226239441,-2.31717096185864,-2.369051934821969,-1.000188861202072,-2.30596608155795,-2.222579868236995,2.279884419524421,2.6828114776680647,0.07950703336943132,1.705757778580851e-05,9.915296518202799e-10,0.09855199896163881,0.09356939412426703,0.26890429062436333,0.09966247205419775,0.10832927276014893,9.775550481457657,14.626156657282122,24399923.25065974,-253.8112151606552
-2.6058408512198543,-11.851290992901706,-24.389989675789273,-2.505459567077277,-2.198580152406535,-0.47130954780729933,-2.225754764275214,-2.2484745519156353,2.398014259091787,2.6120521190015893,0.07384102177306735,7.12934642739402e-06,2.5560071839802244e-11,0.08163807119314209,0.11096059370072742,0.38430633807667197,0.10798588398152151,0.10556012830101429,11.00130892709823,13.62698637619424,26462255.5685077,-258.28077092289953
-2.4371281763552997,-11.822229172621117,-24.837905703648747,-2.372983558959348,-2.261070340905392,-0.4691627485245185,-2.1078524005935644,-2.2431858440466668,1.8872328431170062,2.765723453132748,0.08741152182435794,7.3395782756565e-06,1.6331820983029725e-11,0.09320223667130996,0.10423885391461905,0.384814428938645,0.12149861680424173,0.10611988386933219,6.601077168849936,15.89053188826351,21859071.99533657,-254.66348432381673
-2.445098840871883,-15.576923685886086,-8.096690000104662,-2.4653080855682927,-2.253640104075504,-1.0742637721902615,-2.299552347364198,-2.1825665338312636,1.932611470806211,2.8445614892280986,0.08671756323856472,1.7180191412211025e-07,0.00030454551723275346,0.0849826564081534,0.10501625785718337,0.25459307858693564,0.10030373490553718,0.11275177771711604,6.907525509380891,17.19401725377236,21847688.259740032,-252.9502544728496
-2.4548001895427385,-5.056814707320157,-20.984158505767997,-2.4646750175602583,-2.2047923652675525,-0.7404906952929377,-2.2667520740648652,-2.186410537823818,1.9038774850596376,2.693613870214091,0.08588035351963454,0.006365804202689137,7.703635992108611e-10,0.0850364732422238,0.11027341951954388,0.3228968515318805,0.10364827590391715,0.11231919139784412,6.711869223959476,14.785010599512983,20930970.67671936,-252.15253250334376
-2.171881973793133,-3.915424099950712,-21.20286599625885,-2.424644856365202,-2.3409735375006564,-0.6861962901352289,-2.170873104154895,-2.0499638518945784,2.3437410336254185,2.679485759025341,0.11396293969985284,0.019932093652959726,6.190308560528121e-10,0.0885095470632845,0.0962339052959925,0.33487976093178473,0.11407797146587167,0.12873955719477959,10.420145852888831,14.577594971426901,19820304.614580818,-255.8668733215839
-2.095666174235946,-3.7648126299075146,-20.90679523458891,-2.516130057630099,-2.3102898441936452,-0.6793989823968488,-2.10334298160021,-2.1291685410383208,2.3855529391237607,2.803214914301967,0.12298828473092635,0.023171953559656688,8.323274069146839e-10,0.08077158406852124,0.09923248543127616,0.3363954566955558,0.12204774216215247,0.11893614327428903,10.865068725855329,16.497599975590564,18051209.86556561,-255.58300643324242
-1.563068844088101,-2.598250883779176,-21.781688352044675,-2.303958443356684,-2.249241677192402,-0.986444872586319,-2.421737662498518,-2.384383394477905,1.7107831534616162,2.5913532184866854,0.20949218485969195,0.07440360501761219,3.470027704372033e-10,0.09986275922514085,0.10547918151050999,0.2716148535068017,0.0887672358698148,0.09214577966243667,5.533293198924216,13.3478219068003,19158069.25169432,-258.1992821530264
