kfwd_log__,rxn_log____0,rxn_log____1,rxn_log____2,rxn_log____3,rxn_log____4,rxn_log____5,rxn_log____6,rxn_log____7,endo_log____0,endo_log____1,kRec_kDeg_log____0,kRec_kDeg_log____1,IL2Raexpr_log____0,IL2Raexpr_log____1,IL2Raexpr_log____2,IL2Raexpr_log____3,sortF_logodds__,kfwd,rxn__0,rxn__1,rxn__2,rxn__3,rxn__4,rxn__5,rxn__6,rxn__7,endo__0,endo__1,kRec_kDeg__0,kRec_kDeg__1,IL2Raexpr__0,IL2Raexpr__1,IL2Raexpr__2,IL2Raexpr__3,sortF,Y_15,Y_int,logp
-8.60451601448508,-1.1712122959456042,-2.3693897369036696,-1.985193827284366,-2.2326968422385933,-1.1592835454961066,-1.79972419100024,-3.039022073939463,-2.837494580492988,-1.0391276328575385,-3.1727677376057533,-3.6592705069903007,-2.4717219372336743,0.7085262713651843,0.11167880829836899,-0.0529420022983365,2.074607511249099,-0.5424628108519567,0.0001832762437760985,0.30999091265597156,0.09353779152616061,0.13735398858605594,0.10723883359716248,0.31371085994535947,0.1653444854303796,0.047881691359889844,0.058572230293616155,0.35376315874261216,0.041887503699209065,0.025751291263088696,0.08443933451142131,2.0309959151897563,1.1181536612850533,0.9484350179384053,7.961421077522236,0.3676148559043311,83380.68296732924,3.4303744403292304,-22495446618.99288
-9.301273053183678,-3.859942033202966,-2.477101662654089,-4.440820768322357,-2.343256973847206,-2.0648035507290055,-2.553704603827082,-4.199959610207884,-1.2262434088096528,-1.987951480452236,-1.0588835681491653,-2.936326636379669,-3.2618385388351347,1.8118623198414427,1.2122101579498832,0.5055903071667958,-0.7937561123654608,0.05094559886332495,9.130791762179612e-05,0.021069220802890195,0.08398629378705524,0.011786260759225009,0.09601441199373263,0.12684320637599197,0.07779293950131744,0.014996182500939717,0.2933926664012751,0.1369757357091409,0.34684282062672944,0.05306028089469942,0.03831788429794682,6.12183764253908,3.3609045798989725,1.6579639396443717,0.45214330073758924,0.5127336457022754,83370.93179780168,3.419457519053812,-47228507741.01464
-9.339075876988286,-1.9163314714038306,-1.2719592597933953,-1.5042212406463493,-3.646737481705312,-3.0249270867264735,-2.7834402426259484,-0.40706349009852794,-4.341909957322235,-3.8390913002611917,-2.2385144258813523,-2.278562822095941,-5.113154932710214,-0.0354076980496109,0.20584785182945836,-0.18809320317931794,1.3600536096824618,-2.541023192311222,8.792064805021267e-05,0.1471457816965256,0.2802819383352891,0.2221902592166574,0.02607606378756816,0.04856136190879229,0.061825446560416664,0.6656019298278695,0.013011652754024435,0.02151314145171857,0.10661677390952007,0.10243131300099431,0.00601706949695417,0.9652118210521152,1.2285662656648,0.8285374813064438,3.8964021810798597,0.07303187485562368,83088.28408244246,3.0635255621075324,-51895250495.00078
-8.20759911095635,-4.177449306548165,-1.279585394354045,-1.9823699061318103,-3.907234762440434,-3.039681465879168,-3.6403862699381353,-3.468351206884464,-3.2047436569238554,-1.874298846483388,-3.205053931349041,-3.0234075161095184,-2.9727837548883627,0.34190762664784,-1.6897374212142404,-0.18364952916672553,0.7373738068174295,-1.1229871554304545,0.00027257435710958223,0.015337579178467479,0.278152600188057,0.1377424136024965,0.020095994498839614,0.047850128965685475,0.02624220543263976,0.03116837852636164,0.04056929996419542,0.15346252992393059,0.040556714300574594,0.04863521042227354,0.051160693088815816,1.4076302639822926,0.18456798126719598,0.8322274241602954,2.090438404331123,0.24545761737138488,83378.57367740058,3.4205663050760657,-74353907217.35912
-8.439556466811112,-4.384801413804421,-0.7066248429514195,-0.7068734682890729,-3.2211091328482753,-2.0133493040220727,0.29611604593695384,-3.01904175402231,-1.9843456463575035,-1.7623176232443338,-1.0652671204470108,-2.2430726191119432,-1.5380309855297774,-2.0557542181923787,0.5889844182495727,0.2572436915405563,-0.9982900089473701,0.25409767558649476,0.00021614599694761083,0.012465363337635649,0.4933063773205349,0.4931837441014014,0.0399107673598692,0.1335406565550758,1.34462618618422,0.04884800434587511,0.137470539040352,0.17164659034978869,0.3446357832062034,0.10613189996650423,0.2148036367704179,0.1279962620539582,1.802157247692838,1.2933602693155304,0.36850904988350586,0.5631848201980335,83383.16026142187,3.426842632936094,-87886633457.55724
-9.429348525745027,-2.967370362919058,-4.696132165161472,-1.3125846208344598,-2.762246129097822,-3.0155003879823883,-2.2482904825101824,-2.387268241912152,0.033554586026558475,-5.111201503495545,-1.773250533299489,-2.7252883473910248,-3.109843177262038,0.8551762719988056,-1.1682686515747498,0.49767754477648757,-0.44955780568710885,-0.49150599157698216,8.033151680807329e-05,0.051438396955696956,0.009130524252472827,0.2691235743041716,0.06314976641412752,0.049021299679576386,0.10557956047945008,0.09188033621242132,1.0341238908998245,0.0060288349039998475,0.16978021466535415,0.06552730536611101,0.0446079503326793,2.3517888985697906,0.31090476002197764,1.6448966323676217,0.6379101695129181,0.3795388587536532,82616.47904248342,2.48823246521766,-9202.826443190535
-9.967233910315338,-2.398121634420322,-2.6920891106832694,-1.6986267555823003,-2.570074738253688,-0.6216490068383298,-0.4503666561795081,-1.0189362276653267,-1.161951092903233,0.4646918077543005,-1.262259595021714,-2.509901120284028,-3.5272506891203994,-1.6310089859712984,-0.6163728878824245,0.3273200273886991,-0.7221792257864071,-0.058818361318755175,4.6912147368872856e-05,0.09088851490871888,0.06773927660225468,0.18293456551353696,0.07652982550465251,0.537058094532172,0.6373944041748445,0.36097873519352786,0.31287513651582916,1.5915236180579884,0.2830138068645538,0.08127627541860633,0.02938559504631325,0.19573198363503314,0.5398991652480123,1.387245362659655,0.4856926678523895,0.4852996475371215,83384.60968021017,3.439997333862306,-28310550697.796417
-8.180604697242485,-2.538156826742891,-2.8408827303155437,-3.53667147152109,-3.0218993048149754,-1.206275779790375,-1.4928890869553615,-1.5351710632599995,-1.5218149753391352,-1.8239851114424506,-2.098433288254434,-2.9567840839790565,-1.337198812315528,-0.28227743149764106,0.2311259991015122,-0.07138526118446388,-0.9233905227968927,0.6013735018652911,0.000280032554006999,0.07901189827792224,0.05837411461426541,0.02911005966693048,0.04870861793905283,0.29930990230470417,0.22472247400796097,0.2154188377690464,0.21831529028647498,0.1613813451271627,0.12264843254586208,0.05198583070474719,0.26258017570826087,0.7540644542800309,1.260017990582474,0.931103105133537,0.3971701412207965,0.6459704789042838,83382.34365809461,3.4251913988804548,-26735030913.901512
-8.387403845446409,-3.1605867536704872,-1.8508070366029665,-5.239549434712124,-1.4358458313832674,-1.9531514429325632,-2.3790627501211317,-4.753203078834412,-1.9503997258531638,-2.032329298540727,-0.6086399120200352,-1.9916419530425309,-2.069765496775783,-0.7043374184328625,0.6976365418359108,0.11951867291435947,-1.644615133300551,-1.5210612810749125,0.00022771770196041002,0.04240085492294539,0.15711032135621214,0.005302645485698411,0.2379140437204793,0.14182640873159577,0.09263736119054808,0.008624027475944636,0.14221721232668072,0.13102995752334565,0.5440903768442482,0.13647116214110572,0.1262153761475594,0.49443606997394013,2.008998907110552,1.1269542873916307,0.1930868611983301,0.17930529353493097,83331.51127051149,3.383160195683698,-52760848050.73804
-9.747449019765993,-3.7519146166699597,-1.4810882262514395,-1.6199398621797618,-1.398162400859815,-1.2859498323508598,-2.6007986257425664,-1.7994463592472354,-3.3144938746093464,-3.4495521245141836,-0.9824522786231111,-2.637711014856831,-2.431167993744947,-1.8359133000773418,-0.7164103689554261,-0.16812945156890408,-0.30885084894280346,0.10772266919298257,5.8443562103450675e-05,0.023472761465427185,0.2273901018150317,0.19791060063786872,0.24705052691635251,0.2763879367127721,0.0742142851024336,0.16539042976071774,0.03635244281637327,0.03175985765482622,0.3743918590434023,0.07152480153192804,0.08793406613955551,0.1594677932925176,0.4885026567359066,0.8452444093872707,0.7342902820309988,0.5269046551382345,83374.43882987548,3.4124534262742237,-66068502207.6489
