kfwd_log__,rxn_log____0,rxn_log____1,rxn_log____2,rxn_log____3,rxn_log____4,rxn_log____5,rxn_log____6,rxn_log____7,endo_log____0,endo_log____1,kRec_kDeg_log____0,kRec_kDeg_log____1,IL2Raexpr_log____0,IL2Raexpr_log____1,IL2Raexpr_log____2,IL2Raexpr_log____3,sortF_logodds__,kfwd,rxn__0,rxn__1,rxn__2,rxn__3,rxn__4,rxn__5,rxn__6,rxn__7,endo__0,endo__1,kRec_kDeg__0,kRec_kDeg__1,IL2Raexpr__0,IL2Raexpr__1,IL2Raexpr__2,IL2Raexpr__3,sortF,Y_15,logp
-9.300226886,-2.23637241,-2.158009048,-2.256333009,-3.365936544,-0.97563184,2.812123463,-2.318848791,-2.481367233,-2.324556096,-2.421914098,-2.103885088,-2.456562556,-0.004027267,-0.010606438,0.212500585,0.102687225,-0.777431445,9.14E-05,0.106845394,0.115554957,0.104733839,0.034529662,0.376954103,16.64522624,0.098386784,0.083628807,0.09782686,0.088751576,0.121981597,0.085729134,0.995980832,0.989449612,1.236766837,1.108144755,0.314873732,83371.63764,#NAME?
-9.299843018,-2.434741407,-2.173729606,-2.491987701,-3.546196717,-1.13572569,2.797394758,-2.328055869,-2.26554477,-2.303635923,-2.158011431,-2.182541879,-2.326946573,0.114890724,0.045163346,-0.050637296,-0.008667223,-1.16599237,9.14E-05,0.087620402,0.113752572,0.08274533,0.028834096,0.321188953,16.40186025,0.097485087,0.103773486,0.099894972,0.115554681,0.112754558,0.097593287,1.121750851,1.046198738,0.950623403,0.99137023,0.237580146,83368.82562,#NAME?
-9.471071547,-2.305911424,-2.358158143,-2.351119883,-3.603164052,-1.019680144,2.699809153,-2.349454722,-2.17432069,-2.472431673,-2.430730696,-2.298107407,-2.441895093,-0.202555742,0.001862064,0.14142702,-0.11971342,-0.063676421,7.70E-05,0.09966792,0.094594292,0.09526242,0.027237405,0.360710297,14.87689225,0.095421179,0.113685355,0.084379426,0.087972528,0.100448773,0.08699583,0.81664096,1.001863799,1.151916435,0.887174646,0.484086272,83378.96086,#NAME?
-9.210540942,-2.347870245,-2.35669702,-2.435182642,-3.553152863,-0.839829718,2.715631285,-2.270019624,-2.226095833,-2.227082032,-2.345762235,-2.269772815,-2.453343893,0.134251389,-0.148053388,0.029248683,0.113918777,-0.424360938,1.00E-04,0.095572492,0.094732607,0.087581749,0.028634217,0.431784042,15.1141484,0.103310153,0.10794906,0.107842653,0.095774172,0.103335654,0.086005512,1.143680292,0.862385073,1.029680627,1.120661098,0.395473688,83378.01455,#NAME?
-9.232954807,-2.164252641,-2.401060245,-2.177750812,-3.621105627,-1.126297625,2.663002174,-2.300591088,-2.370851067,-2.327649159,-2.358763951,-2.394308024,-2.365803252,0.219740201,0.154583759,0.010546726,-0.008502121,-0.264892666,9.78E-05,0.114835726,0.090621821,0.113296068,0.026753081,0.324231463,14.33927354,0.100199599,0.093401202,0.097524743,0.094537003,0.09123579,0.093873866,1.245753043,1.167172036,1.010602538,0.99153392,0.434161365,83378.36923,#NAME?
-9.178073868,-2.414038241,-2.317716026,-2.308825804,-3.535359119,-0.969358616,2.673984835,-2.217966012,-2.571150547,-2.379149064,-2.357359481,-2.310986108,-2.353257776,0.008253278,0.086503783,-0.150959556,0.116729708,-1.087936313,0.000103279,0.08945333,0.098498296,0.099377872,0.029148287,0.379326254,14.49762489,0.108830243,0.076447538,0.092629366,0.094669871,0.099163417,0.095058976,1.008287431,1.090355492,0.859882475,1.12381563,0.252007083,83368.26899,#NAME?
-9.122764741,-2.449877482,-2.343038806,-2.274849794,-3.577485958,-0.896727622,2.660857719,-2.526650888,-2.186041869,-2.303082439,-2.187331663,-2.410208468,-2.421421785,0.142101997,0.026142554,0.20908717,-0.039482989,-0.86908023,0.000109152,0.08630416,0.096035362,0.10281235,0.027945867,0.407902288,14.30855656,0.079926255,0.112360608,0.099950278,0.112215779,0.089796573,0.08879528,1.152694213,1.026487268,1.232552435,0.961286307,0.295445723,83371.34,#NAME?
-9.27593403,-2.345716645,-2.193754231,-2.33709968,-3.344536601,-1.007206197,2.632572147,-2.29026036,-2.241190092,-2.084422461,-2.405513787,-2.326275489,-2.360876879,0.043594903,0.358572652,0.101362826,0.138095969,-0.523227322,9.37E-05,0.095778538,0.111497375,0.096607425,0.035276558,0.365237958,13.90950121,0.1012401,0.106331884,0.124378933,0.09021913,0.097658802,0.094337464,1.044559121,1.431285013,1.1066781,1.148085726,0.372097888,83379.21074,#NAME?
-9.195654628,-2.107987807,-2.226633518,-2.272483856,-3.60645793,-1.000401011,2.608497673,-2.185725712,-2.368793586,-2.26876309,-2.322993086,-2.261126535,-2.438590074,0.03121378,0.052670193,0.20969895,0.048043634,-0.913638903,0.000101479,0.121482166,0.107891033,0.103055886,0.027147836,0.367731947,13.57863597,0.112396137,0.093593571,0.103440047,0.097979884,0.104232996,0.087283828,1.031706038,1.054081944,1.233306718,1.049216436,0.286255783,83371.01016,#NAME?
-9.32956468,-2.128886193,-2.432695286,-2.218453646,-3.553518132,-1.113946325,2.771874873,-2.004124504,-2.392364521,-2.456070843,-2.194969632,-2.357116464,-2.271826357,0.023450754,0.212217121,0.096884741,0.138669989,-0.607637594,8.88E-05,0.118969729,0.087799868,0.108777187,0.02862376,0.328260977,15.98858249,0.134778242,0.09141328,0.085771299,0.111361943,0.09469288,0.103123667,1.023727885,1.236416308,1.101733382,1.148744939,0.352598283,83374.12394,#NAME?
-9.087301702,-2.319270357,-2.298076391,-2.11819309,-3.451786537,-1.076700228,2.837626396,-2.365589828,-2.2025657,-2.413072606,-2.275079191,-2.350438945,-2.350470552,-0.003980726,-0.039448041,-0.068333995,0.12103585,-0.611375935,0.000113093,0.098345316,0.100451888,0.120248711,0.031688972,0.340717964,17.07518767,0.093893903,0.110519235,0.089539751,0.102788768,0.09532731,0.095324297,0.996027187,0.961319902,0.933948487,1.128665374,0.351745392,83374.50534,#NAME?
-9.26023301,-2.401691057,-2.275827377,-2.379973063,-3.589253826,-0.95436559,2.727003837,-2.175405435,-2.180417544,-2.612243708,-2.359353742,-2.433252286,-2.22816528,0.05510708,-0.145274125,0.121862516,-0.114565077,-0.72777159,9.51E-05,0.090564674,0.102711892,0.092553071,0.027618931,0.385056351,15.28701594,0.113562102,0.112994341,0.073369739,0.094481263,0.087750977,0.107725896,1.056653756,0.864785201,1.12959879,0.891753903,0.325683927,83373.16947,#NAME?
-9.306370431,-2.191536808,-2.165223788,-2.323746152,-3.5766975,-1.062892418,2.68827427,-2.248008348,-2.403016583,-2.39535701,-2.456831712,-2.10384551,-2.247835282,0.090209938,-0.033845035,-0.028315401,0.030822584,-0.928379317,9.08E-05,0.111744886,0.114724258,0.097906126,0.02796791,0.345455163,14.70627495,0.105609352,0.090444707,0.091140135,0.085706063,0.121986425,0.105627631,1.094404016,0.966721301,0.972081723,1.031302519,0.283253632,83371.97237,#NAME?
-9.312967329,-2.357837897,-2.207522636,-2.403236811,-3.523869762,-0.966686976,2.71213942,-2.034059078,-2.360327518,-2.249217488,-2.285672693,-2.220326453,-2.258234414,-0.044846262,0.093851497,-0.057717909,0.201876582,-0.812720208,9.02E-05,0.09462459,0.109972754,0.090424791,0.029485114,0.380341032,15.06146387,0.130803501,0.094389304,0.105481733,0.101705622,0.108573659,0.104534887,0.956144467,1.098396619,0.94391618,1.223696972,0.307311139,83376.37277,#NAME?
-9.051970117,-2.000430387,-2.289720737,-2.203305422,-3.574555551,-0.972654158,2.649740484,-2.467891226,-2.203740117,-2.292812944,-2.558007641,-2.396919553,-2.434111526,0.008361302,0.149148918,-0.027573632,0.051227842,-0.597892274,0.00011716,0.135277049,0.101294746,0.110437512,0.02802788,0.378078226,14.15036593,0.084763418,0.110389516,0.100982005,0.077458913,0.090997836,0.08767561,1.008396355,1.160845847,0.972803051,1.052562684,0.354826056,83375.55629,#NAME?
-9.167906319,-2.166692397,-2.295941261,-2.282504234,-3.479012376,-1.031699505,2.790676009,-2.303007572,-2.468061272,-2.358552503,-2.247011925,-2.499424973,-2.430613411,-0.007319943,-0.016378384,-0.001309052,-0.003785394,-0.414269898,0.000104335,0.114555896,0.100666595,0.102028384,0.030837852,0.356400741,16.29202963,0.099957761,0.084749005,0.094556995,0.105714636,0.082132213,0.087982846,0.992706783,0.983755013,0.998691805,0.996221761,0.397888723,83377.95402,#NAME?
-9.224111453,-2.34587141,-2.191947485,-2.295370546,-3.403061048,-0.919065165,2.778436727,-2.050500165,-2.249524388,-2.272596481,-2.452944966,-2.257159529,-2.450727634,-0.256662323,0.085829088,-0.153082777,0.185419798,-0.249943301,9.86E-05,0.095763716,0.111699004,0.100724063,0.033271269,0.398891765,16.09384221,0.128670531,0.105449366,0.10304428,0.086039829,0.104647311,0.086230819,0.773629406,1.089620084,0.858058692,1.203723654,0.437837455,83379.39337,#NAME?
-9.291221193,-2.355774462,-2.322833728,-2.234738531,-3.761250982,-1.312348492,2.83532758,-2.462844294,-2.258325657,-2.199932516,-2.356929871,-2.177676256,-2.398214603,0.011394231,-0.183408093,0.018400296,0.02056469,-0.505334327,9.22E-05,0.094820044,0.097995499,0.107020109,0.023254631,0.26918713,17.03598004,0.085192294,0.10452535,0.110810636,0.094710551,0.113304516,0.090880065,1.011459393,0.832428379,1.018570624,1.0207776,0.376287904,83378.28709,#NAME?
-9.143816483,-2.224286099,-2.167740408,-2.196836436,-3.577917958,-1.101332545,2.811694854,-2.149714253,-2.490031964,-2.467669442,-2.238045657,-2.414891163,-2.239697329,0.198294244,-0.102891118,0.118773343,-0.082002418,-0.870819853,0.000106879,0.108144596,0.114435903,0.111154246,0.027933797,0.332427813,16.63809347,0.116517447,0.082907316,0.084782219,0.106666764,0.089377066,0.106490731,1.219321119,0.902225205,1.126114648,0.921269731,0.295083736,83372.85925,#NAME?
-9.039404962,-2.362440063,-2.386301113,-2.540427032,-3.566573174,-1.159116665,2.693268397,-2.167448349,-2.324019824,-2.261831779,-2.147395876,-2.09776621,-2.332908869,0.1942405,-0.177713716,-0.115681224,-0.163034819,-0.928447404,0.000118641,0.094190113,0.091969239,0.078832728,0.028252504,0.313763217,14.77990366,0.11446933,0.097879336,0.104159513,0.116787892,0.122730276,0.097013138,1.214388308,0.837182061,0.89075913,0.849561607,0.283239809,83368.86125,#NAME?
-9.373966196,-2.366297506,-2.225328271,-2.34423533,-3.685821519,-1.096722317,2.666118066,-2.2381943,-2.245048575,-2.485825308,-2.443285604,-2.566493093,-2.346317582,-0.128986661,-0.078313771,-0.15594804,-0.006284555,-0.406646137,8.49E-05,0.09382748,0.108031949,0.095920522,0.025076565,0.33396392,14.38402284,0.10665091,0.105922395,0.083256814,0.086874945,0.07680442,0.095720999,0.87898569,0.924674245,0.855603647,0.993735151,0.399716586,83379.71169,#NAME?
-9.134324442,-2.204176769,-2.29345539,-2.3390419,-3.394928526,-0.962244102,2.825669423,-2.281467324,-2.294375361,-2.502071624,-2.334458382,-2.252499318,-2.463811874,0.109150134,-0.061509813,0.237003814,-0.088349726,-0.552114813,0.000107898,0.110341324,0.100917151,0.096419974,0.033542952,0.382034599,16.87223587,0.102134233,0.100824352,0.081915125,0.096862931,0.105136127,0.085109904,1.115329787,0.940343718,1.267445952,0.915440667,0.365373895,83369.90586,#NAME?
-9.249096167,-2.305937774,-2.34788076,-2.178216687,-3.633409486,-1.131572467,2.770704091,-2.309127129,-2.189088935,-2.137613759,-2.233739689,-2.243224109,-2.135988331,-0.00673941,-0.006765136,-0.251692329,0.02233822,-0.319647048,9.62E-05,0.099665293,0.095571487,0.113243299,0.026425932,0.322525696,15.96987429,0.099347932,0.112018758,0.117935931,0.107127058,0.106115823,0.118127783,0.993283249,0.993257696,0.77748391,1.022589586,0.420761767,83381.11002,#NAME?
-9.315635364,-2.218791743,-2.437142368,-2.304569149,-3.437175158,-0.880998902,2.711862857,-2.143037644,-2.438359667,-2.427879162,-2.400712847,-2.218214951,-2.269486712,0.073627388,-0.159652431,0.072663725,-0.105289935,-0.858987033,9.00E-05,0.108740416,0.087410281,0.099801791,0.032155391,0.414368791,15.057299,0.117297992,0.087303942,0.088223743,0.090653308,0.108803155,0.103365223,1.076405649,0.852440019,1.075368856,0.900063525,0.297551027,83371.7567,#NAME?
-9.326872591,-2.283458104,-2.498331673,-2.215524534,-3.334400157,-0.960294927,2.724741219,-2.367149961,-2.323772281,-2.359292663,-2.373399007,-2.4231198,-2.389745543,-0.224538983,-0.15919989,0.14028577,0.173302821,-0.511565496,8.90E-05,0.101931108,0.082222058,0.109096275,0.035635956,0.382779977,15.25246637,0.09374753,0.097903568,0.094487034,0.093163524,0.088644632,0.091653003,0.798884433,0.85282587,1.150602559,1.189226174,0.374826608,83377.46075,#NAME?
-9.128524959,-2.42170951,-2.276035823,-2.195759306,-3.444506357,-0.871716898,2.725758658,-2.321632176,-2.162796972,-2.244237497,-2.27646907,-2.291090692,-2.225035088,0.008683382,-0.226842668,-0.002004021,-0.134712632,-0.907036075,0.000108526,0.088769735,0.102690484,0.111274038,0.031920515,0.418232869,15.26799271,0.098113317,0.115003011,0.106008341,0.102646003,0.101156072,0.108063627,1.008721192,0.797046174,0.997997986,0.873967026,0.287606731,83375.50918,#NAME?
-9.241321225,-2.294436173,-2.31700973,-2.175439373,-3.474089278,-1.026943532,2.744741221,-2.331943894,-2.320462581,-2.295178253,-2.223043328,-2.283327226,-2.109954419,0.046343773,-0.215870803,0.094652247,-0.090738861,-0.544755157,9.69E-05,0.100818221,0.09856789,0.113558248,0.030990044,0.35809981,15.56058665,0.097106798,0.098228137,0.100743434,0.108279078,0.10194445,0.121243493,1.047434429,0.805839407,1.099276512,0.913256167,0.367082106,83378.73384,#NAME?
-9.252242912,-2.417355424,-2.256392345,-2.365766204,-3.468528247,-1.117709323,2.792434089,-2.453360476,-2.351504905,-2.396000261,-2.276179734,-2.26752536,-2.369749227,-0.038540323,0.063014961,0.187633088,-0.022758593,-0.778894693,9.59E-05,0.089157089,0.104727625,0.093877344,0.031162861,0.327028053,16.32069753,0.086004086,0.095225749,0.091081528,0.102675707,0.103568157,0.093504172,0.962192906,1.065042774,1.206390794,0.97749843,0.314558154,83371.69512,#NAME?
-9.083882779,-2.28201954,-2.382648025,-2.278386245,-3.612552119,-0.964244579,2.561494616,-2.263967475,-2.29458886,-2.26246098,-2.481074014,-2.324202802,-2.230054672,0.053071402,-0.113113134,0.110122036,0.07377863,-0.524177715,0.00011348,0.102077848,0.092305825,0.102449402,0.026982895,0.381271111,12.95516585,0.103937297,0.100802829,0.104093996,0.083653332,0.097861428,0.107522552,1.054504936,0.89304962,1.116414305,1.076568459,0.371875864,83377.50388,#NAME?
-9.250157194,-2.296282636,-2.446553111,-2.29736326,-3.570012309,-1.157296261,2.774046087,-2.281956092,-2.318153533,-2.314170222,-2.127769733,-2.244623246,-2.280922456,0.015879697,0.040475772,0.048581039,-0.045412378,-0.958250263,9.61E-05,0.100632236,0.086591544,0.100523549,0.028155507,0.314334913,16.02333484,0.102084325,0.098455212,0.098848172,0.119102629,0.105967457,0.102189898,1.016006449,1.04130608,1.049780442,0.955603331,0.277228658,83370.61375,#NAME?
-9.246671333,-2.165584496,-2.077507423,-2.136885976,-3.600716818,-1.214631403,2.739712501,-2.248181435,-2.374651958,-2.327099995,-2.228667562,-2.406955359,-2.290348304,0.207471192,0.096714318,0.10075835,0.056590151,-1.226110182,9.64E-05,0.114682883,0.125241999,0.118021794,0.027304143,0.296819401,15.48253324,0.105591074,0.093046868,0.097578315,0.107671801,0.090089167,0.101231197,1.230562266,1.101545637,1.106009343,1.05822201,0.22686296,83370.92143,#NAME?
-9.283582873,-2.257643353,-2.464892094,-2.321289976,-3.483411005,-0.965683983,2.741338579,-2.375219563,-2.21741225,-2.340086943,-2.652097686,-2.288902836,-2.39276011,-0.187342148,-0.015445392,-0.097545041,0.203444754,-1.367678593,9.29E-05,0.104596692,0.085018016,0.098146897,0.030702506,0.380722703,15.50772953,0.092994069,0.108890526,0.096319264,0.070503164,0.101377629,0.091377125,0.829159992,0.984673276,0.907061485,1.225617446,0.202995164,83363.04162,#NAME?
-9.344537924,-2.212521782,-2.371592834,-2.031273665,-3.406812201,-1.041728983,2.794381537,-2.261072009,-2.444590389,-2.358517035,-2.402193948,-2.139540888,-2.169622088,-0.183335309,0.056371761,0.000346584,-0.076681027,-0.226914936,8.74E-05,0.109424356,0.093331946,0.13116835,0.033146697,0.352844093,16.3525122,0.10423868,0.086761666,0.094560349,0.090519141,0.117708872,0.114220774,0.832488968,1.057990931,1.000346644,0.926185234,0.443513435,83379.06956,#NAME?
