kfwd_log__,rxn_log____0,rxn_log____1,rxn_log____2,rxn_log____3,rxn_log____4,rxn_log____5,rxn_log____6,rxn_log____7,endo_log____0,endo_log____1,kRec_kDeg_log____0,kRec_kDeg_log____1,IL2Raexpr_log____0,IL2Raexpr_log____1,IL2Raexpr_log____2,IL2Raexpr_log____3,sortF_logodds__,kfwd,rxn__0,rxn__1,rxn__2,rxn__3,rxn__4,rxn__5,rxn__6,rxn__7,endo__0,endo__1,kRec_kDeg__0,kRec_kDeg__1,IL2Raexpr__0,IL2Raexpr__1,IL2Raexpr__2,IL2Raexpr__3,sortF,Y_15,logp
-9.225473394,-2.585725989,-2.211393802,-2.324725844,-3.48663096,-0.982148561,2.681491977,-2.354294437,-2.115097589,-2.408682356,-2.191145424,-2.502463097,-2.248397396,-0.080581047,0.11156056,0.04825293,0.19759246,-0.815827426,9.85E-05,0.075341363,0.109547854,0.097810256,0.030603804,0.374505586,14.60687016,0.094960484,0.120621518,0.089933717,0.11178863,0.081883064,0.105568273,0.922580128,1.118021449,1.049436056,1.218465719,0.306650099,83375.39147,#NAME?
-9.227871144,-2.329366423,-2.207281678,-2.258913449,-3.512303576,-1.051452924,2.746079895,-2.268252753,-2.244892499,-2.106408346,-2.36471488,-2.278202749,-2.243476932,0.179950768,0.016530823,0.056924992,-0.039256957,-0.353643309,9.83E-05,0.097357411,0.109999256,0.104463928,0.029828124,0.349429685,15.58143115,0.10349285,0.105938928,0.121674194,0.093976091,0.102468202,0.106088998,1.197158423,1.016668213,1.058576405,0.961503613,0.412499208,83380.61797,#NAME?
-9.257137017,-2.452216839,-2.290965471,-2.394868059,-3.539319416,-1.053640408,2.800780154,-2.25076763,-2.232159808,-2.12259343,-2.229253899,-2.356362955,-1.949339474,0.119697541,-0.014093826,-0.170397334,-0.040414346,-0.430002136,9.54E-05,0.086102499,0.101168739,0.091184709,0.02903308,0.348666149,16.45748113,0.105318348,0.10729644,0.119720738,0.107608687,0.094764259,0.142368078,1.127155882,0.986005027,0.843329667,0.960391422,0.394125822,83381.69319,#NAME?
-9.209938089,-2.070140159,-2.210765565,-2.260559858,-3.407573502,-1.146785301,2.818229963,-2.174404198,-2.417503849,-2.491743657,-2.363644057,-2.338779806,-2.311837515,0.123044729,-0.098549288,0.003595843,-0.104010824,-0.696222588,0.00010004,0.126168097,0.109616698,0.10429208,0.033121472,0.317656299,16.74718129,0.113675862,0.089143857,0.082765526,0.094076777,0.096445248,0.099079025,1.130935005,0.906151029,1.003602316,0.901215543,0.33265026,83374.24359,#NAME?
-9.470444078,-2.244938162,-2.2263319,-2.388261628,-3.559196922,-0.916667797,2.588730261,-2.38270987,-2.406395152,-2.190100284,-2.216528857,-2.198529181,-2.262328666,-0.033637257,0.091272433,0.043010094,0.033396505,-0.835263286,7.71E-05,0.105934091,0.107923579,0.091789109,0.028461672,0.399849202,13.31285701,0.092300117,0.090139649,0.111905526,0.108986762,0.11096625,0.10410777,0.966922186,1.095567433,1.043948433,1.033960428,0.302533328,83377.43547,#NAME?
-9.139518663,-2.141638018,-2.342415758,-2.318007571,-3.509623888,-0.879342699,2.690490153,-2.154465648,-2.361558332,-2.672476861,-2.330721448,-2.252310175,-2.243571959,0.058511819,-0.0308091,-0.094935537,0.029318006,-0.752750714,0.000107339,0.11746228,0.096095215,0.098469584,0.029908161,0.415055638,14.73889847,0.11596514,0.0942732,0.069080909,0.097225579,0.105156015,0.106078917,1.060257517,0.969660663,0.909431557,1.02975201,0.32022223,83366.8787,#NAME?
-9.332232089,-2.34102803,-2.217708908,-2.364335884,-3.680671566,-1.042941736,2.667233803,-2.256814267,-2.266830329,-2.248687795,-2.263385629,-2.260923653,-2.215958043,0.120330911,-0.096030388,0.011565255,0.146950949,-0.942271334,8.85E-05,0.096228661,0.108858228,0.094011714,0.025206042,0.352416439,14.40008059,0.104683448,0.103640165,0.105537621,0.10399779,0.104254146,0.109048991,1.127870015,0.90843641,1.011632392,1.158297145,0.280441772,83376.28512,#NAME?
-9.245696057,-2.300325343,-2.243485812,-2.321975912,-3.609595332,-1.036925792,2.705062007,-2.347183225,-2.386295617,-2.270828046,-2.41771088,-2.246941236,-2.317837162,0.079862822,-0.064460694,0.120297743,0.116010671,-0.888514378,9.65E-05,0.10022623,0.106088056,0.098079597,0.027062796,0.354542947,14.95524399,0.095638174,0.091969745,0.103226668,0.089125403,0.105722109,0.098486366,1.083138475,0.937572966,1.127832606,1.123007855,0.291416503,83374.15696,#NAME?
-9.194196585,-2.287108344,-2.09194616,-2.304126592,-3.510178409,-1.014308512,2.780111838,-2.308530957,-2.251305385,-2.226986579,-2.166521426,-2.175275571,-2.263150903,-0.072271577,0.101720732,0.087280209,0.18984136,-0.943623245,0.000101627,0.101559713,0.123446655,0.099845969,0.029891581,0.362653113,16.12082377,0.099407178,0.105261728,0.107852947,0.114575484,0.113576851,0.104022204,0.930278219,1.107074258,1.091202402,1.209057777,0.280169045,83373.42332,#NAME?
-9.163161833,-2.404945059,-2.140639099,-2.145485402,-3.379520003,-1.201955491,2.920345017,-2.30144292,-2.238531505,-2.259925261,-2.36024925,-2.318024626,-2.547093805,0.088014952,0.043455535,-0.012469668,-0.049085509,-0.925377656,0.000104831,0.090270455,0.117579674,0.117011226,0.034063801,0.300605805,18.54768561,0.100114283,0.106614953,0.104358284,0.094396692,0.098467905,0.078308917,1.09200445,1.044413553,0.987607756,0.952099714,0.283863428,83372.22679,#NAME?
-9.25689143,-2.365749394,-2.287589008,-2.273688207,-3.555435675,-0.947834835,2.731506511,-2.195766724,-2.188524697,-2.351149722,-2.281230093,-2.398969863,-2.28081335,0.118742473,0.013637989,0.045138939,0.107332901,-0.313446899,9.55E-05,0.093878922,0.101510909,0.102931845,0.028568925,0.387579289,15.35600359,0.111273213,0.112081982,0.095259577,0.102158465,0.090811453,0.102201048,1.126079885,1.013731411,1.046173204,1.113304813,0.422273614,83379.06437,#NAME?
-9.148176927,-2.441221019,-2.33857681,-2.20796348,-3.589762645,-1.019234253,2.691638103,-2.405620082,-2.23424752,-2.423095391,-2.346619825,-2.373798976,-2.451113312,0.094064465,-0.129332358,-0.005139298,-0.029816479,-0.786970967,0.000106414,0.087054491,0.096464828,0.109924284,0.027604882,0.36087117,14.7558277,0.090209541,0.10707267,0.088646796,0.095692072,0.093126269,0.086197568,1.098630567,0.87868188,0.994873885,0.970623647,0.312819431,83371.92022,#NAME?
-9.289749046,-2.433945237,-2.28010263,-2.292967296,-3.631666504,-1.159513124,2.774847769,-2.302530067,-2.227798994,-2.35622541,-2.296122443,-2.130542976,-2.413639167,0.233880808,0.071847371,-0.090804851,-0.121187127,-0.348789832,9.24E-05,0.087690191,0.10227371,0.10096642,0.026472032,0.313638847,16.0361856,0.100005503,0.107765362,0.094777294,0.100648358,0.118772786,0.089489036,1.263493885,1.074491333,0.913195903,0.885868174,0.413675914,83376.59048,#NAME?
-9.176979988,-2.3150829,-2.214663334,-2.215837297,-3.453256321,-0.964172184,2.811734091,-2.410564373,-2.010290108,-2.372353023,-2.077579924,-2.327904746,-2.024924815,-0.045874338,0.006491038,0.015518538,-0.20462049,-0.501753261,0.000103392,0.098757997,0.109190269,0.109062159,0.031642431,0.381298714,16.63874632,0.08976462,0.133949809,0.093261023,0.125232919,0.09749982,0.132003768,0.955161982,1.00651215,1.015639576,0.814956542,0.377128735,83378.35028,#NAME?
-9.415330351,-2.54626318,-2.496241985,-2.238267529,-3.747672374,-1.106426345,2.643317236,-2.287025996,-2.246332726,-2.413422818,-2.211527831,-2.542275305,-2.111386171,0.071547884,-0.0448201,0.103238962,-0.124486697,-0.846022677,8.15E-05,0.078373989,0.082394056,0.1066431,0.02357255,0.330738798,14.0597659,0.101568077,0.105786462,0.089508399,0.109533172,0.078687159,0.121070026,1.074169585,0.956169481,1.108756328,0.882950008,0.300267857,83376.99643,#NAME?
-9.399905517,-2.333564567,-2.30094065,-2.236452379,-3.45854555,-1.247120885,2.785641557,-2.161209796,-2.239993142,-2.246511356,-2.351320558,-2.202923637,-2.071657649,0.007838113,0.103056561,0.097052943,0.076455388,-0.353812268,8.27E-05,0.096949547,0.10016458,0.106836849,0.031475508,0.287330866,16.21021432,0.115185686,0.106459235,0.105767567,0.095243305,0.110479683,0.125976783,1.007868911,1.108554108,1.101918711,1.079454033,0.412458262,83380.20941,#NAME?
-9.106574093,-2.160732099,-2.377615089,-2.154381015,-3.64077428,-1.154806207,2.806458093,-2.510591904,-2.189617965,-2.217251248,-2.436518817,-2.234720248,-2.262617466,0.033155213,0.156003615,-0.046397616,0.142993315,-0.61506937,0.000110934,0.115240723,0.092771566,0.115974955,0.026232025,0.315118599,16.5511915,0.081220151,0.111959513,0.108908059,0.087464803,0.107022065,0.104077708,1.033710972,1.168830428,0.954662297,1.153722089,0.350903675,83376.16001,#NAME?
-9.34452434,-2.296730081,-2.262327698,-2.214302595,-3.441593177,-1.049057694,2.781781697,-2.122886368,-2.160769005,-2.209009718,-2.250460028,-2.345404726,-2.240714427,-0.050742154,-0.083690961,0.000375994,-0.138912166,-0.222099694,8.74E-05,0.100587219,0.104107871,0.109229665,0.032013641,0.350267653,16.14776576,0.119685673,0.11523647,0.109809337,0.105350749,0.095808418,0.106382475,0.950523727,0.91971544,1.000376065,0.870304468,0.444702202,83381.29001,#NAME?
-9.201083569,-2.163791322,-2.437946698,-2.507803007,-3.501924143,-0.943482444,2.687544392,-2.086954381,-2.25778464,-2.447831719,-2.292556641,-2.147102331,-2.481259638,-0.323387715,-0.081176611,-0.136562141,0.050401433,-0.165431038,0.00010093,0.114888714,0.087340003,0.081446981,0.030139335,0.389269862,14.69554508,0.124064414,0.104581915,0.086480898,0.101007891,0.11682218,0.083637806,0.723693213,0.922030836,0.87235211,1.051693196,0.458736304,83376.19568,#NAME?
-9.221072818,-2.359200913,-2.271615885,-2.294231442,-3.734138953,-0.98680889,2.689304224,-2.273902572,-2.228429649,-2.182986529,-2.084594366,-2.324542133,-2.202219644,0.133302599,-0.061033769,-0.010800438,-0.037670169,-0.825436427,9.89E-05,0.094495703,0.103145374,0.100838864,0.023893736,0.372764327,14.72142954,0.102909783,0.10769742,0.112704432,0.124357554,0.097828226,0.110557488,1.142595694,0.94079147,0.989257678,0.963030526,0.304610877,83377.52782,#NAME?
-9.474350531,-2.467620769,-2.283023443,-2.469056352,-3.590112702,-0.952480132,2.815382291,-2.3317993,-2.353818769,-2.363943477,-2.212778658,-2.411996775,-2.207726104,-0.092807322,-0.082597657,0.105453644,0.135333243,-0.677807076,7.68E-05,0.084786346,0.101975423,0.084664715,0.02759522,0.385783043,16.69955865,0.09712084,0.095005664,0.094048612,0.109396251,0.089636133,0.10995038,0.911369084,0.920721518,1.111214592,1.144918257,0.336750916,83378.66153,#NAME?
-9.300437469,-2.32167908,-2.323724974,-2.359864293,-3.526194202,-1.002871592,2.644744197,-2.349816399,-2.257224225,-2.407663961,-2.340943406,-2.242789846,-2.406534168,-0.167338064,-0.184446305,0.104520016,0.058432613,-0.8060206,9.14E-05,0.098108715,0.0979082,0.094433038,0.029416657,0.366824557,14.07984295,0.095386674,0.104640541,0.090025352,0.096236805,0.106161915,0.090127119,0.84591359,0.83156459,1.110177614,1.060173541,0.308739129,83372.30582,#NAME?
-9.078512858,-2.248108599,-2.303788828,-2.394342203,-3.589699127,-1.189885979,2.877424732,-2.262600103,-2.348035468,-2.322326916,-2.305304136,-2.260014993,-2.254707479,0.107004738,-0.190222052,0.072084328,-0.029458427,-0.768289656,0.000114091,0.105598765,0.099879699,0.091232672,0.027606635,0.304255954,17.76845568,0.104079515,0.095556702,0.098045177,0.099728465,0.10434892,0.104904226,1.112939527,0.826775527,1.074745971,0.970971243,0.316849204,83374.00789,#NAME?
-9.239097027,-2.272454168,-2.276915949,-2.198454155,-3.630062742,-0.897369916,2.681237696,-2.372301721,-2.333135212,-2.464160396,-2.492773289,-2.48588757,-2.269079096,0.001418113,-0.168932241,-0.030394193,-0.115212034,-0.602752954,9.72E-05,0.103058946,0.102600143,0.110974575,0.026514521,0.407640379,14.60315638,0.093265807,0.096991182,0.085080246,0.082680352,0.08325163,0.103407364,1.001419119,0.844566129,0.970063066,0.891177164,0.353714114,83377.65487,#NAME?
-9.170640401,-2.367597465,-2.3149881,-2.241780344,-3.493820544,-1.111150803,2.762926382,-2.074317242,-2.337740521,-2.313113273,-2.283774415,-2.437429008,-2.248822526,0.166536007,0.116523491,-0.193398943,0.024823049,-1.125043779,0.00010405,0.093705587,0.098767359,0.10626914,0.030384565,0.329179922,15.84614704,0.125642181,0.096545535,0.098952705,0.101898871,0.08738523,0.105523402,1.181206067,1.123583905,0.824153118,1.025133706,0.245076913,83372.42511,#NAME?
-9.168986698,-2.442526827,-2.245361501,-2.25774272,-3.697913816,-1.123966234,2.650618204,-2.213751137,-2.210261931,-2.338403162,-2.255962543,-2.038359309,-2.146387933,0.100431393,0.1043414,-0.067258427,0.023722014,-0.762958848,0.000104222,0.086940889,0.105889254,0.104586299,0.024775158,0.324988256,14.16279144,0.109289917,0.109671918,0.096481581,0.104772647,0.130242223,0.116905667,1.105647784,1.109979338,0.934953553,1.024005619,0.318004213,83372.51676,#NAME?
-9.126135791,-2.232629108,-2.319139471,-2.488567539,-3.418798995,-0.982778753,2.725592737,-2.336982368,-2.35754125,-2.474045752,-2.422592527,-2.199130323,-2.475308991,0.06242252,0.105361626,8.62E-06,-0.164553033,-0.977885903,0.000108785,0.107246098,0.098358189,0.083028817,0.032751746,0.37426965,15.26545965,0.096618759,0.094652665,0.084243341,0.088691384,0.110899563,0.084136989,1.064411985,1.111112345,1.000008624,0.848272769,0.273311468,83360.75134,#NAME?
-9.048423163,-2.17588658,-2.510689276,-2.315784106,-3.554591911,-1.254434939,2.866628097,-2.378993379,-2.288283587,-2.39601335,-2.360921048,-2.358619084,-2.378589914,0.200576523,0.141266497,-0.250377137,-0.013403763,-1.237394106,0.000117576,0.113507476,0.081212242,0.098688771,0.028593041,0.285236979,17.57764803,0.092643788,0.101440426,0.091080336,0.094333298,0.0945507,0.092681174,1.222107128,1.15173154,0.778507123,0.986685667,0.224889905,83360.02275,#NAME?
-9.047247937,-2.272055562,-2.151602149,-2.224781182,-3.620484964,-1.043140822,2.647253876,-1.997933884,-2.393437594,-2.316029447,-2.246168253,-2.309462271,-2.277727555,0.1147379,-0.105151097,-0.048702777,0.056512998,-0.732140827,0.000117715,0.103100034,0.116297682,0.108091068,0.026769691,0.352346285,14.11522321,0.135615191,0.091315239,0.098664562,0.105803862,0.099314642,0.102516906,1.121579434,0.900188497,0.952464182,1.058140368,0.324725114,83375.57281,#NAME?
-9.194338213,-2.300795012,-2.450361935,-2.154493341,-3.612984891,-1.087957092,2.678676491,-2.254540378,-2.307211367,-2.14812678,-2.540363941,-2.349129761,-2.25092304,-0.017507535,0.066370569,0.111045364,0.077386403,-1.195072581,0.000101613,0.100179168,0.086262359,0.115961929,0.02697122,0.336904055,14.56580257,0.104921757,0.099538441,0.116702563,0.078837702,0.095452192,0.105301982,0.982644832,1.068622642,1.117445598,1.080459488,0.232352937,83372.01914,#NAME?
-9.261727159,-2.407809831,-2.299734496,-2.203313091,-3.524348471,-0.980799405,2.662394828,-2.286396257,-2.43331851,-2.352853157,-2.331420926,-2.276632476,-2.410889229,-0.048545034,0.053455735,-0.043351127,-0.026020733,-0.335237363,9.50E-05,0.090012221,0.100285466,0.110436665,0.029471002,0.375011193,14.33056728,0.101632059,0.087745166,0.095097447,0.097157595,0.102629232,0.089735464,0.952614439,1.054910295,0.957575101,0.974314889,0.41696684,83377.76713,#NAME?
-9.253743774,-2.216947297,-2.277734775,-2.334810144,-3.602874077,-1.062726979,2.656223183,-2.22426488,-2.358572919,-2.22001636,-2.167508833,-2.366867793,-2.445251779,0.354483423,-0.165303163,0.240821423,-0.109410097,-0.913097065,9.58E-05,0.108941167,0.102516166,0.096828864,0.027245305,0.34551232,14.24239646,0.10814689,0.094555065,0.108607332,0.114462407,0.093773986,0.086704302,1.425444112,0.847636693,1.272293813,0.896362746,0.2863665,83373.92628,#NAME?
-9.546663138,-2.523120813,-2.341107911,-2.236224698,-3.349009951,-0.884378861,2.626799547,-2.353771415,-2.331429761,-2.184448192,-2.228833827,-2.376637999,-2.143980066,-0.198531521,-0.234680763,0.059719801,-0.039152349,-0.772726518,7.14E-05,0.080208899,0.096220975,0.106861177,0.035119107,0.412970606,13.82943853,0.095010163,0.097156737,0.112539817,0.1076539,0.092862256,0.1171875,0.819933925,0.790823269,1.061539063,0.961604198,0.315889601,83380.55447,#NAME?
-9.077115681,-2.33171693,-2.265798047,-2.097239195,-3.381737381,-0.93064334,2.732930065,-2.096921855,-2.547660713,-2.358283566,-2.113136724,-2.030430772,-2.120194926,0.070701798,-0.102240141,-0.023880994,0.039660496,-0.799579164,0.000114251,0.09712884,0.103747206,0.122794974,0.033988353,0.39429996,15.37787925,0.122833948,0.078264535,0.094582428,0.120858272,0.131278958,0.120008233,1.07326113,0.902812724,0.9764019,1.040457475,0.310115547,83371.17075,#NAME?
-9.103757087,-2.35866739,-2.49267171,-2.281125185,-3.571479626,-0.969699599,2.696828429,-2.324514008,-2.332250389,-2.286296358,-2.469574045,-2.397946276,-2.259403534,-0.105112553,-0.129006315,-0.005107962,0.174114618,-0.794718411,0.000111247,0.094546132,0.082688751,0.102169183,0.028114224,0.379196932,14.83261435,0.097830978,0.09707704,0.101642212,0.084620896,0.090904454,0.104412745,0.900223194,0.878968415,0.994905062,1.190191975,0.311156434,83375.49944,#NAME?
-9.142541982,-2.19120167,-2.234701509,-2.297695485,-3.531313729,-0.955871342,2.707264885,-2.163888788,-2.242702063,-2.088797081,-2.483494693,-2.277457991,-2.510730257,-0.123085808,0.177869085,-0.027042802,0.165584954,-0.649105654,0.000107015,0.111782342,0.107024071,0.100490158,0.029266442,0.384476988,14.98822488,0.114877517,0.106171235,0.123836011,0.08345108,0.102544545,0.081208914,0.884187789,1.194668911,0.973319581,1.180083212,0.343191104,83377.09057,#NAME?
-9.229317506,-2.272437628,-2.443122076,-2.352958068,-3.509873349,-0.964169125,2.709749339,-2.368521655,-2.419640197,-2.272182103,-2.264171449,-2.165287786,-2.230870436,-0.021480505,0.021651642,-0.153081397,-0.095834152,-0.689502207,9.81E-05,0.10306065,0.086889153,0.095087471,0.029900701,0.381299881,15.02550873,0.093619025,0.088953617,0.103086988,0.103916099,0.114716916,0.107434874,0.978748558,1.02188774,0.858059875,0.908614695,0.334143819,83375.66183,#NAME?
-9.227866435,-2.187948458,-2.256931923,-2.17485448,-3.609658316,-1.079197641,2.808912138,-2.465741562,-2.184107366,-2.322659889,-2.263255746,-2.287294904,-2.301106006,-0.001822274,-0.085397376,0.050328101,0.021724836,0.088981126,9.83E-05,0.112146586,0.104671132,0.113624687,0.027061092,0.339868112,16.59185875,0.084945826,0.11257818,0.098012536,0.104011299,0.101540768,0.100148018,0.998179386,0.918147362,1.051616076,1.021962538,0.522230616,83380.62417,#NAME?
-9.303279814,-2.270074634,-2.030153055,-2.461839682,-3.544762546,-1.182869489,2.708327225,-2.399228119,-2.249085595,-2.263589557,-2.223331298,-2.493753254,-2.35556267,-0.081411321,-0.232731299,0.002226054,-0.148167746,-0.93003643,9.11E-05,0.10330447,0.131315421,0.085277922,0.028875478,0.306398269,15.00415593,0.090788004,0.105495646,0.103976584,0.108247902,0.082599368,0.094840128,0.921814452,0.792366455,1.002228533,0.862286458,0.282917324,83378.42024,#NAME?
-9.177288336,-2.266932295,-2.412910983,-2.318598975,-3.576182307,-0.847892197,2.642576681,-2.340312796,-2.387523335,-2.144093676,-2.1823563,-2.162092053,-2.216345619,0.061918316,-0.10163991,0.029044643,0.195737807,-0.587162319,0.00010336,0.103629598,0.089554224,0.098411366,0.027982323,0.428316789,14.04935772,0.096297512,0.091856901,0.117174187,0.112775484,0.115084107,0.109006734,1.063875439,0.903354782,1.029470553,1.216207982,0.357286215,83377.80991,#NAME?
-9.220287463,-2.310325764,-2.334447091,-2.197521602,-3.549442463,-0.822602025,2.528798055,-2.38501783,-2.194505088,-2.228574198,-2.577508809,-2.415181799,-2.354188453,0.044578962,-0.042124097,0.131375941,0.009088244,-0.941494642,9.90E-05,0.099228921,0.096864025,0.111078113,0.028740659,0.43928713,12.53842657,0.092087338,0.111413688,0.107681854,0.075963007,0.089351094,0.094970548,1.045587535,0.958750795,1.140396422,1.009129667,0.280598531,83375.1687,#NAME?
-9.180525599,-2.245504991,-2.313328491,-2.217785474,-3.473382284,-1.043941898,2.745013735,-2.261678515,-2.403096875,-2.538362263,-2.130822354,-2.168240513,-2.311614677,0.074219741,-0.164908561,-0.035120002,-0.151346255,-1.288488045,0.000103026,0.105874061,0.098931411,0.108849893,0.031011962,0.352064142,15.56482771,0.104175478,0.090437446,0.078995668,0.118739608,0.114378688,0.099101106,1.07704345,0.847971239,0.965489549,0.859550024,0.216108835,83354.40652,#NAME?
-9.10757013,-2.174360278,-2.464473963,-2.233586544,-3.655415377,-1.10582148,2.57054483,-2.448560132,-2.451546179,-2.312751023,-2.324841062,-2.309211924,-2.43882527,0.050615989,0.062266548,-0.182754893,0.148723742,-0.27897926,0.000110824,0.113680855,0.085053572,0.107143465,0.025850757,0.330938911,13.07294503,0.086417927,0.086160264,0.098988557,0.097798987,0.099339508,0.087263302,1.051918867,1.064245979,0.832972298,1.160352389,0.430704042,83377.31286,#NAME?
-9.248985704,-2.395047137,-2.313092178,-2.259892985,-3.499351696,-1.113646048,2.794205969,-2.228124848,-2.493370953,-2.117657316,-2.397503499,-2.291142894,-2.327233351,-0.056940844,0.0215358,-0.073406859,-0.128152491,-0.859449756,9.62E-05,0.091168381,0.098954792,0.104361652,0.030216967,0.328359561,16.34964147,0.107730251,0.082630952,0.120313154,0.090944714,0.101150791,0.097565303,0.944649949,1.021769369,0.929222691,0.87971922,0.29745432,83377.28546,#NAME?
-9.52943183,-2.460417868,-2.365205478,-2.309746138,-3.586621081,-1.156103271,2.835511221,-2.525667132,-2.398811926,-2.213963168,-2.289751975,-2.159552446,-2.288556104,-0.132319331,-0.08216457,-0.235078398,-0.024329745,-0.925264796,7.27E-05,0.085399258,0.093929998,0.099286453,0.027691741,0.314710135,17.03910883,0.080004921,0.090825797,0.109266747,0.101291582,0.115376747,0.101412786,0.876061197,0.921120357,0.790508873,0.975963838,0.283886371,83377.15268,#NAME?
-9.272368726,-2.28818562,-2.336429963,-2.102826757,-3.527807685,-1.044601252,2.640674487,-2.257832014,-2.215620909,-2.206068682,-2.117553503,-2.374040857,-2.369277399,-0.053472738,0.053623076,-0.048118515,0.216658063,-0.117948322,9.40E-05,0.101450364,0.096672146,0.122110763,0.029369232,0.351832084,14.02265851,0.104576961,0.109085761,0.110132765,0.120325645,0.093103746,0.0935483,0.947931784,1.055086839,0.953020833,1.241919372,0.470547057,83380.71681,#NAME?
-9.08838096,-2.284413915,-2.497642512,-2.357112047,-3.5600834,-0.989078977,2.727927636,-2.114652482,-2.298619942,-2.331842501,-2.200513043,-2.290398004,-2.332601313,0.257949566,-0.004225834,-0.089925895,-0.012574183,-0.761915542,0.000112971,0.101833728,0.082278741,0.094693298,0.028436453,0.371919079,15.3011446,0.120675219,0.100397302,0.097116645,0.110746326,0.101226165,0.097042979,1.294273542,0.995783082,0.913998915,0.987504542,0.318230526,83371.89279,#NAME?
-9.143853718,-2.473821568,-2.319842024,-2.2393684,-3.389219486,-0.993046451,2.716112963,-2.1772496,-2.300684986,-2.217461092,-2.118778475,-2.410079648,-2.346253736,0.147502922,0.030907538,-0.007161755,0.072460501,-0.407817531,0.000106875,0.084262229,0.098289112,0.106525765,0.033734997,0.370446423,15.12143031,0.113352868,0.100190191,0.108885208,0.12017834,0.089808141,0.09572711,1.158936671,1.031390135,0.992863829,1.075150338,0.399435552,83378.79678,#NAME?
-9.269579654,-2.139393433,-2.441016987,-2.260164019,-3.54070048,-1.038039376,2.714482866,-2.204233364,-2.263669466,-2.330647259,-2.347339927,-2.275354198,-2.358673919,-0.056719345,-0.236803585,-0.059567656,0.035932134,-1.323838474,9.42E-05,0.11772623,0.087072255,0.104333371,0.028993011,0.354148354,15.09680098,0.11033508,0.103968276,0.097232792,0.095623189,0.102760504,0.094545515,0.944859212,0.789146273,0.942171788,1.036585495,0.21018038,83365.552,#NAME?
-9.134661043,-2.323452586,-2.413111763,-2.162818775,-3.509658889,-1.062932,2.700274835,-2.045435954,-2.387110065,-1.943959497,-2.294401429,-2.318375945,-2.455650125,-0.027589003,-0.25791093,-0.085252755,-0.066434203,-0.697305927,0.000107862,0.097934873,0.089536245,0.115000503,0.029907114,0.345441489,14.88382176,0.129323799,0.091894871,0.143136079,0.100821724,0.098433317,0.085807392,0.972788097,0.772664051,0.918280155,0.935724482,0.332409809,83379.34706,#NAME?
-9.231715631,-2.334691816,-2.347415517,-2.240096095,-3.685600697,-0.970595357,2.730097962,-2.263000659,-2.403974699,-2.22761256,-2.529113477,-2.336506898,-2.323065314,0.106153957,0.035110196,0.181185476,0.075097807,-0.503132791,9.79E-05,0.096840323,0.095615961,0.106448275,0.025082103,0.378857415,15.33438914,0.104037834,0.090358092,0.107785455,0.079729671,0.096664709,0.097972807,1.111993062,1.035733836,1.198637477,1.077989581,0.376804734,83378.08596,#NAME?
-9.252769758,-2.22986938,-2.308989638,-2.234755525,-3.465197184,-1.139618021,2.909862597,-2.420590646,-2.289673955,-2.392274418,-2.380047784,-2.286307214,-2.346374277,0.084211742,0.03828482,-0.136084247,0.013196549,-1.223709355,9.58E-05,0.107542476,0.099361592,0.10701829,0.031266839,0.319941209,18.35427645,0.088869112,0.101299485,0.091421517,0.092546155,0.101641109,0.095715572,1.087859215,1.039027127,0.872769101,1.013284008,0.227284332,83366.17703,#NAME?
-9.163671963,-2.250365462,-2.336429165,-2.229214107,-3.672367701,-0.83603033,2.601478324,-2.288489567,-2.391506152,-2.483086374,-2.39165207,-2.4670399,-2.277159258,0.004980305,-0.24108417,0.014522001,0.137458619,-0.944613225,0.000104777,0.105360712,0.096672223,0.107612969,0.025416221,0.433427678,13.48365652,0.101419534,0.091491779,0.083485161,0.09147843,0.08483561,0.102575183,1.004992727,0.785775485,1.014627958,1.147354226,0.279969435,83372.61727,#NAME?
-9.068699148,-2.146160775,-2.276358034,-2.351121712,-3.700040517,-1.044349867,2.751552241,-2.242535171,-2.28077175,-2.175670401,-2.413289865,-2.198127353,-2.28916671,0.060977556,0.189970732,-0.076398375,-0.118820943,-0.633201153,0.000115216,0.116932226,0.102657401,0.095262245,0.024722525,0.35192054,15.66693188,0.106188956,0.102205299,0.113532016,0.0895203,0.111010848,0.101350881,1.062875059,1.209214206,0.92644706,0.887966783,0.346785041,83376.12879,#NAME?
-9.329665857,-2.451054652,-2.234287098,-2.282815989,-3.588998099,-1.098066451,2.706958767,-2.252836609,-2.181739063,-2.307730958,-2.428998306,-2.406207816,-2.278568667,0.067136844,0.125454137,-0.0597082,-0.077319092,-0.635478904,8.88E-05,0.086202625,0.107068432,0.101996581,0.027625995,0.333515329,14.98363742,0.105100672,0.112845115,0.099486735,0.088125063,0.090156537,0.102430714,1.069441815,1.133663174,0.942039381,0.925594457,0.346269253,83378.4338,#NAME?
-9.270354652,-2.207802093,-2.421401364,-2.399881576,-3.538334907,-0.877841727,2.605556581,-2.378348977,-2.353369173,-2.261155316,-2.122344818,-2.308408815,-2.175686272,-0.143296596,-0.095811403,-0.018303167,-0.086943314,-0.818118787,9.42E-05,0.109942025,0.088797093,0.090728697,0.029061677,0.415679093,13.53875862,0.092703507,0.095048388,0.104229997,0.119750506,0.09941932,0.113530214,0.866497031,0.908635366,0.981863318,0.91672906,0.306163135,83376.74078,#NAME?
