kfwd_log____0,k27rev_log____0,k33rev_log____0,endo_log____0,endo_log____1,sortF_logodds____0,kRec_kDeg_log____0,kRec_kDeg_log____1,scales_log____0,scales_log____1,kfwd__0,k27rev__0,k33rev__0,endo__0,endo__1,sortF__0,kRec_kDeg__0,kRec_kDeg__1,scales__0,scales__1,Y_int,Y_cross,logp
-4.186804354742769,-13.76084480908963,-19.1067393526558,-2.71981424934454,-2.256542270083576,-1.7034048527163101,-1.8685172848794578,-2.360762812634433,1.9134070280333706,2.9428785741682155,0.015194764446969737,1.056187523799854e-06,5.035568776257971e-09,0.0658869918417347,0.10471192506907698,0.1540210947444475,0.15435235279883075,0.09434822572088535,6.776136000316996,18.970375424212776,41251062.30805664,75257.66642765509,-1861.710264167721
-4.513418709499783,-19.119149638678827,-12.581090511208973,-2.7293803002289416,-2.216882493653205,-2.1842229295966096,-1.9366174006327268,-2.364003212854326,2.0784513210557645,2.9238787655930207,0.010960923835002368,4.9734621053432106e-09,3.4363850000557975e-06,0.06525971857260106,0.10894822673750904,0.10117624899695023,0.14419086572380785,0.09404299451223287,7.992082155860689,18.61334442329118,45115401.770784706,74865.41113049912,-1859.2452618345865
-4.272480905835675,-21.787738539645666,-11.37496197217807,-2.7005118975324423,-2.2566876322118294,-2.201632611408472,-2.0262766156498313,-2.395837745667483,1.9802977438262757,2.9724517512700936,0.013947138658554119,3.449096767674427e-10,1.1479336416571553e-05,0.06717111920734499,0.10469670502703107,0.09960397584993017,0.13182544529449877,0.09109633139021003,7.244899788241613,19.539767566350072,43390774.18385906,75223.48831620537,-1862.904645780833
-4.322836996442924,-10.244781448740845,-16.004977567008776,-2.7332061181125367,-2.3321310177584826,-2.05859097912398,-1.96927118024169,-2.424131996039533,2.0673484265041084,3.018341702666944,0.013262205291945137,3.554249806988993e-05,1.1197641513155436e-07,0.06501052376513593,0.09708862888932257,0.11318718466888891,0.1395585321745157,0.08855495174054977,7.9038377013930345,20.457339189288685,44842178.654026695,75081.5956623743,-1861.4853797093463
-4.679139733704413,-7.271799234760432,-23.920739935977647,-2.7559566479920035,-2.1416477431349765,-1.937098968116811,-1.8402389711755835,-2.2955672003445877,2.050852031191569,2.9158297798077304,0.009286999744457545,0.0006948606509309087,4.0865295413450236e-11,0.06354819732525735,0.11746113769403208,0.12596691152162648,0.15877947785435062,0.10070425757654461,7.774522420725008,18.464127207834608,48333701.82987339,74795.09925888492,-1863.14126558934
-4.664896286829747,-6.691773573458191,-23.781569892807575,-2.709647289173986,-2.130270941441824,-1.7567110169024949,-1.8598856835349,-2.35736466167962,2.076301235019427,2.9306816502897117,0.009420225174265216,0.0012410796738906086,4.696728159983189e-11,0.06656027910631356,0.1188051002661561,0.14720274041506126,0.1556904273300373,0.09466938059152612,7.974916951561856,18.74040054328511,47717494.92966181,75039.48680924698,-1862.755692543261
-4.549926450655585,-9.218254938954367,-23.60002593232994,-2.745251170762806,-2.3052878669946804,-2.17053760727566,-1.842226608137777,-2.15035775480715,2.3892238753108024,3.0602005597488904,0.010567981623389764,9.921166707417081e-05,5.631692905262097e-11,0.06423216567618453,0.09973008752046152,0.10242759731716741,0.1584641953327252,0.11644249245952422,10.905026997075293,21.33183504050654,44700760.674414895,74720.78436992297,-1861.1501047912589
-4.670755205377161,-9.549679550930339,-25.014115219788764,-2.6944365368740355,-2.131912979777673,-2.228936030470813,-1.9258133685917687,-2.323663355304325,2.40491771213225,2.93537719946894,0.009365194210657807,7.122408310154541e-05,1.3693289511279726e-11,0.06758045013984705,0.11861017781588988,0.0971819511399837,0.14575715433762046,0.09791423316297977,11.077518699287106,18.828603935296712,48012401.438156076,74863.61423852864,-1862.42158731695
-4.489585275998259,-8.428936809602277,-15.239594919568601,-2.594465818681443,-2.350146294808227,-1.6470424899947227,-1.8508108306335982,-2.286953541129478,1.8870480369794893,2.8908529825935925,0.011225298244978234,0.00021845362476317914,2.407287828429055e-07,0.07468576115892694,0.09535521122275634,0.16150906623502365,0.15710972527597114,0.10157543636499088,6.599857361992278,18.00866412908295,46847199.48345712,75304.18623373861,-1860.746375906021
-4.401565806246547,-11.755590213187434,-6.457210169143746,-2.694914160912581,-2.192441269251426,-1.7249945130678848,-1.9325614239069122,-2.1980454386173442,1.984053179516104,2.9444334023395546,0.01225813101018409,7.845344862732804e-06,0.0015691673209423471,0.06754817979948316,0.11164386292945784,0.15122895680352577,0.14477688816255974,0.11101994172592566,7.272158695976393,18.99989404058463,44137597.88079211,75329.50822941744,-1860.5177202210712
